"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_258",-5.83848270839867,14.8360094227915,"bac_ASV_258","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Unassigned","bac",6,0.274047186932849,123.058479645572,6
"bac_ASV_262",0.933546651156636,2.78137599561439,"bac_ASV_262","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac",1,0.234836702954899,0,1
"bac_ASV_263",-8.37957137710242,-19.2174581003495,"bac_ASV_263","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",12,0.310486634681289,646.408910661445,12
"bac_ASV_265",-6.38357935380656,-7.90597185194418,"bac_ASV_265","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.192030521407376,0,1
"bac_ASV_268",-4.5721619887022,-31.9931755480766,"bac_ASV_268","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",15,0.309215017064846,1087.57620363226,15
"bac_ASV_27",3.25096884094352,29.1259281226401,"bac_ASV_27","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",1,0.157019064124783,0,1
"bac_ASV_272",15.5214964088397,14.3444812925888,"bac_ASV_272","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium","Unassigned","bac",13,0.290198590647021,1068.04863391989,13
"bac_ASV_273",-6.61368652751269,25.9581798559859,"bac_ASV_273","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_qingshengii","bac",15,0.282948157401624,856.730456168622,15
"bac_ASV_276",-26.5305403919932,-36.5597084795318,"bac_ASV_276","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",9,0.276051188299817,1581.25192905073,9
"bac_ASV_277",-8.96219686206926,26.2180873213984,"bac_ASV_277","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",16,0.278769230769231,709.663249100041,16
"bac_ASV_278",-3.9370003573366,-22.6084282571974,"bac_ASV_278","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",11,0.300597213005972,265.934818301982,11
"bac_ASV_279",-4.0724187828203,-35.3044757283526,"bac_ASV_279","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Povalibacter","Povalibacter_uvarum","bac",13,0.303822937625755,324.444283226479,13
"bac_ASV_28",-3.75372578902741,21.235483762168,"bac_ASV_28","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",18,0.315679442508711,905.432890919532,18
"bac_ASV_280",-25.9091786762787,-18.6121500872494,"bac_ASV_280","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",4,0.244204851752022,46.5850232249122,4
"bac_ASV_282",6.22658804056467,-6.83714554685171,"bac_ASV_282","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac",1,0.203047960555805,0,1
"bac_ASV_283",10.6834629230969,38.9348748927043,"bac_ASV_283","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Unassigned","Unassigned","bac",7,0.213578500707214,2162.80398206814,7
"bac_ASV_286",0.913767387986663,19.3206010085626,"bac_ASV_286","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacter","Unassigned","bac",3,0.254924029262802,508.912902178142,3
"bac_ASV_29",-13.6134177540739,-23.5677651527348,"bac_ASV_29","bac","Bacteria","Acidobacteria","Acidobacteria_Gp13","Unassigned","Unassigned","Gp13","Unassigned","bac",23,0.3196894848271,1138.02049857601,23
"bac_ASV_290",17.6444519122554,12.3803373391471,"bac_ASV_290","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",14,0.302201467645097,460.842666605523,14
"bac_ASV_292",-21.4566058088426,-25.2925209464283,"bac_ASV_292","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli","bac",22,0.322419928825623,1440.15123639653,22
"bac_ASV_294",22.92889653614,2.36547768948378,"bac_ASV_294","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",17,0.3196894848271,1108.85450564892,17
"bac_ASV_296",8.72301493208424,27.2225156104818,"bac_ASV_296","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",1,0.209237875288684,0,1
"bac_ASV_298",-27.3681113341488,-23.1962824493651,"bac_ASV_298","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.258119658119658,3208.10680522557,6
"bac_ASV_299",22.5503618489363,33.2316050250319,"bac_ASV_299","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_lentum","bac",2,0.196699956578376,412.377481295238,2
"bac_ASV_3",-11.8766801342237,-37.2514384069919,"bac_ASV_3","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_soli","bac",20,0.31006160164271,592.182863194102,20
"bac_ASV_30",12.787932461199,7.39314453687458,"bac_ASV_30","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",19,0.311768754301445,752.703866576775,19
"bac_ASV_300",5.91439600068747,9.90452345762546,"bac_ASV_300","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.233866804336603,238.69605162554,6
"bac_ASV_302",-7.59648427650799,-15.3140421499527,"bac_ASV_302","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Dongia_rigui","bac",2,0.23459347488348,9.39154895301604,2
"bac_ASV_304",22.2137880218476,-9.01970948219743,"bac_ASV_304","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",1,0.201781737193764,0,1
"bac_ASV_305",-30.6724162186983,-34.7995033592831,"bac_ASV_305","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",5,0.262001156737999,514.001657781845,5
"bac_ASV_31",6.60367568759673,-17.3230789238191,"bac_ASV_31","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Bradyrhizobium_daqingense","bac",0,0,0,0
"bac_ASV_310",-10.2022738979689,30.3060418805157,"bac_ASV_310","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.255499153976311,15.6454127484714,5
"bac_ASV_312",-5.95984505610129,-34.1004329203724,"bac_ASV_312","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Unassigned","Unassigned","bac",16,0.316120027913468,721.823095550747,16
"bac_ASV_313",-19.0128016656174,-36.8046487648962,"bac_ASV_313","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",23,0.320594479830149,2376.68607732908,23
"bac_ASV_316",-10.1566263334052,-23.1962995433664,"bac_ASV_316","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",20,0.33138258961229,824.628270839678,20
"bac_ASV_32",-21.1211340566893,-19.5782755327687,"bac_ASV_32","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned","bac",12,0.302605210420842,702.133958247458,12
"bac_ASV_320",20.6677449433187,-7.87069147837982,"bac_ASV_320","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.246597713663582,334.630050653284,5
"bac_ASV_323",-21.5432047276931,-37.3182916981919,"bac_ASV_323","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",17,0.314801945795691,682.877057132667,17
"bac_ASV_324",-24.2067232569485,-36.8980147104919,"bac_ASV_324","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",15,0.321048901488306,690.032952065353,15
"bac_ASV_328",31.4191640610778,19.8971136121757,"bac_ASV_328","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_33",17.7841390714847,29.4890196263271,"bac_ASV_33","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",2,0.227752639517345,307.305151679548,2
"bac_ASV_332",-16.4295444900059,18.9006620720562,"bac_ASV_332","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",14,0.297830374753452,529.8106974382,14
"bac_ASV_334",-8.46381929868475,-42.208542063172,"bac_ASV_334","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes","Unassigned","bac",11,0.307953772943576,170.40506083025,11
"bac_ASV_336",-6.27178231873582,-4.9956150764818,"bac_ASV_336","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.229135053110774,203.677419734074,4
"bac_ASV_338",35.9583449613027,22.3987188709046,"bac_ASV_338","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_339",6.31036911931024,0.940250384303854,"bac_ASV_339","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Chondromyces","Unassigned","bac",8,0.299405155320555,235.897203956491,8
"bac_ASV_34",-19.8760867632603,-23.5557029566593,"bac_ASV_34","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",18,0.312629399585921,1597.96282605176,18
"bac_ASV_342",23.6026204551428,8.16548377060381,"bac_ASV_342","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",16,0.301397205588822,994.946468145566,16
"bac_ASV_346",35.5824527519528,-2.61139275120766,"bac_ASV_346","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Methyloversatilis","Unassigned","bac",1,1,0,1
"bac_ASV_347",21.8548688518209,-19.2594928686784,"bac_ASV_347","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac",0,0,0,0
"bac_ASV_348",8.45341286070887,-1.10864857738102,"bac_ASV_348","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",10,0.271420011983223,1329.55384257259,10
"bac_ASV_35",20.5145666165627,35.8139883107857,"bac_ASV_35","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_caribensis","bac",3,0.215817055740829,119.401376748343,3
"bac_ASV_350",22.4597768984361,16.1257742786382,"bac_ASV_350","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",7,0.2663139329806,173.302649381992,7
"bac_ASV_352",28.9103611566606,23.2731501170556,"bac_ASV_352","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_358",-8.24688035456241,-6.92536287251319,"bac_ASV_358","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_lituiforme","bac",3,0.200886917960089,14.5115507468901,3
"bac_ASV_359",26.2335975571608,7.05088757855591,"bac_ASV_359","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Pseudogulbenkiania","Pseudogulbenkiania_gefcensis","bac",13,0.303010033444816,460.56214099573,13
"bac_ASV_36",6.73615565284261,14.7390274956076,"bac_ASV_36","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac",4,0.233144621718991,262.170213551728,4
"bac_ASV_361",17.3723117770677,19.2028351008862,"bac_ASV_361","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.27672571777642,43.0481019890231,4
"bac_ASV_364",-19.3415039871781,-33.9107534797604,"bac_ASV_364","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",27,0.32993445010925,2014.7569239349,27
"bac_ASV_367",-19.850961410376,27.3671765697908,"bac_ASV_367","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",2,0.236800836382645,1.27023071418244,2
"bac_ASV_370",-9.26324779460055,-27.1331323419344,"bac_ASV_370","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",24,0.326133909287257,1264.68965620485,24
"bac_ASV_375",-9.15355171636196,-9.22284069457213,"bac_ASV_375","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","bac",1,0.149455625206203,0,1
"bac_ASV_376",9.17969314380402,36.3894206677116,"bac_ASV_376","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_panipatensis","bac",5,0.213176470588235,1803.56178622604,5
"bac_ASV_378",32.0399174426206,21.6885996734953,"bac_ASV_378","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_38",-1.27890334869231,-23.7721650526594,"bac_ASV_38","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Mesorhizobium_silamurunense","bac",2,0.223262690980779,8.23402300302485,2
"bac_ASV_381",16.4080839642648,17.1624373712246,"bac_ASV_381","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",9,0.255499153976311,205.320376219533,9
"bac_ASV_384",29.367200129646,-0.897799927724441,"bac_ASV_384","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",4,0.217057977958793,187.776664580444,4
"bac_ASV_386",-3.74800829126679,-25.983033409247,"bac_ASV_386","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum","Herbaspirillum_aquaticum","bac",13,0.300996677740864,270.295653388288,13
"bac_ASV_387",-13.5068656392131,-44.5884709821005,"bac_ASV_387","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Unassigned","Unassigned","Unassigned","bac",9,0.290570878768441,74.8136519473876,9
"bac_ASV_39",-14.7065382820165,-43.2801405563231,"bac_ASV_39","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",9,0.298615688859591,440.373313502552,9
"bac_ASV_390",40.4703907706043,4.56306824791191,"bac_ASV_390","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac",1,1,0,1
"bac_ASV_398",3.17848730134728,9.58700844811255,"bac_ASV_398","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",5,0.258709308966305,74.9284510567671,5
"bac_ASV_4",16.891649888851,-3.71921642655036,"bac_ASV_4","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Acidocella","Unassigned","bac",11,0.294346978557505,300.281998151357,11
"bac_ASV_40",8.6662995594107,39.7071916167413,"bac_ASV_40","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.233144621718991,1187.06156375735,5
"bac_ASV_400",10.1688041878908,6.1192362884171,"bac_ASV_400","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_composti","bac",14,0.306702775897089,1370.79554151531,14
"bac_ASV_404",15.8331747223168,-17.6396513249987,"bac_ASV_404","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac",2,0.160695282014899,225.5,2
"bac_ASV_41",41.9528796416264,1.97743961189729,"bac_ASV_41","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_415",2.19301289942899,12.7121407095589,"bac_ASV_415","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter","Unassigned","bac",2,0.206754906435418,2.43596466444257,2
"bac_ASV_416",9.86395144733098,18.5452107624948,"bac_ASV_416","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella","Aquicella_siphonis","bac",1,0.221950024497795,0,1
"bac_ASV_417",-11.1524252007534,-14.4353010074554,"bac_ASV_417","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",1,0.226840260390586,0,1
"bac_ASV_42",19.6147785390712,18.5057554753458,"bac_ASV_42","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",7,0.244468429573664,467.617180333112,7
"bac_ASV_424",-11.6490946289845,0.572849240334325,"bac_ASV_424","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_oxalaticus","bac",12,0.28835136855506,1366.86231202144,12
"bac_ASV_425",-5.93365753356914,23.4035997424729,"bac_ASV_425","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned","bac",19,0.30879345603272,710.276273492505,19
"bac_ASV_433",-14.7914360758726,-15.6385811669448,"bac_ASV_433","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.265377855887522,81.8269663885872,5
"bac_ASV_44",-2.78642564925507,24.1539010994436,"bac_ASV_44","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",11,0.298222514812377,206.307970312654,11
"bac_ASV_440",23.9547844923638,11.0985528876625,"bac_ASV_440","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Rudaea","Rudaea_cellulosilytica","bac",15,0.303822937625755,466.99376472807,15
"bac_ASV_442",-27.336080565566,-25.7690571530852,"bac_ASV_442","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",11,0.300597213005972,1065.80592132287,11
"bac_ASV_45",-12.8960465533013,29.2501225133202,"bac_ASV_45","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",12,0.281541330018645,2018.62246735484,12
"bac_ASV_451",13.8056190381031,-3.84204827818171,"bac_ASV_451","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",11,0.276388041488713,529.079312389168,11
"bac_ASV_456",-14.0358929312308,-0.510330138720108,"bac_ASV_456","bac","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azonexus","Azonexus_caeni","bac",3,0.239809422975119,415.108859490343,3
"bac_ASV_459",-11.2528893723684,-19.9991312208222,"bac_ASV_459","bac","Bacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Gp4","Unassigned","bac",16,0.313494809688581,1323.26596899888,16
"bac_ASV_46",-6.03865973790171,-19.510495162709,"bac_ASV_46","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",5,0.261698440207972,202.808196425622,5
"bac_ASV_462",15.8472822838511,32.4858482024081,"bac_ASV_462","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",4,0.239555790586991,60.5152676993477,4
"bac_ASV_47",-8.02427041722318,-32.4492312617866,"bac_ASV_47","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",21,0.321961620469083,1360.91617244606,21
"bac_ASV_473",-6.30710527165298,30.5259388158207,"bac_ASV_473","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.272399278412507,464.510582259678,4
"bac_ASV_476",8.65122619737313,3.63334968999255,"bac_ASV_476","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",11,0.292069632495164,318.882396376184,11
"bac_ASV_48",-8.12763909214913,14.7549847425861,"bac_ASV_48","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac",13,0.293964957819598,502.79152837443,13
"bac_ASV_488",43.1252657485847,0.139694973756175,"bac_ASV_488","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",0,0,0,0
"bac_ASV_489",-6.03525249582398,12.3533416430666,"bac_ASV_489","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Unassigned","bac",3,0.228672387682988,148.333311220326,3
"bac_ASV_49",10.0298406780356,37.7398754147342,"bac_ASV_49","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_vireti","bac",6,0.236800836382645,1328.92613039422,6
"bac_ASV_492",-20.4723246309113,-41.2510537233571,"bac_ASV_492","bac","Bacteria","Acidobacteria","Acidobacteria_Gp16","Unassigned","Unassigned","Gp16","Unassigned","bac",11,0.274379164142944,328.273146871659,11
"bac_ASV_493",0.511242558335472,-11.3198507248316,"bac_ASV_493","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",3,0.222167729279058,277.909771840986,3
"bac_ASV_497",22.5655398437264,-16.8725901905217,"bac_ASV_497","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_5",5.78859165047343,-3.38815253624422,"bac_ASV_5","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac",4,0.235569422776911,1842.72023361862,4
"bac_ASV_50",-27.4789619874206,-37.5373291978652,"bac_ASV_50","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",6,0.257825839499146,129.09546902969,6
"bac_ASV_504",9.52997476182273,30.6664049756936,"bac_ASV_504","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Terrimonas","Terrimonas_rubra","bac",4,0.203230148048452,728.086735721424,4
"bac_ASV_508",25.2971106122111,-14.790986787527,"bac_ASV_508","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,1,1,2
"bac_ASV_51",31.5231941386322,13.3572156029527,"bac_ASV_51","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_arabidopsis","bac",2,0.212376933895921,36.7571232464776,2
"bac_ASV_513",18.4725361549084,14.4796788209602,"bac_ASV_513","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",13,0.293203883495146,1242.66422033284,13
"bac_ASV_52",-12.2835013566865,11.5943458324772,"bac_ASV_52","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Pseudoduganella","Pseudoduganella_violaceinigra","bac",4,0.231713554987212,6.76320101935175,4
"bac_ASV_53",-11.1399438274027,15.4366696093038,"bac_ASV_53","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unassigned","Unassigned","bac",13,0.296660117878193,768.797742779088,13
"bac_ASV_536",32.2296947782088,23.9373643861961,"bac_ASV_536","bac","Bacteria","Firmicutes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_54",-11.4098306931112,6.62660824008443,"bac_ASV_54","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.200708905626938,4.20121176788567,2
"bac_ASV_542",-8.04714553474959,28.4299323632653,"bac_ASV_542","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Candidatus_Solibacter","Unassigned","bac",14,0.283302063789869,311.998474046254,14
"bac_ASV_55",16.2149828059489,46.7635255250037,"bac_ASV_55","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Phenylobacterium_muchangponense","bac",2,0.14422158548233,362.72005535581,2
"bac_ASV_555",32.2184675433575,4.62992734471783,"bac_ASV_555","bac","Bacteria","Armatimonadetes","Unassigned","Unassigned","Unassigned","Armatimonadetes_gp5","Unassigned","bac",5,0.256948383437323,104.023479875028,5
"bac_ASV_556",10.6425178697597,-17.6981696048043,"bac_ASV_556","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_57",7.76921933891232,47.2444331460082,"bac_ASV_57","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium","Unassigned","bac",1,0.157127991675338,0,1
"bac_ASV_572",39.4438873916683,1.13964561084873,"bac_ASV_572","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",1,1,0,1
"bac_ASV_576",8.08753693843868,-12.5172678638117,"bac_ASV_576","bac","Bacteria","Latescibacteria","Unassigned","Unassigned","Unassigned","Latescibacteria_genera_incertae_sedis","Unassigned","bac",4,0.274711946634324,116.972403150191,4
"bac_ASV_58",12.9003682166366,-17.9939957263871,"bac_ASV_58","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.160695282014899,225.5,2
