	Species1	Species2	Species3	Species4	Species5	Species6	Species7	Species8	Species9	Species10	Species11	Species12	Species13	Species14	Species15	Species16	Species17	Species18	Species19	Species20	Species21	Species22	Species23	Species24	Species25	Species26	Species27	Species28	Species29	Species30	Species31	Species32	Species33	Species34	Species35	Species36	Species37	Species38	Species39	Species40	Species41	Species42	Species43	Species44	Species45	Species46	Species47	Species48	Species49	Species50	Species51	Species52	Species53	Species54	Species55	Species56	Species57	Species58	Species59	Species60	Species61	Species62	Species63	Species64	Species65	Species66	Species67	Species68	Species69	Species70	Species71	Species72	Species73	Species74	Species75	Species76	Species77	Species78	Species79	Species80	Species81	Species82	Species83	Species84	Species85	Species86	Species87	Species88	Species89	Species90	Species91	Species92	Species93	Species94	Species95	Species96	Species97	Species98	Species99	Species100	Species101	Species102	Species103	Species104	Species105	Species106	Species107	Species108	Species109	Species110	Species111	Species112	Species113	Species114	Species115	Species116	Species117	Species118	Species119	Species120	Species121	Species122	Species123	Species124	Species125	Species126	Species127	Species128	Species129	Species130	Species131	Species132	Species133	Species134	Species135	Species136	Species137	Species138	Species139	Species140	Species141	Species142	Species143	Species144	Species145	Species146	Species147	Species148	Species149	Species150	Species151	Species152	Species153	Species154	Species155	Species156	Species157	Species158	Species159	Species160	Species161	Species162	Species163	Species164	Species165	Species166	Species167	Species168	Species169	Species170	Species171	Species172	Species173	Species174	Species175	Species176	Species177	Species178	Species179	Species180	Species181	Species182	Species183	Species184	Species185	Species186	Species187	Species188	Species189	Species190	Species191	Species192	Species193	Species194	Species195	Species196	Species197	Species198	Species199	Species200	Species201	Species202	Species203	Species204	Species205	Species206	Species207	Species208	Species209	Species210	Species211	Species212	Species213	Species214	Species215	Species216	Species217	Species218	Species219	Species220	Species221	Species222	Species223	Species224	Species225	Species226	Species227	Species228	Species229	Species230	Species231	Species232	Species233	Species234	Species235	Species236	Species237	Species238	Species239	Species240	Species241	Species242	Species243	Species244	Species245	Species246	Species247	Species248	Species249	Species250	Species251	Species252	Species253	Species254	Species255	Species256	Species257	Species258	Species259	Species260	Species261	Species262	Species263	Species264	Species265	Species266	Species267	Species268	Species269	Species270	Species271	Species272	Species273	Species274	Species275	Species276	Species277	Species278	Species279	Species280	Species281	Species282	Species283	Species284	Species285	Species286	Species287	Species288	Species289	Species290	Species291	Species292	Species293	Species294	Species295	Species296	Species297	Species298	Species299	Species300	Species301	Species302	Species303	Species304	Species305	Species306	Species307	Species308	Species309	Species310	Species311	Species312	Species313	Species314	Species315	Species316	Species317	Species318	Species319	Species320	Species321	Species322	Species323	Species324	Species325	Species326	Species327	Species328	Species329	Species330	Species331	Species332	Species333	Species334	Species335	Species336	Species337	Species338	Species339	Species340	Species341	Species342	Species343	Species344	Species345	Species346	Species347	Species348	Species349	Species350	Species351	Species352	Species353	Species354	Species355	Species356	Species357	Species358	Species359	Species360	Species361	Species362	Species363	Species364	Species365	Species366	Species367	Species368	Species369	Species370	Species371	Species372	Species373	Species374	Species375	Species376	Species377	Species378	Species379	Species380	Species381	Species382	Species383	Species384	Species385	Species386	Species387	Species388	Species389	Species390	Species391	Species392	Species393	Species394	Species395	Species396	Species397	Species398	Species399	Species400	Species401	Species402	Species403	Species404	Species405	Species406	Species407	Species408	Species409	Species410	Species411	Species412	Species413	Species414	Species415	Species416	Species417	Species418	Species419	Species420	Species421	Species422	Species423	Species424	Species425	Species426	Species427	Species428	Species429	Species430	Species431	Species432	Species433	Species434	Species435	Species436	Species437	Species438	Species439	Species440	Species441	Species442	Species443	Species444	Species445	Species446	Species447	Species448	Species449	Species450	group
Patients02	0	0	0.02283	0	0	0	0	0	0	0	0.04909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01446	0.02795	0.09245	0	0.00926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01803	0.27091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25907	0	0	0	0	0	0.00074	0	0	0.02741	0.02644	0	0	0	0.18564	0	0	0	0	0	0	0	0.02159	0	0	0.01133	0	0	0	0	0	0	0	0	0	0.06743	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3318	0	0	0	0	0	0	0	0	0	0	0	0	0.10641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02374	0	0	0	0	0	0.05531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients03	0	0	0.01102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00844	0.00061	0.19538	0.00921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303	4.56626	0	0	0	0	0	0	0	0	0	0.78018	0	0	0	0.33496	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09456	0	0	0	1.80792	Patients
Patients04	0	0	0.14802	0.04041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12814	0.13265	0.77182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17602	0.1109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51139	0	0	0	6.23153	0	0	0	0	0	0	0	0	0	0	0.37963	0	0	0.10057	0	0	0.00678	0	0	0.19978	0	0	0.00361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21667	0	0	0	0	0	0.46657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0755	0	0	0	0	Patients
Patients05	0	0	0.0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0913	0.00275	0.03666	0.02791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10835	0	0	0	0	0	0	0	0.06142	0	0	0	0	0	0	0	0	0	12.78351	0	0.07795	0	0	0.01929	0.04507	5.01193	0	0.16869	0	0	0.30793	0	0	0	0	0	0	0	0	0.10739	0	0	0	0	0	0	0	0	0	0	0.41577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00463	0	0	0	0	0	0	0	0	0	0.01878	0	0	0	0	0.0052	0	0	0	0	0	0.0351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12328	0	0.00964	0	0	0	0	0	0	0	0	0	0	0	0.01715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02835	0.05571	0.04814	0.04318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83668	0	0	0	0.03658	0.73582	0	1.73126	0	0	0	0	0	0	0	0.15082	0	0	0	0.90382	0	0	0	0	0	0	0	0	0	0	0.41642	0	0	1.21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64282	0	0	0	0	0.01664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25296	0	0	0	0	Patients
Patients07	0	0	0.00503	0	0	0	0	0	0	0	0.04616	0	0.02579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02906	0	0.059	0.03363	0.06645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10353	0	0	0	0	0	0	0	0	0.00839	0	0	0.85193	0	0	0	0.25408	2.24636	0	0.67561	0	0.02704	0	0	0	0	0	0	0	0	0	0.10484	0	0	0	0	0	0	0	0	0	0	0.48865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00084	0	0	0.02633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02216	0	0	1.3789	0	0.3136	0	0	0	0.00364	0.35646	0	0.02394	0	0	0	0	0	0	0	0	0	0	0	0.01304	0	0	0	0	0	0	0	0	0	0	0.01671	0	0	0.03197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01393	0	0	0	0	0.8289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	0	0	0	0	0	0	0	0	0	0	0.4955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02826	0	0	0	0	0	0	0.02257	0.05558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13642	0	0	0	0	0	0	0	0	0	0	0.40289	0	0	0	0	0	0	0	0	0	1.92953	0	0	0.09305	0.02132	0	0	0	0	0	0	0	0.08644	0	0	0	0	0	0	0	0	0	0	0.0131	0	0	0.01049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24319	0	0	1.00435	0	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03174	0	0	0	0	0	0	0	0	0	0	0.00322	0	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients09	0	0	0.00928	0	0	0	0.06373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01415	0	0	0	0	0.0713	0	0.14593	0.0389	0	0.01669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43978	0.01072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41298	0	0	0.04782	0	0	0	0	1.80204	0	0	0	0	0	0	0	0	0	0.17082	0	0	0	0.68375	0	0	0	0	0	0	0	0	0	0	0	0	0	2.78202	0	0	0	0	0	0	0	0	0	0.02698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients10	0	0	0.01377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00697	0.00687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17843	0	0	0	0	0	0	0.00026	0	0.01501	0	0	0.44131	0	0	0	0.32419	1.53786	0	0	0	0	0.04664	0	0	0	0	0	0	0	0	0.00614	0	0	0.0027	0	0	0	0	0	0	0	0.644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11484	0	0	0	0	0	0	1.87746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02869	0	0	0	0	0	0	0	0	0	1.22427	0	0	0	0.01242	0	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	1.5768	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients11	0	0	0.06575	0	0	0	0.01183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0.06329	0.68236	0.00545	0	0	0.01603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	12.56664	0	1.16003	0	0	0	0.01893	0	0	0	0	0	0	0	1.02598	0	0	0	0	0	0	0	0	0	0	0.14105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212	0	0.02046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54484	0	0	0	0	0.00834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients12	0	0	0.66833	0.00082	0	0	0.00354	0.04203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0634	0.07965	0.31478	0.05523	0	0.01694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048	4.11671	0	0	0	0	0.05804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03416	0	0	1.0591	0	0.02218	0	0.04364	0	0	0	0	0	0.35846	0	0	0	13.18139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24226	0	0	0	0	0	0	0	0	0	0.00268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.06905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
Patients13	0	0.00059	0.06155	0	0	0	0	0	0	0	0	0	0.03209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0.00824	0	0	0	0	0.0017	0	0.00728	0.20968	0	0	0	0	0	0	0.3169	0	0.01918	0	0	0.59577	0	0	0	0.80153	12.45643	0	0.59884	0	0.00838	0.59957	0	0	0	0	0	0	0	0	3.00415	0	0	0	0	0	0	0	0	0	0	5.09729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63407	0	0	0	0	0	0	0	0	0	0	0	0	0.04811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00E-04	0	0	0	0	0.0137	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Patients
