NO,Composition
P0445,Danggui;Shengdihuang;Chuangong;Chishao;Jingjie;Fangfeng;Gancao;Honghua;Zisuzi
P0446,Shudihuang;Xuduan;Duzhong;Danggui;Fuzi;Qingjiu
P0447,Ganheye
P0448,Dahuang;Shengdihuang;Shudihuang;Chuangong
P0449,Zisugeng;Houpu;Jiqiao;Sharen;Danggui;Honghua;Muxiang;Chishao;Taoren;Sumu;Xiangfu
P0450,Muxiang;Gancao;Chenxiang;Jiegen;Xiejie;Jiqiao;Binlang;Zisuzi;Laifuzi
P0451,Danggui;Chuangong;Shaoyao;Puhuang;Zexie;Jiqiao;Renshen;Dahuang;Chenxiang;Fulin;Gancao;Jiegumu
P0452,Shanbohe;Baotacao;Aijintunye;Zhoumiantengye
P0453,Husuibu;Shengjiang;Ruxiang;Danggui
P0454,Danggui;Chuangong;Baishao;Shengdihuang;Ruxiang;Moyao
P0455,Ruxiang;Moyao;Sumu;Jiangxiang;Songjie;Wuchuan;Zirantong;Dilong;Shuizhi;Xiejie;Longjiang;Tugou
P0456,Danggui;Huangqin;Qianghuo;Duhuo;Tianma;Mahuang;Zaojiao;Zhangmuzi;Wushu;Chuangong;Baizhi;Heshouwu
P0457,Sumu
P0458,Tubiechong;Zirantong;Ruxiang;Moyao;Zhusha;Jiejiebashuang;Shexiang
P0459,Shihui;Qingmayou;Dahuang
P0460,Taoren;Dahuang;Mangxiao;Gancao;Shengdihuang;Mudanpi;Zhishi
P0461,Taoren;Dahuang;Shengdihuang;Mangxiao;Gancao;Danggui;Sumu;Honghua
P0462,Taoren;Mangxiao;Gancao;Dahuang
P0463,Taoren;Danggui;Qianniuzi;Hupo;Nifen
P0464,Taoren
P0465,Tubiechong;Ruxiang;Moyao;Xiejie;Mangxiao;Husuibu;Danggui
P0466,Tianlingai
P0467,Tianma;Muxiang;Renshen;Fulin;Qianghuo;Baizhi;Tianliaomu;Chuangong;Danggui;Mahuang;Wushaoshe;Baifuzi;Longnao;Lujiao;Ganjuhua;Shengdihuang;Xixin;Niuhuang;Shexiang
P0468,Chuangong;Danggui;Shaoyao;Huangqi;Qingpi;Wuyao;Chenpi;Shudihuang;Ruxiang;Huixiang
P0469,Muxiang;Wuyao;Houpu;Baizhi;Qingpi;Kuxinren;Cangshu;Chenpi;Qianhu;Jiegen;Gancao
P0470,Danggui;Taoren;Dahuang;Liuxi;Chuangong;Chishao;Honghua;Shengdihuang;Qianghuo;Shengdihuang
P0471,Danggui;Shengdihuang;Rougui;Wuyao;Honghua;Chenpi;Baishao
P0472,Chenpi;Banxia;Fulin;Gancao;Jiqiao;大腹皮;Honghua;Chuangong;Danggui;Baishao;Fangfeng;Binlang;Huangqi;Jiegen;Qingpi;Wuyao;Sumu;Zhishi;Huangqin;Zisu;Muxiang
P0473,Dahuang;Shengdihuang;Taoren;Jiqiao;Chishao;Danggui;Chenpi;Mutong;Mangxiao;Gancao
P0474,Dahuang;Mangxiao;Jiqiao;Houpu;Danggui;Chenpi;Mutong;Honghua;Sumu;Gancao
P0475,Huanglian;Cangshu;Huangbai;Rougui;Chuangong;Danggui;Baishao;Fangji;Baizhi;Taoren;Qilinxian;Qianghuo;Longdancao;Honghua;Fangfeng;Guijia;Duzhong
P0476,Chenpi;Danggui;Gansui
P0477,Muxiang;Danggui;Jinmaogouji;Fangfeng;Baiji;Bailian;Baizhi;Baishu;Ruxiang;Songxiang;Fengxiang;Kuxinren
P0478,Mahuang;Muzei;Chenpi;Gancao
P0479,Dahuang;Danggui
P0480,Danggui;Jiqiao;Mutong;Zelan;Dahuang;Taoren;Sumu;Honghua
P0481,Danggui;Dahuang;Honghua;Sumu
P0482,Jiqiao;Dahuang;Mangxiao;Chenpi;Houpu;Danggui;Mutong;Honghua;Sumu;Gancao
P0483,Naoyanghua;Ruxiang;Moyao;Xiejie
P0484,Wujiapi;Zirantong;Qingpi;Zijinpi;Duzhong;Honghua;Chuanshanjia;Jili;Danggui;Ruxiang;Moyao;Tubiechong
P0485,Ruxiang;Moyao;Wuchuan;Buguzhi;Cansha;Chuangong;Jingjie;Haitongpi;Zirantong;Caowu;Chixiaodou
P0486,Tusizi;Xuduan;Duzhong;Gansong;Kuxinren;Mutong;Wujiapi;Mudanpi;Hugu;Moyao;Danggui;Chuangong;Chenpi;Houpu;Jiqiao;Baizhi;Jingjie;Qianghuo;Banxia;Tiannanxin;Tianma;Ganjiang;Huoxiang;Jiegen;Lianqiao;Baji天;Huluba;Qingpi;Yizhiren;Bajiaohuixiang;滑石;Caowu;清风藤;Baidoukou;Mike;Yuanzhi;Baishao;Baiziren;Wuyao;Wushu;Mahuang;Shinanteng;Duhuo;Huangqi;Jiangcan;Guijia;Chishao;Fangfeng;Xiangfu;Digupi;Wuzhuyu;Haitongpi;Liuxi;Cangshu;Quanxie;Shudihuang;Roucongrong;Zhishi;Sharen;Mugua;红豆蔻;Rougui;Fulin;Chuanjianzi;Wuchuan;Jiucaizi;Dingxiang;Wuweizi;Buguzhi;Muzei;Shannai;Xixin;Xiaohuixiang;青盐;Baifuzi;Muxiang;肉果;Lurong;Ruxiang;Liangjiang;草果;Gancao;Sanleng;Longjiang;Zirantong;Xiejie;Baishu;Renshen
P0487,Huanggualou;Rendongcao;Ruxiang;Sumu;Moyao;Gancao
P0488,Tianxiong;Fuzi;Caowu;Husuibu;Baijiaoxiang;Wuchuan;Fangfeng;Tiannanxin;Xilinzhi;Pixie;Baifuzi;Zirantong;Huluba;Buguzhi;Jiangcan;Wulinzhi;Chixiaodou;Luomi;Ruxiang;Moyao
P0489,Qiandan;Moyao;Ruxiang;Xieyutan;紫矿;槐角;Mubiezi;蛤蚧;Bailian;Baiji;Danggui;Rougui;Shexiang;Baizhi;Kuxinren;Liuzhi;脂麻油;Xiejie
P0490,Wujuzi
P0491,Danggui;Zirantong;Wujinshi;Dahuang
P0492,Cangshu;Caowu;Shengjiang;Congbai
P0493,Wutou;Goudan
P0494,Chixiaodou;Bailian;Chishao;Heshouwu;Xixin;Caowu;Baiji;Rougui;Tiannanxin;Danggui;Chuangong;Baicaoshuang;Husuibu;Wuyao
P0495,Maidong;Wuweizi;Renshen;Rougui;Gancao;Digupi;Xiaomai;粳米
P0496,Shengdihuang;Gancao;Wuweizi;Renshen;Maidong;Xiaomai;Digupi;薤白;Shengjiang;粳米
P0497,Danggui;Tiannanxin;Honghua;Baizhi;Fangfeng
P0498,Caowu;Shanzhima;Xionghuang;Xiejie;Chuanshanjia
P0499,Hougu;Ertai;Lutai;Xiejie;Hupo;Renshen;Zirantong
P0500,Danggui;Honghua;Baizhi;Fangfeng;Tiannanxin
P0501,Danggui;Chuangong;Shengdihuang;Baishao;Cangshu;Houpu;Fulin;Chenpi;Banxia;Jiegen;Qianghuo;Duhuo;Qianhu;Chaihu;Ganjiang;Jiqiao;Rougui;Gancao;Shengjiang
P0502,Wujiapi;Chuanliuxi;Huangqi;Yuzhu;Fangfeng;Fushou;Sangzhi;Danggui;Chenpi;Mugua;Sumu;Songjie;Chuangong;Zhizi;Duzhong;Qingjiu
P0503,Wujiapi;Rougui;Mianpi;Liangjiang;Sharen
P0504,Wujiapi;Husuibu;Xuduan;Qilinxian
P0505,Wulinzhi;Jingjie;Fangfeng;Qianghuo;Duhuo;Gancao;Chuanshanjia;Husuibu;Caowu;Shexiang
P0506,Moyao;Ruxiang;Huajiao;Shaoyao;Chuangong;Danggui;Zirantong
P0507,Zirantong;Huajiao;Danggui;Moyao;Ruxiang
P0508,Xiejie;Xionghuang;Honghua;Ercha;Zhusha;Ruxiang;Danggui;Moyao;Shexiang;Binpian
P0509,Shexiang;Wutou;Wulinzhi;Fangfeng;Ximo;Gancao;Ruxiang
P0510,Chi;Sufangmu
P0511,Chi
P0512,Renshen;Fangfeng;Chuangong;Houpu;Tiannanxin;Banxia;Jiegen;Rougui;Danggui;Huangqin;Baizhi;Qianghuo;Duhuo;Chaihu;Gancao
P0513,Chishao;Chuangong;Danggui;Shengma;Qianghuo;Chenpi;Banxia;Fangfeng;Tiannanxin;Gancao;Ganjiang
P0514,Xiaofengsan;Zhutongsan
P0515,Husuibu;Danggui;Wuchuan;Baiyangpi;Rougui;Wushu;Dingxiang;Ganjiang;Chuangong;Xixin;Fuzi;Ruxiang;Moyao;Shaoyao
P0516,Renshen;Huangqin;Tiannanxin;Banxia;Shengjiang
P0517,Zisu;Wuyao;Baishao;Chenpi;Gancao
P0518,Ajiao;Aiye
P0519,Gansong;Yizhiren;Xiangfu;Dingxiang;Gancao;Wushu;Sharen
P0520,Wuyao;Xiangfu;Ruxiang;Chenxiang
P0521,Mahuang;Chuangong;Ruxiang;Moyao;Chuanshanjia;Maqiandie
P0522,Rougui;Mahuang;Sangbaipi;Kuxinren;Jiegen;Xicha;Gancao
P0523,Wuchuan;Caowu;Jingjie;Cangshu;Zirantong;Baizhi;Dilong;Moyao;Ruxiang;Wujuzi;Huangguazhong;Mubiezi;Shaoguazhong
P0524,Xuduan;Shengdihuang;Danggui;Chuangong;Fuzi;Rougui;Zelan;Huajiao;Gancao
P0525,Xuduan;Fangfeng;Huangqi;Ruxiang;Moyao;Zirantong;Liuxi
P0526,Danggui;Shudihuang;Tusizi;Husuibu;Xuduan;Heshouwu;Fulin;Baishu;Mudanpi;Xiejie;Liuxi;Honghua;Ruxiang;Moyao;Hugu;Ercha;Lujiao;Zirantong
P0527,Gutongqian;Moyao
P0528,Layuezhuzhi;La;Qiandan;Zirantong;Mituoseng;Baifan;Xiejie;Moyao;Ruxiang;Zhusha
P0529,Tiannanxin;Wuchuan;Wulinzhi;Dilong;Ruxiang;Moyao;Jiangcan;Qianghuo;Tianma;Quanxie;Baifuzi;Zhusha;Qinfen;Xionghuang;Zhangnao;Shexiang
P0530,Shengdihuang;Chugen
P0531,Caowu;Ruxiang;Moyao;Wulinzhi;Shexiang
P0532,Duzhong;Danggui;Yanhusuo
P0533,Shengdihuang;Danggui;Chuangong;Chishao;Qianghuo;Shengdihuang;Wuyao;Qingpi;Qingjiu;Xuduan;Duzhong;Buguzhi;Gancao;Mugua;Sanqi;Jiqiao;Xiaohuixiang;Xiangfu;Wujiapi;Qilinxian
P0534,Zijinpi;Mudanpi;Wujiapi;Yujin;Wuyao;Rougui;Chuangong;Husuo;Muxiang;Yangzhizhuo;Ruxiang;Qianghuo
P0535,Danggui;Shengdihuang;Wuyao;Sanqi;Rougui;Ruxiang;Moyao;Liuxi;Mudanpi;Honghua;Husuo;Fangfeng;Duhuo;Duzhong;Wujiapi;Luodedacao;Chuangong;Hugu;Ganjiang;Jianghuang;Zijinpi;Haitongpi
P0536,Yeheshu;Jiecaizi
P0537,Xixin;Huangbai
P0538,Gutongqian;Tubiechong;Gualouren
P0539,Wulinzhi;Wuchuan;Moyao;Caowu;Dilong;Ruxiang;Shexiang;Zhusha;Baijiaoxiang
P0540,Gutongqian;Tianguazi;Zhenzhu
P0541,Yimucao
P0542,Tiannanxin;Baifuzi;Fangfeng
P0543,Zirantong;Lurong;Cangshu;Wuchuan;Tiannanxin;Hugu;胡桃;Gancao;Tianguazi;Moyao;Ruxiang;Longjiang;Huajiao;Huluba;Buguzhi;Xiangfu;Baizhi;Wulinzhi;浮萍草;Xiejie;Xionghuang;Huixiang;Chuanjianzi
P0544,Xiangfu;Zisuzi;Sumu;Laifuzi;Taoren;Danggui;Jiangxiang;Honghua;Zhishi;Qingpi;Chenxiang;Muxiang;Rougui;Ruxiang;Moyao;Huoxiang;Chenpi;Binlang;Wushu;Baidoukou
P0545,Renzhongbai
P0546,Tiannanxin;Fangfeng
P0547,天虫;Tiannanxin;Fangfeng;Baizhi
P0548,Tiannanxin;Fangfeng;Baizhi;Tianma;Qianghuo;Baifuzi
P0549,Tiannanxin;Fangfeng;Moyao
P0550,Cangshu;Chuangong;Shenqu;Xiangfu;Zhizi;Chenpi;Banxia;Fulin;Lianqiao;Laifuzi;Zhishi;Baishu;Huanglian;Shanzha;Muxiang;Danggui
P0551,Danggui;Baishao;Chuangong;Chaihu;Xiangfu;Cangshu;Zhizi;Shenqu;橘红;Banxia;Fulin;Huanglian;Sangbaipi;Digupi;Chuanbei;Gancao
P0552,芸苔子;Dahuang;Moyao;Puhuang;Shuizhi;Nifen;Shengdihuang;Shengjiang
P0553,Zelan;Danggui;Honghua;Mudanpi;Qingniuhuang;Taoren;Chishao
P0554,Zelan;Mudanpi;Liuxi;Taoren;Honghua;Danggui;Sanqi;Chishao
P0555,Zelan;Chishao;Danggui;Baizhi;Puhuang;Chuangong;Xixin;Yanhusuo;Liuxi;Tianxiong;Taoren;Shengdihuang;Dahuang;Shengdihuang;Xuduan;Zaojia
P0556,Dahuang;Taoren;Honghua;Danggui;Liujilu;Chuangong;Chishao
P0557,Zijinpi;Rougui;Bajiaohuixiang;Gancao;Wuchuan;Caowu
P0558,Sumu;Danggui;Baiwojuzi;Wumingyi;Moyao;Ruxiang
P0559,Danggui;Chuangong;Baishao;Cangshu;Houpu;Fulin;Banxia;Baizhi;Jiqiao;Jiegen;Ganjiang;Shengdihuang;Mahuang;Gancao;Qianghuo;蜜香
P0560,Dingxiang;Muxiang;Xiejie;Ercha;Dahuang;Honghua;Danggui;莲子;Fulin;Baishao;Mudanpi;Gancao
P0561,Shudihuang;Danggui;Chuangong;Chishao;知母;Huangbai;Mutong;Gancao
P0562,Chuanbei;浙Beimu;Banxia;竹茹;冬花;Sangbaipi
P0563,Baizhi;Like;Gancao;Ruxiang;Moyao
P0564,黄麻;Xieyutan;Ruxiang
P0565,Danggui;Liuxi;Chuangong;淮Shengbian;Chishao;Baizhi;Qianghuo;Duhuo;Duzhong;Xuduan;Rougui;Bajiaohuixiang;Ruxiang;Moyao;Muxiang;Dingpi;Chenxiang;Xiejie
P0566,Niuhuang;Tenghuang;Dahuang;参山漆;天竺黄;明腰黄;粉条Ercha;Binpian;阿魏;Moyao;Xiejie;Shexiang;Ruxiang
P0567,Danggui;Dahuang;Shengdihuang;Chishao;Taoren;Honghua;Mudanpi;Guijia
P0568,Duzhong;Bajiaohuixiang;Xiaohuixiang
P0569,Chuangong;Qianghuo;Duhuo;Fangfeng;Yanhusuo;Danggui;Honghua;Xiangfu;Chenpi;Mudanpi;Shengdihuang;Liuxi;Wuyao;Qingpi;Jiqiao;麦芽;Baishu;Shengdihuang;Taoren;Shenqu;Duzhong;Chaihu;Mugua;Huangqin;Jingjie;Wujiapi;Xuduan;Sumu;Gancao;Mutong
P0570,Baishao;Danggui;Chuangong;Xuduan;Honghua;Shengdihuang;Liuxi;Mudanpi;Duzhong
P0571,Shudihuang;Duzhong;山芋;枸杞;Buguzhi;Honghua;Qianghuo;Duhuo;Roucongrong;Tusizi;Danggui
P0572,Gutongqian;Badou;Dahuang;羊胫骨
P0573,紫葛;石膏;Renshen;Danshen;Xixin;紫参;Kushen;Xuanshen;齐盐;代赭石;Roucongrong;Badou;Wutou;Ganjiang;Shengdihuang;Duhuo
P0574,Wuchuan;Caowu;Wulinzhi;Mubiezi;Husuibu;Qilinxian;Jinmaogouji;Zirantong;Fangfeng;Dilong;Wuyao;Qingpi;Chenpi;Huixiang;Qianniuzi;Ruxiang;Moyao;Hongliangzi;Shexiang;Yuyuliang
P0575,Zijinpi;Liujilu;Danggui;Baizhi;Chishao;Baishao;Qianniuzi;Shengdihuang;Chuangong;Chuanliuxi;Ruxiang;Moyao;Buguzhi;Mutong;Muxiang;Zirantong;Huoxiang;Muzei;Rougui;Qianghuo;Duhuo;Banxia;Husuibu;Caowu;Wuchuan
P0576,紫荆藤;Jiangxiang;Xuduan;Husuibu;Wumingyi;Hupo;Puhuang;Liuxi;Danggui;Taoren;Dahuang;Mangxiao
P0577,Dahuang;Ganqi;Jiqiao;Honghua;Wulinzhi;Danggui;Taoren;Baishao;Shengdihuang;Tubiechong;Xiangfu;Mudanpi;Liuxi;Chuangong;Gutongqian;Xiejie;Zirantong
P0578,犀黄;Xionghuang;Dahuang;天竺黄;Tenghuang;Binpian;Ercha;参Sanqi;Xiejie;Ruxiang;Moyao;Shexiang;阿魏
P0579,Zirantong;Ruxiang;Moyao;Danggui;Qianghuo
P0580,Heidou;Wuchuan;Ruxiang;Moyao;Caowu
P0581,Wumei
P0582,Mike;Danggui;Ruxiang;Moyao;Xiejie;Gancao;Chuangong;Gutongqian
P0583,Qianhu;Baishu;Baizhi;Chuangong;Huajiao;Wuzhuyu;Fuzi;Danggui;Xixin;Shengdihuang
P0584,Gutongqian;Moyao;Ruxiang;Zhenzhu
P0585,Ruxiang;Moyao;孩Ercha;蚕茧
P0586,Danggui;Shudihuang;Mubiezi;Chuangong;Caowu;Shaoyao;Xixin;Zirantong
P0587,Heidou;Danggui;Shudihuang
P0588,Cangshu;红曲;Xiangfu;Baizhi;Caowu
P0589,Muxiang;Gutongqian;Zirantong;Shexiang
P0590,Mike;Mahuang;Ruxiang;Danggui;Gancao;Shaoyao
P0591,海螵蛸;Mubiezi;Baiji;白敛
P0592,Caowu;Cangshu;Qingpi;Baizhi
P0593,Danggui;Caowu;Baizhi
P0594,Heshouwu;Caowu;Ruxiang;Moyao
P0595,七气罂口;Gutongqian
P0596,Ruxiang;Moyao;Zirantong;滑石;Longjiang;赤Shizhi;Shexiang
P0597,Danggui;Chuangong;Baishao;Renshen;Rougui;Qingpi;Chenpi;Mahuang;Cangshu;Dingxiang;Qingniuhuang;Ruxiang;Moyao;Chenxiang;Xiejie;Ercha;Gancao
P0598,Xieyutan
P0599,纯黄丝;Hugu;Gutongqian;鳖甲
P0600,Heshouwu;Fuzi;Ruxiang;Moyao;Muxiang;Danggui;Gancao;Wulinzhi;Zirantong;Wuchuan
P0601,粪屎内瓦子;Tianguazi
P0602,Tianhuafen;Gualouren
P0603,蟹
P0604,Tubiechong;Badou;Banxia;Ruxiang;马包
P0605,Gutongqian;Tubiechong
P0606,Ruxiang;Moyao;Zirantong;Gutongqian;Tianguazi;络户绵;Danggui;Shaoyao;Chuangong;Caowu
P0607,Banxia;Zirantong;Ruxiang;Gutongqian;Moyao;Husuibu
P0608,Shuizhi;Moyao;Ruxiang;Mubiezi;Huoxiang;Muxiang;Fuzi;Caowu;绵子灰;Zirantong;Xieyutan
P0609,竹茹;Luanfa;Yanhusuo
P0610,Shuizhi;Shexiang;Gutongqian;Zirantong
P0611,接骨铜;Tubiechong
P0612,Hugu;Guijia;Huangqi;Liuxi;Pixie;Xuduan;Ruxiang
P0613,Danggui;Honghua;Taoren;Dahuang;Zirantong;Tubiechong;黄麻;Ruxiang;Moyao;Ercha;Zhusha;Xionghuang;Husuibu;Gutongqian;Shexiang
P0614,Moyao;Xiejie;Dingxiang;Hugu;Ruxiang;Husuibu;Sangbaipi;Chixiaodou
P0615,Danggui;Xuduan;Husuibu;Liuxi;Taoren;金Yinhua
P0616,虎睛;Jinbo;Yinbo;Zhusha;Fulin;羚羊角;Yuanzhi;Renshen;Maidong;Puhuang
P0617,Wulinzhi;Mubiezi;Chuanshanjia;Dilong;黄麻;Shexiang;芸香;Ruxiang;Gutongqian;Zirantong;Caowu;Quanxie;Danggui;Jinmo
P0618,Yimucao;一重担
P0619,Ganjiang;Rougui;Liuxi;Qianghuo;Chuangong;Xixin;Jianghuang;Shaoyao;Caowu;Wuchuan;Husuibu;Danggui;Cangshu;木鳖肉;Moyao;Heshouwu;Jiegen;Ruxiang;Chixiaodou;Baizhi;Haitongpi
P0620,Qiandan;Mituoseng;Zirantong;Zhusha;Xiejie;Ruxiang;Moyao;黄La;Baifan;Layuezhuzhi
P0621,Moyao;Xiejie;Dingxiang;Hugu;Ruxiang;Husuibu;Sangbaipi;Chixiaodou
P0622,Gutongqian;Ruxiang;Moyao;Qinfen
P0623,Qingmayou;Huangqi;Mutong;Kuxinren;Zaojia;Luanfa
P0624,Shuizhi;Zirantong;Danggui;Wumingyi;Ruxiang;Moyao;透罗绵;Xieyutan;Cangshu;Wulinzhi;Caowu;Gutongqian
P0625,Ruxiang;Moyao;Huajiao;Gutongqian;马兰花;Baizhi;Wuchuan;Zirantong;Baijiaoxiang;Danggui;Muxiang;Chishao;Caowu;Mituoseng;Chuangong;红豆蔻
P0626,Danggui;Huangqi;Chishao;Liuxi;Rougui;Baizhi;Zijinpi;Wuchuan;Ruxiang;Moyao
P0627,Moyao;Ruxiang;Danggui;Huajiao;Zirantong;Chishao;败龟板;Hugu;Baizhi;Husuibu;Qianjinteng
P0628,Bailian;Baiji;Tiannanxin;Shaoyao;Danggui;Xixin;Chixiaodou;Baicaoshuang
P0629,Ruxiang;Moyao;Xiejie;Beimu;Qianghuo;Muxiang;Houpu;Wuchuan;Caowu;Baiji;Shexiang;Zijinpi;Xiangfu;Xiaohuixiang;甲珠;Zirantong;Mugua;Rougui;Danggui;Duhuo;Xuduan;Hugu;Chuangong
P0630,Ruxiang;Moyao;Husuibu;Danggui;Mangxiao;Xiejie;Tubiechong
P0631,Renshen;Longjiang;赤Shizhi;Ruxiang;Moyao;Xiejie;Qinfen;Beimu;Zhenzhu;Binpian
P0632,Ruxiang;Moyao;Xiejie
P0633,Zijinpi
P0634,Huixiang;Zhangnao;Honghua
P0635,滴花烧Jiu;Zhangnao;罂粟
P0636,藏瓜姜糟;Shudihuang;Shengjiang;Aiye
P0637,Zhenzhu;滑石;炉甘石;Mangxiao;Ruxiang;荸荠
P0638,Moyao;Ruxiang;Qinfen;Ercha;Longjiang;Qiandan;Xiejie;Binpian;Zhenzhu;Baicaoshuang
P0639,Fangfeng;Jingjie;Chuangong;Gancao;Danggui;Huangbai;Cangshu;Mudanpi;Huajiao;Kushen
P0640,Songxiang;Qiandan;Jili;白鲜皮
P0641,Bailian;Baiji;Baizhi;碧芦皮
P0642,Baizhi;Tiannanxin;Baishu;Heshouwu;Jiegen;Qianghuo;Duhuo;Baishao;Baiyangpi;Chuangong;Fulin;Bailian;Danggui;Yiniren;Husuibu;Liuxi;Xuduan;Wuchuan;Xixin;Rougui;Fengxiang;Ruxiang;Moyao
P0643,麻油;Songxiang;白La;黄La;Qinfen;Binpian;Shexiang;鸡蛋白
P0644,百草
P0645,Huoxiang;Aiye;蓖麻子;Caowu;Jingjie;Wuyao;Shengdihuang;Fengfang;藁本;Qingjiu;Quanxie;Jiqiao;Qilinxian;Taoren;Huangqin;Xuanshen;Muxiang;Duhuo;Kuxinren;Rougui;Mahuang;白鲜皮;Tiannanxin;Danggui;Tanxiang;Jiangcan;Fuzi;Zaojia;Xiangfu;Laifuzi;Shengdihuang;Cangshu;Qianghuo;Zijinpi;Beimu;Liuxi;Bailian;Husuibu;Fangfeng;Chishao;清风藤;Sumu;Xixin;Wujiapi;Chuangong;蝉蜕;Liangjiang;大风子;Lianqiao;Dingxiang;Gancao;Zhizi;鳖甲;Baiji;Xuduan;Honghua;紫Dingpi;Banxia;Baizhi;Kushen;Xieyutan;Dahuang;Wugong;蛇蜕;槐枝;桃枝;Liuzhi;Sangzhi;榆枝;Songxiang;Baicaoshuang
P0646,Baizhi;Rougui;Danggui;Xuanshen;Dahuang;Chishao;Mubiezi;Xieyutan;Shengdihuang
P0647,Banao;黄La;猪脂
P0648,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;海风藤;藁本;Xuduan;Liangjiang;Duhuo;Mahuang;Gansong;Lianqiao;Chuangong;Xieyutan;Qiandan;Rougui;Shexiang;Muxiang;Fuzi;Binpian;Zhangnao;Xiaohuixiang;Ruxiang;Moyao;阿魏;Xixin
P0649,Shengdihuang;Cangshu;Jiqiao;Wujiapi;Wushu;Taoren;Shannai;Danggui;Wuchuan;Chenpi;Wuyao;Sanleng;Dahuang;Heshouwu;Caowu;Chaihu;Fangfeng;Liujilu;Zaojia;Chuangong;Rougui;Qianghuo;Qilinxian;Chishao;Tiannanxin;Xiangfu;Jingjie;Baizhi;海风藤;藁本;Xuduan;Liangjiang;Duhuo;Mahuang;Gansong;Lianqiao
P0650,Liqin;Qilinxian;蓖麻子;黄La;Ruxiang;Moyao;麻油;Mubiezi
P0651,荜茇;Liangjiang;Xixin
P0652,蓖麻子;Mubiezi;Canger;Xionghuang;Jinmaogouji
P0653,Binlang;Huanglian;Muxiang;Longjiang
P0654,Xuduan;Danggui;Ruxiang;Moyao;Husuibu;Zirantong;Wujiapi;Honghua;Qilinxian;Sumu;Chuangong;Wubeizi;Wumingyi;Chishao
P0655,Buguzhi
P0656,Huajiao;兽脑骨;红内消;Baizhi
P0657,Xiangyou;黄La;Mituoseng;Ruxiang;Moyao
P0658,龙眼;Binpian
P0659,Renshen;Fulin;山药;Shudihuang;Danggui;Digupi
P0660,Zijinpi;Cangshu;Zaojiao;鸡脚风叶;Husuibu
P0661,Chidili;Huangbai;Shihui
P0662,Shengdihuang;麻脂;薰陆香;Dingxiang;Qiandan;La
P0663,赤Shizhi
P0664,Congbai
P0665,Zhizi;Tiannanxin;Caowu;Wuchuan;Banxia;Honghua;Taoren;Kuxinren
P0666,Baizhi;Dahuang;Huanglian;Baiji;Bailian;Huangqin;Mubiezi;Huangbai;Qianghuo;Duhuo;Jinmaogouji;Kuxinren;Danggui;Shaoyao;Chuangong;Roucongrong;Shengdihuang;Qianhu;Rougui;Chaihu;Jingjie;Huangqi;Lianqiao;Fangfeng;蓖麻子;Ruxiang;Moyao;Xiejie;Zhangnao;Xieyutan;Xiangyou;飞丹;Shexiang;槐枝;Liuzhi
P0667,Liqin;Qiandan;Ruxiang;油
P0668,Danggui;Chishao;Wuyao;小油;Moyao;Ruxiang;Hupo;Liqin;Qiandan
P0669,Liqin;小油
P0670,Roucongrong;Chuanshanjia;Qiandan;Longjiang;Hugu;Baiji;Mubiezi;Tianlingai;寒食面
P0671,Cansha;绿豆粉;枯矾
P0672,Shengdihuang;Muxiang
P0673,Shengdihuang;藏瓜姜糟;Shengjiang
P0674,Shengdihuang;Jiu糟
P0675,地菘;Shihui;旋覆花;葛叶;青蒿;Maidong
P0676,Ruxiang;Moyao;Xiejie;Xiangyou;Sanqi;Binpian;Zhangnao;Qiandan
P0677,Ruxiang;Moyao;Xiejie;Binpian;Zhangnao;Jinbuhuan;Qiandan;茶油清
P0678,Qianghuo;Duhuo;Jingjie;薄荷;Cangshu;Dahuang;Huangbai;Danggui;Puhuang;Fangfeng;Baizhi;Liujilu;Zijinpi
P0679,Shihui;Xiejie;Songxiang;Ruxiang;Moyao
P0680,Shengdihuang;薄荷;Duhuo;Chishao;Chuangong;Qianghuo;Lianqiao;Xiangfu;Jingjie;Danggui;Fangfeng;Taoren;Yiniren;Qingpi;Wujiapi;Mudanpi;Duzhong;Huangbai;Yanhusuo;Baishao;Baizhi;Liuxi;Honghua;白鲜皮;Mutong;Sumu;Mugua;Gancao;Houpu;Zisugeng;Zhishi;Jiqiao;Qingjiu;Xuduan;Huangqi;Gansong;Sanleng;Shannai;Xuanshen;Liujilu;Husuibu;Qiandan
P0681,Danggui;Sanleng;Wushu;Duhuo;Baizhi;Chuangong;Qianghuo;Duzhong;Chuanliuxi;Fangfeng;Rougui;Honghua;Xuduan;Fangji;Wujiapi;Husuibu;Chishao;Liujilu;Qingjiu;Congbai;Tubiechong;Xieyutan
P0682,Danggui;Chuangong;Baiji;Chishao;Dahuang;Sumu;血藤;Yujin;Liangjiang;Liujilu;Wujiapi;Qingniuhuang;Qianghuo;Jianghuang;Sangjisheng;Sanleng;Wushu;Huangbai;Xieyutan;Tubiechong;Honghua;Taoren;Chuanliuxi;Yanhusuo;Qingjiu;Fangfeng;白鲜皮;Congbai
