ASV.name,igraph.degree.KO,igraph.closeness.KO,igraph.betweenness.KO,igraph.cen.degree.KO,Group.KO,igraph.degree.OE,igraph.closeness.OE,igraph.betweenness.OE,igraph.cen.degree.OE,Group.OE,igraph.degree.WT,igraph.closeness.WT,igraph.betweenness.WT,igraph.cen.degree.WT,Group.WT
ASV_348,NA,NA,NA,NA,NA,3,1,0,3,OE,4,1,0,4,WT
ASV_134,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_328,NA,NA,NA,NA,NA,2,1,0,2,OE,1,1,0,1,WT
ASV_506,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_381,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_321,NA,NA,NA,NA,NA,3,1,0,3,OE,4,1,0,4,WT
ASV_829,NA,NA,NA,NA,NA,3,1,0,3,OE,NA,NA,NA,NA,NA
ASV_373,NA,NA,NA,NA,NA,3,1,0,3,OE,NA,NA,NA,NA,NA
ASV_280,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_606,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_664,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_325,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_293,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_300,NA,NA,NA,NA,NA,2,1,0,2,OE,3,1,0,3,WT
ASV_306,NA,NA,NA,NA,NA,1,1,0,1,OE,3,1,0,3,WT
ASV_540,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_243,NA,NA,NA,NA,NA,1,1,0,1,OE,4,1,0,4,WT
ASV_284,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_234,NA,NA,NA,NA,NA,2,1,0,2,OE,1,1,0,1,WT
ASV_329,NA,NA,NA,NA,NA,1,1,0,1,OE,4,1,0,4,WT
ASV_305,NA,NA,NA,NA,NA,2,1,0,2,OE,2,1,0,2,WT
ASV_448,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_152,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_485,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_397,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_414,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_372,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_404,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_461,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_648,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_424,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_358,NA,NA,NA,NA,NA,2,1,0,2,OE,2,1,0,2,WT
ASV_116,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_445,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_1145,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_8,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_4,NA,NA,NA,NA,NA,2,1,0,2,OE,3,1,0,3,WT
ASV_12,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_14,NA,NA,NA,NA,NA,3,1,0,3,OE,NA,NA,NA,NA,NA
ASV_28,NA,NA,NA,NA,NA,1,1,0,1,OE,3,1,0,3,WT
ASV_67,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_47,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_40,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_23,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_41,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_161,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_50,NA,NA,NA,NA,NA,5,1,0,5,OE,3,1,0,3,WT
ASV_121,NA,NA,NA,NA,NA,3,1,0,3,OE,NA,NA,NA,NA,NA
ASV_64,NA,NA,NA,NA,NA,1,1,0,1,OE,3,1,0,3,WT
ASV_100,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_168,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_107,NA,NA,NA,NA,NA,1,1,0,1,OE,3,1,0,3,WT
ASV_154,NA,NA,NA,NA,NA,3,1,0,3,OE,NA,NA,NA,NA,NA
ASV_197,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_132,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_149,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_534,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_335,NA,NA,NA,NA,NA,1,1,0,1,OE,2,1,0,2,WT
ASV_421,NA,NA,NA,NA,NA,1,1,0,1,OE,2,1,0,2,WT
ASV_454,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_326,NA,NA,NA,NA,NA,1,1,0,1,OE,2,1,0,2,WT
ASV_261,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_334,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_333,NA,NA,NA,NA,NA,1,1,0,1,OE,1,1,0,1,WT
ASV_2902,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_1118,NA,NA,NA,NA,NA,2,1,0,2,OE,NA,NA,NA,NA,NA
ASV_269,NA,NA,NA,NA,NA,2,1,0,2,OE,1,1,0,1,WT
ASV_555,NA,NA,NA,NA,NA,1,1,0,1,OE,NA,NA,NA,NA,NA
ASV_303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0,4,WT
ASV_299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0,3,WT
ASV_167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
ASV_439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,2,WT
ASV_596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,WT
