处方编号,处方组成
P0841,生姜、葱白、韭白、大蒜、凤仙花、桑枝、槐枝、柳枝、桃枝、侧柏、艾叶、白芥子、花椒、干姜、炮姜、白附子、附子、川乌、草乌、大黄、苍术、甘遂、天南星、半夏、川芎、当归、麻黄、天麻、荆芥、防风、紫苏、细辛、甘草、羌活、独活、蝎尾、陈皮、赤芍、白芷、紫荆皮、石菖蒲、威灵仙、蓖麻子、木鳖子、乳香、没药、骨碎补、续断、肉桂、木香、延胡索、五灵脂、白芨、白蔹、僵蚕、皂角、穿山甲、桃仁、红花、自然铜、蛇蜕、露蜂房、地龙、杜仲、香附、木瓜、五加皮、雄黄、明矾、苏木、远志、乌药、牛膝、蛇床子、秦艽、厚朴、蚕砂、发团、铅丹、松香、赤石脂、密陀僧、石灰、鹿角、苏合香、樟脑
P0842,附子、白附子、天南星、半夏、川乌、草乌、麻黄、大黄、羌活、苍术、川芎、当归、姜黄、细辛、防风、甘遂、延胡索、威灵仙、乌药、独活、五灵脂、牵牛子、荆芥、三棱、莪术、藁本、赤芍、白芍、紫苏、香附、白芷、青皮、陈皮、天麻、秦艽、枳实、厚朴、槟榔、远志、益智仁、杜仲、牛膝、续断、紫荆皮、肉桂、五加皮、木瓜、吴茱萸、蛇床子、补骨脂、八角茴香、巴戟天、葫芦巴、巴豆、苦杏仁、桃仁、苏木、红花、草果、良姜、皂角、骨碎补、自然铜、刘寄奴、马鞭草、大戟、商陆、芫花、防己、甘草、木鳖子、蓖麻子、穿山甲、蜂房、全蝎、蛇蜕、荜茇、甘松、山柰、黄连、黄柏、发团、蚕砂、地龙、生姜、葱白、韭白、大蒜、桑枝、苍耳子、凤仙花、槐枝、柳枝、桃枝、干姜、艾叶、侧柏、炮姜、石菖蒲、胡椒、花椒、白芥子
P0843,木鳖子、红花、半夏、骨碎补、甘草、葱白
P0844,皂矾
P0845,山羊血、三七、黑糖、童便、酒
P0846,光粉、商陆、续断、当归、赤芍、白芍、柳枝、栀子、川芎
P0847,铅丹、没药、乳香、白蔹、木鳖子、白芨、当归、肉桂、苦杏仁、白芷、血竭、槐枝、柳枝、麻油
P0848,三七、生地黄、钻地风、肉桂、独活、郁金、千年健、牛膝、木香、秦艽、虎骨、姜黄、金毛狗脊、透骨草、红花、丁香、地骨皮、自然铜、刘寄奴、延胡索、当归、川乌、桃仁、桑白皮、五加皮、寻骨风、松节、草乌、桔梗、乳香、没药、砂仁
P0849,白芷、薄荷脑、徐长卿、金果榄、莪术、桂枝、颠茄
P0850,骨碎补、川乌、草乌、山柰、老鹳草、马钱子、白芷、干姜、肉桂、荆芥、五加皮、乳香、没药、落得打、防风、颠茄、冬青、樟脑、薄荷脑、芸香膏、冰片
P0851,伤湿止痛流浸膏、水杨酸甲酯、薄荷脑、冰片、樟脑、芸香、颠茄
P0852,乳香、没药、血竭、羌活、独活、续断、甲珠、香附、木瓜、川芎、自然铜、川乌、草乌、天南星、荆芥、白芷、泽兰、小茴香、肉桂、麝香
P0853,韶粉、银朱、樟脑、青盐、松香、龙骨、虎骨、白丁香、地龙、穿山甲、全蝎、乳香、没药、血竭、脑子、轻粉、麝香、蛤粉
P0854,马钱子、透骨草、穿山甲、防己、乳香、没药、生姜、王不留行、细辛、五加皮、豨莶草、独活、草乌、五倍子、肉桂、枳实、牛蒡子、血余炭、地龙、红娘子、全蝎、威灵仙、大黄、泽兰、丝瓜络、麻黄、土鳖虫、防风、当归、功劳叶、蜈蚣
P0855,唐魏、麝香、甘草、川乌、草乌、甘松、山柰、雄黄、朱砂、桐油、胡椒、密陀僧
P0856,川乌、草乌、白芷、赤芍、芙蓉叶、枇杷叶
P0857,乳香、没药、大黄、肉桂、木鳖子、阿魏、白芷、血余炭、麻黄、当归、羌活、玄参、赤芍、生地黄、轻粉、铅丹、桃枝、柳枝、槐枝、桑枝、枣枝
P0858,草乌、川芎、大黄、当归、赤芍、白芷、连翘、白芨、白蔹、乌药、肉桂、木鳖子、杨、柳枝、桃枝、桑、大枣
P0859,乌鱼骨、莴苣菜、青蓟草、石灰
P0860,生地黄、糟姜瓜槽、生姜、赤小豆
P0861,僵蚕、青皮、独活、附子、防风、草乌、何首乌、白鲜皮、秦艽、穿山甲、半夏、川乌、清风藤、马钱子、桃仁、虎骨、天麻、当归、良姜、威灵仙、生姜、韭菜、大蒜、青葱
P0862,黄柏、防风、玄参、赤芍、白芷、生地黄、大黄、血竭、当归、肉桂、槐枝、柳枝、桃枝
P0863,槐枝、柳枝、桃枝、榆、桑、枸杞、白芷、白芨、白蔹、当归、大黄、黄柏、赤芍、苦杏仁、蓖麻子、血竭、雄黄、乳香、没药、轻粉
P0864,松香、乳香、没药、儿茶、血竭、阿魏、洋樟、龙骨、轻粉、黄占、白占、降香
P0865,清麻油、铅丹、当归、白芨、牵牛子、木鳖子、独活、川牛膝、川楝子、清风藤、皂荚、松枝、桃枝、槐枝、柳枝、石榴枝
P0866,头醋、皂荚、芫花、白矾
P0867,桂花、苏合香、木鳖子、乳香、没药、白芨、白蔹、当归、苦杏仁、肉桂、铅丹、香油、槐枝
P0868,牛皮胶、生姜、肉桂
P0869,瓜蒌、零陵香、藿香、芍药、甘草、黄芪、苦杏仁、白芷、龙脑、麝香、黄蜡、清麻油
P0870,檀香、丹参、茯苓、降香、远志、琥珀、血竭
P0871,诃子、龙骨、高茶
P0872,乳香、没药、血竭、雄黄、蒲黄、梧子、赤石脂、白芷、芒硝、寒水石、密陀僧、龙骨、轻粉、花蕊石、穿山甲、螃蟹、芒硝、蟾酥、朱砂、乌药
P0873,当归、黄芪、山慈姑、白芷、甘草、血余炭、天麻、独活、穿山甲、露蜂房、五倍子、天花粉、荆芥、白蔹、肉桂、金银花、白芍、牛蒡子
P0874,鲈鱼、砂糖
P0875,草乌、白芷、赤芍、白芨、秋叶、枇杷叶、韭菜
P0876,麝香、血竭、石灰、海螵蛸、自然铜、乳香、没药、花蕊石、冰片、樟脑、土狗、地虱、土鳖虫、人参、象皮、琥珀、儿茶、紫石英、三七、木耳、甘草
P0877,艾叶、当归、白芷、牛膝、黄芪、木鳖子、皂荚、蓖麻子、防风、桑白皮、僵蚕、续断、延胡索、肉桂、黄连、降香、独活、赤芍、川芎、细辛、天南星、巴豆、桔梗、莪术、牡丹皮、白鲜皮、狗脊、天麻、蔓荆子、接骨木、蛇床子、木香、威灵仙、白芨、白蔹、杜仲、骨碎补、羌活、萆薢、补骨脂、漏芦、海桐皮、五加皮、薏苡仁、荆芥、槐枝、桃枝、降香、五灵脂、自然铜、无名异、雄黄、乳香、没药、铅丹、全蝎、血竭、琥珀、麝香、露蜂房、虎骨、穿山甲、龟甲
P0878,五倍子、白矾
P0879,老材香、象皮、血竭、天南星、藏红花、防风、白芷、马钱子、海螵蛸、升麻、乳香、没药、雄土元、龙骨、当归、石菖蒲、蟹骨、麝香
P0880,大黄、当归、桃仁、鳖甲、半夏、麻黄、皂荚、细辛、乌药、赤芍、穿山甲、草乌、大戟、白芷、肉桂、贝母、天花粉、防己、金银花、巴豆、蓖麻子、黄芪、防风、荆芥、白附子、牛膝、羌活、独活、良姜、红花、牛蒡子、苏木、连翘、白芨、白蔹、天麻、甘草、海风藤、黄连、黄柏、黄芩、柴胡、千金子、全蝎、僵蚕、蜂房、玄参、苦参、发灰、刺猬皮、蜈蚣、蛇蜕、桃枝
P0881,石灰、韭叶
P0882,石榴花、石灰
P0883,大萝卜
P0884,半夏
P0885,虎骨、防风、红花、木瓜、老鹳草、牛膝、骨碎补、清风藤、海风藤、功劳叶、当归、麻黄
P0886,赤芍、红花、天南星、蒲黄、旋覆花、苏木、草乌、川乌、羌活、独活、半夏、栀子、大黄、木瓜、路路通、饴糖
P0887,伸筋草、海桐皮、秦艽、独活、当归、钩藤、乳香、没药、红花
P0888,川芎、细辛、僵蚕、赤芍、远志、熟地黄、苦参、赤石脂、柳枝、甘草、连翘、地榆、穿山甲、栀子、荆芥、防风、槐枝、乌药、木通、榆枝、桃枝、陈皮、天麻、川楝子、牛膝、续断、草乌、大风子、何首乌、当归、苦楝皮、大黄、杜仲、桑枝、羌活、麻黄、生地黄、苍耳子、白芷、枳壳、苍术、蒺藜、五加皮、藁本、川乌、白蔹、威灵仙、独活、清风藤、海风藤、地风、乌梢蛇、千年健、桑寄生、寻骨风、老鹳草、松节、透骨草、姜黄、骨碎补、小茴香、木瓜、海桐皮、八角茴香、蜈蚣
P0889,三七、三棱、红花、草乌、川乌、当归、樟脑、五加皮、木瓜、牛膝
P0890,大黄、薄荷、黄柏、泽兰、侧柏
P0891,脆蛇、赤芍、羌活、没药、象皮、白芷、防风、荆芥、黄芩、乌梢蛇、栀子、金银花、赤石脂、独活、连翘、僵蚕、全蝎、蝉蜕、斑猫、穿山甲、乳香、儿茶、蜈蚣、血余炭、铅丹
P0892,麻油、象皮、红花、蓖麻子、古铜钱、蟢蛛、血余炭、红丹
P0893,忍冬、蒴藋、接骨木、艾叶、石菖蒲、莲叶、折伤木、食盐
P0894,天南星、半夏、川乌、草乌、野芋头
P0895,天南星、白附子、草乌、川乌
P0896,铅丹、松香、半夏、石膏、石膏
P0897,松香、葱连根叶
P0898,猪肉、葱白、松香
P0899,川乌、草乌、天南星、半夏、细辛、当归、黄金子、紫荆皮、生地黄、红花、牡丹皮、落得打、白芥子、苏木、桃仁、桂枝、僵蚕、青皮、甘松、木瓜、山柰、地龙、乳香、没药、羌活、独活、川芎、白芷、苍术、木鳖子、穿山甲、续断、栀子、土鳖虫、骨碎补、赤石脂
P0900,当归、生地黄、白杨皮、香附、红花、桑寄生、牛膝、合欢皮、川芎、草乌、茜草、续断、刘寄奴、地榆、木瓜、小蓟、川乌、苏木、骨碎补、乌药、羌活、泽兰
P0901,川乌、草乌、黄连、黄柏、赤芍、白芍、延胡索、当归、良姜、木鳖子、僵蚕、乱发、紫荆皮、地龙、石南藤、穿山甲、白芷、川芎、牵牛子、槐花、五倍子、地骨皮、苦杏仁、花椒、茴香、茅香、玄参、苍耳、肉桂、天南星、瓜蒌、苦参、苍术、五加皮、防风、熟地黄、密陀僧、丁香、内消、藁本、生地黄、何首乌、细辛、江子、蓖麻子、旱莲草、人参、百药煎、黄芪、羌活、甘草、五灵脂、地蜈蚣根、独活、木香、安息香、琥珀、云香、乳香、没药、血竭、香结、韶粉、自然铜、桑白皮、白芨、白蔹、雄黄、铅丹
P0902,羌活、僵蚕、草乌、独活、川乌、麻黄、桂枝、乌药、防风、当归、良姜、荆芥、小枫藤、闹洋花
P0903,生地黄、桃枝、刘寄奴、枯桐皮、生姜、左缠藤、国丹
P0904,当归、羌活、红花、白芷、防风、乳香、没药、骨碎补、续断、木瓜、透骨草、花椒
P0905,天南星、雄黄、乌头
P0906,天南星、黄柏
P0907,雄猪油、松香、黄蜡、面粉、樟脑、麝香、冰片、血竭、儿茶、乳香、没药
P0908,龟甲、大黄、木鳖子、当归、桂枝
P0909,僵蚕、赤小豆、川牛膝、山桂、桔梗、百草霜、白芨、枇杷叶、骨碎补、当归、细辛、白芷、天南星、赤芍、何首乌、白蔹、知母、草乌
P0910,芙蓉叶、薄荷、耳草叶、泽兰、金桐叶、牛膝、大黄
P0911,官粉、密陀僧、香油
P0912,骨碎补、血竭、芒硝、当归、乳香、没药、续断、自然铜、大黄、土鳖虫
P0913,麻油、鸡蛋黄、血余炭、朱砂、银朱、黄蜡
P0914,大黄、扁柏、栀子、桃仁、泽兰、防风、薄荷、黄芩、骨碎补、当归、草乌、川乌、天南星、半夏、毛麝香、千打捶、血见愁、透骨消、田基黄、入地金牛
P0915,川乌、草乌、当归、蛤蟆、巴豆、白芨、大黄、血余炭、连翘、蜂房、白蔹、穿山甲、蒺藜、木鳖子、何首乌、槐枝、柳枝、桑枝、榆枝、楮枝、桃枝
P0916,黄连、黄柏、黄芩、白芨、白蔹、龙骨、当归、厚朴、川芎、没药、槐枝、柳枝、皂角、鳖甲、苦参、白芷、木鳖子、草乌、海螵蛸、乳香、铅丹
P0917,羌活、防风、秦艽、苍术、独活、白芷、萆薢、肉桂、大麻、川乌、草乌、干姜、当归、木瓜、川芎、牛膝、防己、豨莶草、海风藤、半夏、前胡、枸杞、天南星、虎骨、白茄根、麻黄、苍耳子、高良姜、蚕砂、威灵仙、五加皮、延胡索、续断、红花、桃仁、苏木、枳壳、牡丹皮、骨碎补、乌药、闹洋花、绵子
P0918,鹳筋草、透骨草、紫丁香根、当归、自然铜、血竭、血竭、没药、川芎、赤芍、红花、川牛膝、五加皮、石菖蒲、苍术、苍术、木香、秦艽、蛇床子、肉桂、附子、半夏、石斛、萆薢、鹿茸、虎骨、麝香
P0919,木鳖子、蓖麻子、威灵仙、当归、川芎、赤芍、防风、荆芥、羌活、独活、生地黄、白芷、黄芩、黄连、黄柏、姜黄、蛇蜕、麻油
P0920,生地黄、苍术、枳壳、五加皮、莪术、桃仁、山柰、当归、川乌、陈皮、乌药、三棱、大黄、何首乌、草乌、柴胡、防风、刘寄奴、皂荚、川芎、肉桂、羌活、威灵仙、赤芍、天南星、香附、荆芥、白芷、海风藤、藁本、续断、高良姜、独活、麻黄、甘松、连翘
P0921,松香、蓖麻子、巴豆、康青、苦杏仁、胆矾
P0922,白芷、玄参、木鳖子、肉桂、大黄、血余炭、当归、赤芍、生地黄
P0923,附子、红花、血余炭、莪术、桂枝、羌活、独活、僵蚕、秦艽、麻黄、当归、川乌、防风、威灵仙、草乌、大黄、赤芍、栀子、桃仁、三棱、白芷、全虫、五加皮、良姜、生地黄、香附、乌药
P0924,生地黄、独活、玄参、木鳖子、当归、红花、升麻、韭菜子、草乌、檀香、牛膝、虎骨、荆芥、苏木、羌活、麻黄、青皮、续断、川乌、杜仲、熟地黄、防风、赤芍、秦艽、香附、桂枝、松节、乌药、桃仁、蒲黄、补骨脂、威灵仙、刘寄奴、骨碎补、延胡索、五灵脂、牡丹皮、血余炭
P0925,蓖麻子、甘遂、当归、大黄、京三棱、生地黄、木鳖子、川乌、莪术、草乌、羌活、白芷、红大戟、黄柏、江子肉、肉桂、麻黄、枳壳、厚朴、皂荚、苦杏仁、防风、全蝎、玄参、花粉、香附、芫花、桃仁、槟榔、细辛、穿山甲、黄连、蛇蜕、蜈蚣、五倍子、密陀僧
P0926,川芎、白芷、生地黄、熟地黄、当归、白术、苍术、陈皮、香附、枳壳、乌药、半夏、青皮、细辛、知母、贝母、苦杏仁、黄连、黄芩、黄柏、桂枝、大黄、桑白皮、柴胡、薄荷、赤芍、木通、桃仁、玄参、猪苓、泽泻、桔梗、前胡、升麻、麻黄、牛膝、杜仲、山药、远志、续断、良姜、何首乌、甘草、连翘、藁本、茵陈、地榆、防风、荆芥、羌活、金银花、独活、蒺藜、苦参、僵蚕、天麻、天南星、川乌、草乌、威灵仙、白鲜皮、五加皮、益母草、两头尖、五倍子、巴戟天、穿山甲、芫花、附子、肉桂、虎骨、鹿茸、生地黄、栀子、红花、牡丹皮、三棱、莪术、木香、全蝎、鳖甲、清风藤、地骨皮、干姜、补骨脂、蜈蚣、苍耳子、柳枝、槐枝、桑枝、楝枝、楮枝
P0927,当归、赤芍、大黄、白芨、白蔹、羌活、乌药、木鳖子、苦参、连翘、皂角、生地黄、防风、甘草、山柰、五灵脂、半夏、槐枝、柳枝、桃枝、枣枝、桑枝
P0928,生地黄、附子、香附、乌药、五加皮、桂枝、当归、防风、羌活、独活、秦艽、天虫、全蝎、威灵仙、川乌、草乌、白芷、良姜、大黄、麻黄、赤芍、莪术、三棱、桃仁、红花、六轴子、血余炭、麻油
P0929,白芨、木鳖子、蓖麻子、白蔹、防风、当归、天花粉、大风子、当归、肉桂、葱白、金银花、九里花、黄柏、苦参、连翘、赤芍、生地黄、荆芥、蜈蚣、蜂房、鸡子、何首乌、白芷、血竭、蝉蜕、穿山甲、槐柳、乳香、没药、白松香
P0930,松香、沥青、麻油
P0931,沥青、威灵仙、蓖麻子、木鳖子、乳香、没药、黄蜡、生姜、麻油
P0932,赤芍、当归、红花、黄芩、连翘、黄柏、僵蚕、蝉蜕、白芷、甘草、乱发、大黄、银花、蜈蚣、川乌、草乌、羌活、苍术、细辛、花椒、秦艽、乳香、没药、骨碎补、何首乌、蛇床子、木鳖子、大风子、天南星、半夏
P0933,乳香、没药、麻黄、马钱子
P0934,香附、羌活、独活、安桂、天南星、细辛、甘草、川乌、草乌、高良姜、公丁香、急性子
P0935,大黄、五倍子、花粉、香附、木鳖子、蓉叶、蓖麻子、益母草、霜桑叶、苍耳、芒硝、雄黄、石灰、白芨、苍术、黄柏、川乌、草乌、羌活、独活、天南星、半夏、川芎、细辛、赤芍、白芷、甘遂、大戟、山慈姑
P0936,百草霜、白芨、白蔹、百合、百部、乳香、没药、麝香、糯米、陈粉子
P0937,陈粉子、五倍子、当归
P0938,当归、赤芍、肉桂、大黄、生地黄、白芷、玄参
P0939,牛角、血余炭、青麻炭、龙骨、铅丹、陈粉子
P0940,白僵蚕、赤小豆、川牛膝、肉桂、桔梗、白芨、百草霜、山枇杷、当归、骨碎补、细辛、白芷、赤芍、天南星、何首乌、白蔹、知母、草乌
P0941,穿山甲、丁皮、当归、百草霜、枇杷叶
P0942,白芷、板蓝根、苦参、川芎、铅丹、清麻油
P0943,海螵蛸、旧船灰、铅丹、麝香、麻油
P0944,白蔹、白芨、木鳖子、白芷、肉桂、苦杏仁、当归、乳香、没药、桂花、苏合香、铅丹、香油、槐枝、柳枝
P0945,杨梅皮、鹿角、石灰、无名异
P0946,白芨、白芷、僵蚕、白蔹、白芍、天南星、赤小豆
P0947,当归、没药、五加皮、芒硝、青皮、花椒、香附、丁香、麝香、老葱、地骨皮、牡丹皮
P0948,海螵蛸、川贝、血竭、乳香、没药
P0949,荆芥、当归、生葱
P0950,羌活、独活、栀子、肉桂、玄参、大黄、当归、白芷、皂角、白附子、五倍子、赤芍、生地黄、熟地黄、防风、天花粉、黄连、川芎、山慈姑、连翘、红大戟、桔梗、白芨、白蔹、苦参、穿山甲、木鳖子、蓖麻子、苦杏仁、巴豆、血余炭、柳枝、桑枝
P0951,白芷、紫荆皮、独活、石菖蒲、赤芍、高良姜、蜈蚣、刺猬皮、蛇蜕草、麻仁、鳖甲、僵蚕、甘草、海风藤、连翘、天花粉、白芨、牛蒡子、大黄、黄连、白蔹、当归、千金子、血余炭、金银花、黄柏、穿山甲、防己、皂荚、柴胡、川贝、桃仁、白附子、巴豆、天麻、苦参、荆芥、红花、黄芪、桔梗、黄芩、牛膝、防风、全蝎、麻黄、草乌、肉桂、乌药、羌活、半夏、大戟、苏木、桃枝、槐枝、桑枝、柳枝、
P0952,生地黄、木香
P0953,生地黄、骨碎补、蒲黄、当归、白面、赤小豆、白芨、败姜
P0954,猪扇骨、象皮
P0955,无名异、木耳、大黄
P0956,大黄、栀子、木瓜、蒲公英、姜黄、黄柏
P0957,木瓜、栀子、大黄、蒲公英、土鳖虫、乳香、没药
P0958,紫荆皮、儿茶、大黄、木耳、无名异
P0959,芙蓉叶、紫金皮、白芷、当归、骨碎补、独活、何首乌、天南星、陈皮、赤芍、石菖蒲、肉桂
P0960,当归、赤芍、生地黄、延胡索、血竭、乳香、红花、大黄、姜黄、鳖甲、茄瓜根、红曲、赤小豆
P0961,乳香、没药、玉带草、四块瓦、冬青、虎杖、五香血藤、天花粉、甘草、叶下花、叶上花、蝼粉、大黄、黄芩、五爪龙、白芨、红花、苏木、龙胆草、黄连、飞龙掌血、绿葡萄根、大红袍
P0962,姜黄、羌活、干姜、栀子、乳香、没药
P0963,草乌、天南星、半夏、雪上一枝蒿、白花曼陀罗子、两面针、重楼、细辛、冰片
P0964,牡蛎、蛤粉、木鳖子
P0965,防风、荆芥、刘寄奴、独活、八角茴香、明矾、五倍子、苦参、侧柏、当归、白芷、泽兰、细辛、金银花、苍耳
P0966,苍术、甘草、明矾、苦参、赤芍、羌活、独活、白芷、藿香、侧柏、当归、忍冬藤
P0967,黄柏、半夏、桂花
P0968,桑白皮、白芷、赤芍、乌药、左缠藤、荆芥、橘叶、藿香、桕叶根
P0969,天南星、半夏、闹洋花、川乌、草乌
P0970,羊毛
P0971,黄柏、杨梅皮、胡椒
P0972,半夏
P0973,大黄、赤石脂、石膏
P0974,大黄
P0975,紫金皮、生地黄
P0976,当归、木鳖子、栀子、皂荚、白芨、川乌、草乌、乌药、白蔹、连翘、苦参、槐枝、大黄、乳香、没药、血竭、儿茶、雄黄、樟脑、麝香、葱白、生姜、香油、广丹
P0977,龙骨、虎骨、乌鱼骨、穿山甲、地龙、狗脊、木鳖子、牛膝、川乌、乌头、草乌、半夏、吴茱萸、山茱萸、石茱萸、细辛、芍药、肉苁蓉、花椒、乳香、没药、白芥子、防风、自然铜、川楝子、皂角
P0978,乳香、红血竭、没药、白儿茶、樟脑、银朱、铜绿、松香、蓖麻仁
P0979,香油、白蔹、升麻、当归、川芎、连翘、银花、穿山甲、川乌、象皮、乳香、没药、轻粉、冰片、麝香、白占
P0980,黄芪、当归、白芍、白芷、川芎、藿香、零陵香、白檀、白附子、白芨、白蔹、瓜蒌、苦杏仁、龙脑、清麻油
P0981,白附子、天麻、天南星、白芷、防风、半夏、冰片、羌活
P0982,雄猪油、松香、轻粉、黄蜡、樟脑、麝香、冰片、没药、乳香、血竭、儿茶
P0983,芙蓉叶、泽兰、桑叶、薄荷、耳草叶
P0984,当归、红花、生地黄、川芎、芍药、苏木、羌活、独活、莪术、防风、荆芥、野菊花、骨碎补、皂荚、苦参、牛膝、三棱、白蔹、穿山甲、续断、蝉蜕、全蝎、山豆根、地龙、甘松、山柰、槐枝、柳枝、桃枝、榆枝、夏枯草、露蜂房、白果、天南星、半夏、乱发、乱丝、白花蛇、桑白皮、连翘、金银花、川贝、山慈姑、木鳖子、甘草、大黄、桃仁、苦杏仁、黄连、何首乌、五味子、黄芪、合欢花、象皮、昆布、凤凰退、附子、黄芩、射干、黄柏、乌药、玄参、五加皮、天麻、人参、大力子、肉桂、豨莶草、雄黄、银朱、朱砂、花蕊石、石膏、赤石脂、自然铜、云母石、乳香、龙骨、阿魏、没药、血竭、儿茶、安息香、珍珠、丹珠、牛黄、麝香、冰片、蛇胆、沉香、檀香、丁香、木香、降香、三七、苏合香、黄蜡、白蜡、苏合香、淘鹅油
P0985,珍珠、象皮、冰片、乳香、没药、鸡内金、龙骨、赤石脂、血竭、轻粉、铅丹、朱砂
P0986,松针、樟脑、栀子、铅丹、桐油
P0987,天花粉、芙蓉叶、紫金皮、赤芍、天南星、独活、当归、白芷、牡丹皮
P0988,草乌、干姜、五灵脂、浮麦
P0989,当归、羌活、红花、白芷、乳香、没药、骨碎补、续断、防风、木瓜、花椒、透骨草
P0990,防风、荆芥、当归、艾叶、牡丹皮、鹤虱、升麻、苦参、透骨草、赤芍、花椒、甘草
P0991,桂枝、附子、乳香、花椒、吴茱萸、白芨、生姜
P0992,檀香、陈矿灰、茯苓、蝉蜕、蛇蜕、半夏、珍珠、象皮
P0993,血竭、没药、龙骨、灯心草、苏木、桔梗、降香、当归、鸡、红花
P0994,石灰、血竭、鸡子
P0995,血竭
P0996,米粉、乳香、没药
P0997,草乌、防风、藁本、大黄、白芷、当归、苦参、生地黄、玄参、乳香、没药、木鳖子、蓖麻子、皂荚、桐油、松香
P0998,松香、白芷、麻黄、川乌、草乌、吴茱萸、威灵仙、闹洋花、胡椒、附子
P0999,紫金皮、天南星、半夏、黄柏、草乌、川乌、川芎、当归、当归、乌药、白芷、补骨脂、刘寄奴、川牛膝、桑白皮
P1000,紫藤香、马齿苋、薯蓣、铅丹
P1001,白芨、白蔹、马钱子、商陆、当归、蓖麻子、独活、羌活、大黄、赤芍、血余炭
P1002,石膏、白矾、枇杷叶、松香、铅丹
P1003,柏叶、干荷叶、皂角、骨碎补
P1004,赤小豆、川乌、草乌、乳香、芸苔子
P1005,白胶香、乳香、定粉、白蔹、白芷
P1006,龙骨、虎骨、豹骨、穿山甲、乳香、没药
P1007,槟榔、白豆蔻、肉桂、柳枝、木鳖子、白芷、当归、丁香、天南星、白附子、附子、黄蜡
P1008,大黄、石灰
P1009,桃仁、栀子、侧柏、生地黄、红花、当归、大黄、麝香、黄连、黄柏、黄芩、骨碎补、薄荷、防风、牡丹皮、忍冬藤、透骨草、甘草、三七、蒲公英、金钗石斛、鸡骨、赤芍、自然铜、土鳖虫
P1010,乳香、没药、血竭、木鳖子、当归、苦杏仁、血余炭、铅丹、麻油
P1011,姜黄、蒲黄、骨碎补、无名异、生地黄、生姜
P1012,生姜、大黄、芒硝、头酒糟、荆芥、泽兰、瑞香
P1013,小麦、锅煤、狗头骨、乳香、五倍子
P1014,狗骨
P1015,肉桂、牛皮胶、马勃、独核肥皂
P1016,乳香、血竭、红花、面粉
P1017,糯米、芭蕉根
P1018,桑白皮、柘桑根皮、生姜
P1019,乳香、当归、琥珀、白芷、没药、白芍、白芨、白蔹、沥青、铅丹、小油、绵子、木炭、定瓷碗
P1020,乳香、白胶香、沥青
P1021,当归、木鳖子、乌药、赤芍、小油、乳香、沥青、铅丹、血竭、没药、琥珀
P1022,瓜蒌、黄蜡、白芷、麻油、麝香、松香、零香、藿香、苦杏仁、升麻、黄芪、赤芍、白芨、白蔹、甘草
P1023,蟾酥、半夏、天南星、芋头
P1024,草乌、绿豆粉、白胶香
P1025,川乌、草乌、五倍子、闹洋花、大黄、血余炭、天南星、半夏、白芨、白蔹、当归、贝母、金银花、白芷
P1026,羌活、独活、荆芥、防风、黄柏、白芷、赤芍、栀子、川芎、当归、细辛、连翘、木鳖子、甘草、苏木、红花、玄参、升麻、松节、地榆、白芨、白芡、半夏、木瓜、薄荷、生地黄、白菊、降香、知母、贝母、僵蚕、地骨皮、苦参、麻黄、蝉蜕、皂荚、枳壳、白术、云皮、黄芪、猪苓、泽泻、牛膝、木通、良姜、秦艽、山药、艾叶、补骨脂、炮姜、牵牛子、威灵仙、苦杏仁、木贼、车前子、刘寄奴、续断、乌药、陈皮、槐花、香附、砂仁、牛蒡子、远志、三棱、木香、天门冬、麦冬、山柰、芫花、大戟、骨碎补、山豆根、石菖蒲、桂枝、苍术、萆薢、花粉、海桐皮、青皮、阿胶、桔梗、黄芩、大黄、姜黄、全蝎、白矾、血余炭、紫苏、铅丹、水粉
P1027,木香、川乌、地骨皮、羌活、甘草、白芷、八角茴香、天南星、蓖麻子、肉桂、巴豆、细辛、大黄、荆芥、黄连、防风、苦参、生姜、生葱、古铜钱
