Sample	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15
OTU_6865	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0
OTU_6888	0	0	0	0	0	0	0	0	0	0	2	1	3	1	0
OTU_6920	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_7001	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
OTU_7002	0	0	0	3	0	0	1	2	0	0	0	0	0	1	0
OTU_707	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0
OTU_7084	0	0	0	0	0	0	1	0	1	0	1	1	0	1	2
OTU_7120	0	0	0	0	0	3	1	0	2	0	0	0	1	0	0
OTU_7134	0	0	0	0	0	0	2	1	0	0	1	1	1	1	0
OTU_7238	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7239	0	0	0	0	0	0	0	0	0	3	0	1	2	0	1
OTU_7418	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0
OTU_7492	0	0	0	0	4	0	0	2	0	1	0	0	0	0	0
OTU_7525	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0
OTU_7589	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1
OTU_7738	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
OTU_7742	0	0	0	0	1	0	0	0	1	0	0	1	0	0	4
OTU_7756	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0
OTU_7786	0	0	0	0	0	0	3	0	0	0	2	2	0	0	0
OTU_7849	0	0	0	0	0	1	0	2	0	0	0	4	0	0	0
OTU_7881	0	4	1	1	0	0	1	0	0	0	0	0	0	0	0
OTU_7946	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU_7964	0	0	1	0	0	0	0	0	3	0	2	0	1	0	0
OTU_7965	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
OTU_7994	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0
OTU_8066	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU_8071	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1
OTU_8076	0	0	1	0	0	0	0	0	0	0	0	0	4	1	1
OTU_8127	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
OTU_8152	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0
OTU_8227	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
OTU_8340	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0
OTU_8382	0	0	0	0	1	0	0	0	1	3	0	0	0	2	0
OTU_8388	0	0	2	0	0	0	0	1	0	0	0	2	1	1	0
OTU_8448	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0
OTU_8458	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
OTU_8461	0	0	0	0	0	0	1	0	0	4	0	0	1	1	0
OTU_8516	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0
OTU_8594	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1
OTU_8609	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0
OTU_8654	0	0	0	3	0	0	1	0	0	0	0	1	1	0	1
OTU_8683	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0
OTU_8737	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8740	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0
OTU_8837	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0
OTU_8847	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3
OTU_8865	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1
OTU_8974	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0
OTU_9024	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5
OTU_9105	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0
OTU_9259	0	0	0	0	2	1	0	1	0	0	0	2	0	0	1
OTU_9284	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
OTU_9291	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6
OTU_9293	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4
OTU_9342	0	0	0	0	0	0	4	0	0	0	0	0	1	2	0
OTU_9370	0	0	0	0	0	0	0	0	0	0	3	3	0	1	0
OTU_9421	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1
OTU_9485	0	0	1	0	1	0	0	0	1	0	0	4	0	0	0
OTU_9520	0	0	0	0	0	0	0	0	0	0	1	0	0	3	3
OTU_9531	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3
OTU_9532	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_9537	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
OTU_9557	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
OTU_9627	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0
OTU_9678	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0
OTU_9707	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0
OTU_9720	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3
OTU_9746	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0
OTU_9748	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0
OTU_9775	0	0	0	0	0	0	0	0	0	0	1	1	4	1	0
OTU_9814	0	0	1	0	0	0	1	3	0	0	0	2	0	0	0
OTU_9820	0	3	0	1	0	0	1	0	0	2	0	0	0	0	0
OTU_9864	0	2	0	1	1	0	0	0	0	3	0	0	0	0	0
OTU_9959	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0
OTU_10010	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0
OTU_10040	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU_10054	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_10074	0	0	0	0	0	2	0	1	1	0	0	2	0	0	0
OTU_10085	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0
OTU_10267	0	0	0	0	0	0	1	1	0	0	0	3	1	0	0
OTU_10435	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1
OTU_10458	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2
OTU_10479	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
OTU_10527	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_10566	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
OTU_10745	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
OTU_10886	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0
OTU_10889	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0
OTU_10907	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_10912	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0
OTU_10930	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0
OTU_11035	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
OTU_11056	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0
OTU_11171	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0
OTU_11246	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0
OTU_11345	0	0	0	0	0	1	0	1	0	0	0	2	0	0	2
OTU_11462	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2
OTU_11546	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0
OTU_11570	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0
OTU_11609	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0
OTU_11620	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0
OTU_11710	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2
OTU_11716	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1
OTU_11804	0	0	0	0	0	0	2	2	0	0	0	1	0	1	0
OTU_11817	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
OTU_11828	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0
OTU_11878	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0
OTU_11926	0	0	0	0	0	0	1	1	0	0	0	3	1	0	0
OTU_11989	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0
OTU_12051	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0
OTU_12129	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
OTU_12135	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
OTU_12139	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1
OTU_12162	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1
OTU_12163	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0
OTU_12169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_12205	0	0	1	0	1	1	0	0	0	0	0	2	1	0	0
OTU_12281	0	1	1	3	0	0	0	0	0	1	0	0	0	0	0
OTU_12306	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0
OTU_12315	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1
OTU_12356	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0
OTU_12387	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3
OTU_12485	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
OTU_12495	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
OTU_12507	0	0	0	0	0	0	0	0	1	0	0	2	3	0	0
OTU_12508	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0
OTU_12540	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_12560	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0
OTU_1257	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_12574	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0
OTU_12590	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0
OTU_12611	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
OTU_12619	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3
OTU_12676	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0
OTU_12716	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1
OTU_12758	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_12777	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12798	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0
OTU_12889	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5
OTU_12907	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12952	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
OTU_12970	0	0	1	0	0	2	0	2	0	0	1	0	0	0	0
OTU_12983	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_12987	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_13019	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
OTU_13021	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
OTU_13027	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13080	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2
OTU_13081	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0
OTU_13094	0	0	0	0	1	0	0	0	0	0	0	3	2	0	0
OTU_13098	0	0	0	0	0	0	0	0	0	0	1	3	1	0	1
OTU_13128	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1
OTU_13177	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0
OTU_13183	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0
OTU_13188	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0
OTU_13191	0	0	0	0	0	1	0	0	0	0	2	1	0	1	1
OTU_13206	0	0	0	0	0	0	1	0	1	0	0	4	0	0	0
OTU_13237	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0
OTU_13541	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
OTU_13562	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0
OTU_13595	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0
OTU_13635	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5
OTU_13643	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0
OTU_13660	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1
OTU_13663	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1
OTU_13671	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_13680	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0
OTU_13750	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0
OTU_13753	0	0	0	0	0	0	3	0	0	0	0	1	2	0	0
OTU_13788	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3
OTU_13877	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0
OTU_13885	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
OTU_13956	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
OTU_14022	0	0	0	0	0	0	2	0	0	0	0	3	0	1	0
OTU_14030	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
OTU_14045	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0
OTU_14061	0	0	0	0	1	4	0	1	0	0	0	0	0	0	0
OTU_14068	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
OTU_14093	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_14103	0	1	2	0	0	0	0	2	0	1	0	0	0	0	0
OTU_14144	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0
OTU_14154	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0
OTU_14203	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
OTU_14316	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0
OTU_14349	0	0	0	0	0	0	3	0	1	0	0	1	1	0	0
OTU_14366	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0
OTU_14381	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_14385	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0
OTU_14408	0	0	0	1	2	0	0	0	0	1	1	0	0	1	0
OTU_14425	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
OTU_14427	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2
OTU_14473	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_14482	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2
OTU_14499	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
OTU_14540	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3
OTU_14558	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0
OTU_14563	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3
OTU_14569	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_14579	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0
OTU_14580	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0
OTU_14586	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1
OTU_14686	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0
OTU_14748	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0
OTU_14750	0	0	0	0	1	0	0	0	0	2	1	0	0	0	2
OTU_14763	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_14823	0	0	0	0	0	0	1	0	0	0	1	4	0	0	0
OTU_14865	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
OTU_15018	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0
OTU_15019	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0
OTU_15034	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_15075	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0
OTU_15141	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15166	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
OTU_15193	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3
OTU_15196	0	0	0	0	0	0	0	0	0	0	1	1	0	2	2
OTU_15199	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0
OTU_15208	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0
OTU_1662	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
OTU_1734	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0
OTU_2319	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0
OTU_2340	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_2465	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4
OTU_2601	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0
OTU_2606	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0
OTU_2666	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_2746	0	0	0	0	0	0	1	0	1	0	0	1	0	1	2
OTU_2933	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
OTU_2998	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
OTU_3102	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0
OTU_3324	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0
OTU_3439	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0
OTU_3496	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
OTU_3543	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1
OTU_3547	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0
OTU_3769	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0
OTU_3773	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_3946	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3
OTU_3953	0	0	1	2	1	0	0	0	0	0	2	0	0	0	0
OTU_4037	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4047	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0
OTU_4196	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1
OTU_424	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_4242	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_4301	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0
OTU_4379	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1
OTU_4698	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
OTU_4760	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0
OTU_4786	0	0	1	0	2	0	1	0	0	0	0	2	0	0	0
OTU_4892	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4950	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_4951	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0
OTU_4952	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_4963	0	0	2	0	0	0	1	0	0	0	2	0	0	0	1
OTU_5280	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_5390	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0
OTU_5410	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1
OTU_5419	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
OTU_5453	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0
OTU_5497	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_5599	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1
OTU_5608	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_5689	0	0	2	0	0	1	0	0	2	0	0	1	0	0	0
OTU_5692	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0
OTU_5753	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0
OTU_5766	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0
OTU_5780	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0
OTU_5864	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0
OTU_5875	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1
OTU_5900	0	0	0	0	1	0	3	1	0	1	0	0	0	0	0
OTU_5951	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0
OTU_6051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_6190	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
OTU_6364	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0
OTU_6449	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
OTU_6470	0	0	0	0	0	0	3	0	0	0	1	1	0	0	1
OTU_6504	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1
OTU_6554	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
OTU_6622	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0
OTU_6697	0	0	0	0	0	1	1	0	0	0	2	0	0	0	2
OTU_6894	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
OTU_6955	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
OTU_7000	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0
OTU_7012	0	0	0	0	0	0	1	0	0	0	0	3	0	2	0
OTU_7048	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3
OTU_7080	0	0	0	0	0	0	0	0	1	0	0	1	1	1	2
OTU_7148	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1
OTU_7190	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_7224	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2
OTU_7231	0	0	0	0	0	0	0	0	0	0	1	1	3	0	1
OTU_7247	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0
OTU_7285	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1
OTU_7376	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1
OTU_7413	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0
OTU_7423	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0
OTU_7430	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0
OTU_7440	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
OTU_7450	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0
OTU_7514	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0
OTU_7526	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1
OTU_7724	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
OTU_7754	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0
OTU_7765	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1
OTU_7911	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0
OTU_7932	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_7960	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0
OTU_802	0	0	2	0	0	0	0	0	1	0	1	0	2	0	0
OTU_8105	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0
OTU_8131	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0
OTU_8135	0	0	1	0	1	2	0	0	0	0	1	1	0	0	0
OTU_8192	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0
OTU_8478	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0
OTU_8492	0	0	1	0	0	0	0	0	0	0	0	4	1	0	0
OTU_8499	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5
OTU_8642	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0
OTU_8647	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8652	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
OTU_8734	0	0	0	0	4	0	0	0	0	1	0	0	0	0	1
OTU_8743	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_8748	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
OTU_8754	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_8888	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0
OTU_8899	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1
OTU_9018	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_9028	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_9039	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0
OTU_9049	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0
OTU_9133	0	0	0	0	0	0	3	0	1	0	0	1	1	0	0
OTU_9137	0	0	3	0	0	0	0	0	0	0	1	0	1	0	1
OTU_9175	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
OTU_9235	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0
OTU_9286	0	0	0	0	0	0	0	2	0	0	0	3	0	0	1
OTU_9287	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
OTU_9362	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0
OTU_9388	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
OTU_943	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0
OTU_9613	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
OTU_9614	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0
OTU_9656	0	0	2	0	0	0	0	0	0	0	0	2	0	2	0
OTU_9703	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_9745	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2
OTU_9777	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1
OTU_9784	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0
OTU_9792	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0
OTU_9800	0	0	1	0	0	1	0	1	0	0	0	2	0	1	0
OTU_9828	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0
OTU_9860	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0
OTU_9930	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0
OTU_9991	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0
OTU_9996	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_10009	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0
OTU_10034	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_10037	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
OTU_10051	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0
OTU_1007	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1
OTU_10089	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU_10096	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0
OTU_10097	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0
OTU_10102	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
OTU_10109	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
OTU_10191	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0
OTU_10252	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0
OTU_10255	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0
OTU_10301	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
OTU_10396	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0
OTU_10401	0	0	0	0	0	1	0	1	0	0	2	1	0	0	0
OTU_10426	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0
OTU_10476	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
OTU_10515	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
OTU_10541	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0
OTU_10548	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0
OTU_10591	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
OTU_10617	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
OTU_10632	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
OTU_10638	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
OTU_10687	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0
OTU_10717	0	0	0	0	0	0	0	0	1	1	0	0	0	1	2
