"","S1","S2","S3","S4","S5","S6","S7","S9","S10","S11","S12","S13","S15","S16","S17","S18","S19","S20","S22","S23","S24","S25","S26","S27","S28","S30","S34","S35","S36","S37","S61","S62","S63","S65","S85","S86","S87","S88","S89","S112","S113","S114","S161","S162","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S179","S182","S187","S188","S191","S194","S196","S197","S198","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225"
"OTU_2811",0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5031",1,1,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,4,4,3,0,0,2,0,5,0,0,1,0,2,22,2,8,8,0,3,0,0,3,21,4,4,22,13,1,1,3
"OTU_3989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,6,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"OTU_4050",1,15,1,9,31,36,14,5,22,10,3,15,0,0,0,0,0,2,8,6,1,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"OTU_52",87,86,36,107,63,143,175,106,121,163,105,90,15,6,24,27,13,22,178,171,34,145,29,22,11,8,35,35,6,23,8,12,5,19,10,11,8,6,6,12,14,18,4,8,4,6,5,5,6,9,5,6,3,6,1,4,6,1,0,4,8,3,3,4,6,12,9,14,8,7,3,4,2,5,4,4,15,5,14,9,3,17,21,9,8,12,9,3,8,9
"OTU_9583",0,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,6,1,0,0,0,0,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6499",0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,2,1,4,12,9,4,31,1,3,0,4,0,1,0,6,2,8,3,5,6,12,0,2,3,0,1,0,1,0,2,1,1,2,0,1,0,0,1,1,0,10,2,3,0,1,2,1,1,2,0,4,0,1,0,1,2,7,0,0,2,0
"OTU_4147",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,3,0,8,20,30,26,26,0,4,10,0,7,6,9,34,31,40,56,77,7,2,5,5,8,26,14,36,11,22,17,0,1,1,0,0,1,4,0,0,3,1,2,1,1,0,0,0,1,0,3,1,1,0,0,0,2,2,3,1,2,0,2
"OTU_286",0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,2,0,2,1,1,1,0,2,0,1,1,1,3,1,0,3,27,1,4,0,3,3,2,2,1,0,0,0,2,3,1,1,3,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,4,9,14,0,6,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,2,1
"OTU_23",20,14,13,7,17,16,7,21,19,7,8,12,56,30,41,24,21,19,17,15,16,19,96,50,31,165,14,11,7,17,66,107,248,278,65,214,18,76,47,32,25,30,11,15,2,15,12,44,34,30,10,11,10,7,8,3,4,12,91,69,49,20,34,75,18,26,24,77,137,118,73,50,30,27,13,20,77,105,31,74,36,283,72,108,105,76,34,78,175,459
"OTU_4672",2,0,0,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,2
"OTU_2",24,26,13,15,26,18,9,38,21,17,12,17,84,101,108,1471,535,85,30,44,13,117,308,252,105,13,106,206,22,107,18,18,15,32,16,15,21,14,12,41,773,452,20,15,9,15,12,15,21,39,20,16,16,16,20,11,13,9,7,18,14,7,16,12,21,29,20,46,30,13,6,24,108,31,22,36,75,87,21,43,38,42,832,783,611,602,466,3759,516,46
"OTU_2399",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,0,0,0,1,4,2,0,0,4,1,0,4,1,0,3,2,1,1,0,1,0,6,2,1,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4,15,27,3,4,0,2,0,0,0,0,15,11,0,6,0,2,9,5,1,5,1,0,2,0
"OTU_684",1,0,1,0,2,3,3,0,2,1,0,3,8,3,18,2,0,2,3,6,2,5,4,3,4,2,1,5,0,3,2,4,25,10,8,7,2,3,3,4,3,3,3,3,1,1,0,2,1,0,0,3,1,1,5,1,0,0,5,5,15,8,22,0,0,1,2,4,1,12,6,1,0,1,1,1,0,1,1,2,0,1,0,4,5,3,2,1,3,0
"OTU_9721",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
"OTU_36",490,470,313,383,23,21,23,82,28,13,5,17,8,11,15,14,9,21,1063,944,1009,807,22,15,24,8,104,41,11,12,11,7,9,7,13,17,6,12,12,18,6,10,13,19,7,13,12,7,10,18,22,11,23,13,8,9,13,6,25,72,14,8,7,7,12,8,16,29,14,6,8,7,8,6,5,8,12,12,18,7,7,14,50,9,5,13,10,8,12,19
"OTU_2853",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,6,5,0,0,0,0,0,5,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_161",1,1,0,1,1,1,2,3,4,1,0,2,1,1,7,2,1,3,2,0,1,2,2,3,1,2,0,1,2,8,9,4,16,26,2,2,0,2,1,3,5,3,2,5,0,1,2,7,13,5,0,0,2,1,0,1,1,0,10,11,0,0,3,0,0,5,8,7,4,6,2,3,0,1,1,0,22,1,1,1,1,0,20,9,3,41,5,1,2,9
"OTU_2335",1,5,2,3,4,1,2,6,0,0,0,2,3,0,2,0,0,1,5,2,0,7,74,10,2,10,1,1,2,1,0,1,1,1,1,1,0,0,1,1,4,1,0,0,0,0,2,1,0,6,0,0,0,1,0,2,2,2,2,1,2,0,0,0,0,6,7,9,2,0,1,1,1,0,2,1,4,1,2,0,0,8,7,0,0,2,3,0,1,0
"OTU_1761",0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,4,1,2,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,1,1,1,13,30,0,0,6,1,16,22,3,2,4,10,7,2,5,14,5,9,17,11,17,4,4,8,2,8,23,34,20
"OTU_13614",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_7321",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6210",0,1,3,0,2,1,1,1,0,0,0,2,1,4,1,4,0,3,0,0,1,0,4,0,1,3,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,8,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,1,0,2,2,2,10
"OTU_2721",1,3,1,3,19,51,18,2,59,4,10,19,1,0,3,14,10,1,12,7,14,26,0,2,2,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,1,2,0,2,1,0,2,2,0,1,0,0,0,0,1,1,0
"OTU_192",52,78,42,28,187,303,56,52,81,34,21,23,24,6,17,19,30,9,41,14,19,58,36,37,17,4,28,65,4,11,3,16,32,19,3,30,8,15,31,9,11,16,8,45,20,42,24,19,5,24,3,7,3,4,6,8,49,39,85,41,22,5,4,1,3,11,12,26,75,16,15,6,16,56,7,10,37,18,5,14,5,27,28,11,2,7,9,8,11,25
"OTU_3056",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,8,0,0,0,0,0,1,0,1,1,2,0,3,0,0,0,1,0,1,25,70,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,7,1
"OTU_9188",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,6,10,2,0,0,0,0,0,0,0,3,1,0,0,0,0,4,3,1,7,0,0,1,2
"OTU_12498",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_171",3,8,3,4,6,4,2,3,4,0,1,1,5,3,3,13,3,6,3,6,1,9,8,5,4,1,0,4,1,3,1,1,1,2,1,2,0,2,6,53,15,23,11,18,0,5,3,2,0,18,1,1,1,1,0,0,1,0,17,5,31,33,11,1,0,1,0,0,0,1,2,0,1,0,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,1
"OTU_471",4,3,5,6,6,3,3,6,6,1,0,3,2,4,7,3,5,3,4,2,0,3,6,1,1,1,2,1,1,0,5,4,27,26,3,4,1,4,2,8,4,8,2,3,1,3,1,10,16,5,2,1,1,2,0,0,1,2,18,22,24,4,22,3,1,2,2,14,23,36,24,10,6,4,0,2,1,3,5,1,1,3,8,16,18,35,20,15,38,61
"OTU_4607",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1230",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5549",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"OTU_2714",5,2,2,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,13,2,0,0,0,0,0,4,1,1,0,0,2,0,0,0,4,0,2,0,2
"OTU_3620",3,5,4,3,2,9,4,20,20,14,4,4,0,0,0,1,0,0,13,10,1,8,2,4,1,2,3,0,0,4,0,0,1,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,1,0,1,1,0
"OTU_3",14,12,8,14,18,13,10,17,16,19,13,14,29,33,99,321,18,80,19,19,8,24,37,34,61,18,20,16,16,14,32,22,20,33,30,19,17,15,8,219,3474,2290,2,4,1,2,4,1,3,10,2,1,2,0,0,0,6,1,2,7,5,4,0,0,0,2,0,5,5,1,5,6,32,4,6,3,1,6,5,5,1,2,92,74,61,95,14,254,51,1
"OTU_12367",1,0,0,0,0,0,0,0,0,1,0,0,3,2,2,26,3,2,0,0,0,0,1,2,1,0,0,0,0,4,6,6,14,8,0,4,0,5,3,1,2,4,0,1,0,0,0,1,1,2,0,0,0,2,0,1,2,0,0,1,10,2,0,1,6,6,4,10,6,1,0,9,7,9,9,7,2,7,3,8,7,2,11,3,8,8,11,34,4,10
"OTU_7074",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_605",4,0,1,0,1,3,0,2,2,0,2,0,2,1,1,0,0,1,2,1,2,0,3,2,0,0,1,0,0,3,1,4,2,4,2,2,2,0,0,2,2,4,0,0,0,2,2,0,2,1,0,2,1,0,1,0,0,0,9,12,54,65,14,0,0,0,1,4,1,13,9,0,0,1,3,2,4,3,2,2,2,0,0,0,3,2,1,0,3,16
"OTU_2808",52,55,24,22,4,6,10,47,2,0,0,1,1,3,2,2,1,1,19,14,3,15,7,2,4,4,1,3,2,2,0,5,4,10,5,1,1,1,1,1,1,2,2,2,2,0,4,6,2,2,1,0,1,1,2,0,2,3,18,9,1,1,1,1,1,5,5,17,15,15,11,1,2,1,1,0,13,2,9,8,2,78,10,0,13,27,5,12,3,110
"OTU_13923",1,0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,1,0,2,0,1,1,2,0,0,0,2,1,2,0,0,2,1,1,7,4,12,11,11,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
"OTU_94",22,63,20,10,11,11,15,85,118,115,64,89,13,8,18,54,66,25,19,25,33,21,50,14,8,16,53,40,2,44,9,8,12,20,17,10,4,5,10,8,5,7,6,11,1,12,10,16,5,12,3,9,3,3,4,8,3,6,13,15,24,17,14,5,6,33,34,70,59,44,11,10,6,10,6,15,55,21,20,58,31,87,38,22,25,20,24,11,35,114
"OTU_1805",31,2,1,3,1,1,1,17,13,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"OTU_123",26,57,29,3,14,16,17,41,11,4,0,10,8,5,8,6,7,8,10,7,7,5,27,7,10,17,11,8,5,13,4,3,7,11,7,12,7,6,13,10,8,16,4,40,5,18,18,49,15,44,9,8,6,2,1,7,3,7,82,63,26,19,8,1,5,5,6,32,47,54,82,4,1,5,4,2,28,3,37,18,6,22,66,12,28,39,10,19,20,22
"OTU_859",0,2,1,1,1,1,1,1,0,2,0,1,0,0,3,3,0,0,3,3,1,2,1,5,1,0,1,0,3,1,4,3,2,8,10,3,30,7,0,1,2,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,1,0
"OTU_2317",2,3,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,1,1,12,3,0,0,1,1,1,1,6,3,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,11,2,1,0,0
"OTU_6062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1646",0,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,1,1,0,2,0,0,1,0,0,1,0,1,0,1,5,24,24,38,1,0,0,1,0,5,3,6,26,26,9,17,21,1,5,11,8,6,37,7,9,13,25,16,5,2,1,0,1,0,1,3,0,3,12,33,14,0,0,2,1,1,0,0,1,0,0,1,0,0,0,2,0,2,2,5
"OTU_387",0,2,0,0,1,0,0,3,3,0,1,0,1,1,1,2,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0,2,0,0,126,100,15,31,221,2,0,1,6,6,2,4,8,0,0,0,1,0,1,2,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_5862",0,4,1,3,4,15,2,2,39,28,8,7,1,0,1,0,0,0,68,15,27,6,0,1,1,0,0,0,1,5,1,0,0,3,7,2,0,0,1,0,0,1,3,3,2,6,11,1,2,0,1,1,0,1,0,0,2,1,3,3,3,8,2,0,0,0,3,5,3,2,2,1,3,3,0,0,0,3,2,0,0,1,1,4,3,2,3,3,4,3
"OTU_37",23,12,6,7,9,17,3,14,33,5,4,5,0,6,7,14,5,4,8,8,1,10,12,13,7,2,4,2,4,9,3,10,38,10,2,6,5,2,3,6,6,13,6,25,3,17,14,38,8,34,4,10,7,9,9,4,5,5,89,118,259,198,197,4,6,18,29,83,99,196,74,13,3,15,4,14,107,8,34,33,8,46,116,20,37,94,85,46,21,237
"OTU_5586",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU_4302",0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"OTU_3060",0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,3,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,4,11,0,1,0,0,1,0,14,3,0,6,4,0,7,1,0,6,1,1,0,0,1,0,0,10,1,0,0,1,1,2,0,8,2,1,3,0,1,2,3,4,3,0,10,2,4,1,4,17,1,3,3,1,11,7,15,4,1
"OTU_7055",1,1,1,1,0,1,1,5,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6,1,0,2,0,2,6,0,5,4,5,0,8,1,4,4,2,2,2,3,0,4,4
"OTU_14201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"OTU_2859",3,5,5,0,0,0,2,2,0,1,0,1,0,0,0,1,1,2,0,0,0,0,1,1,0,1,0,1,0,7,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,0
"OTU_2653",0,0,0,0,2,1,0,2,3,0,0,0,0,0,1,0,2,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1494",1,2,3,4,2,2,4,0,1,1,1,4,1,0,1,2,0,1,9,6,8,39,0,0,0,1,1,0,1,1,0,1,1,5,1,3,0,1,1,2,2,2,0,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,3,2,5,8,0,0,0,5,2,0,2,0,3,2,0,1,0,2,9
"OTU_993",1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,2,2,0,0,1,0,0,1,0,1,1,132,96,8,24,235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_5177",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"OTU_575",0,2,1,2,1,2,0,1,2,0,0,3,1,6,3,5,4,4,1,2,0,3,18,6,1,21,3,1,0,1,2,0,0,2,1,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4513",1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,47,0,44,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_12911",3,0,0,1,2,0,1,2,2,0,1,2,1,1,0,1,0,1,2,1,1,1,3,1,0,0,1,0,0,0,1,1,0,0,1,6,1,0,1,1,1,0,0,1,0,1,0,13,7,8,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,1,0,1,0,0,1,0,0
"OTU_3800",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12389",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,3,2,4,0,0,1,0,1,1,2,1,8,9,22,19,9,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,16,0,0,0,0,2,2,0,2,1,2,0
"OTU_2480",1,1,0,0,0,0,1,3,1,0,1,0,1,1,1,20,4,3,3,1,1,1,1,2,1,1,8,14,0,5,0,1,0,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4307",0,1,1,0,1,0,0,2,1,1,0,1,1,1,3,4,6,2,1,0,2,2,0,1,0,1,3,2,1,2,0,0,1,1,0,4,0,5,0,1,0,1,0,0,1,10,3,1,1,10,1,0,0,0,0,0,0,3,5,14,44,14,18,1,1,1,3,19,4,1,1,2,2,2,1,2,31,0,2,0,0,1,14,0,1,11,17,3,0,2
"OTU_8662",5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_3827",1,1,1,0,1,0,3,1,0,1,0,2,0,0,0,0,0,0,1,0,0,1,1,2,1,0,1,1,5,3,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_592",5,9,0,4,1,2,3,5,4,3,0,2,3,2,14,43,3,23,2,1,1,1,7,17,5,4,1,8,2,48,6,3,2,15,2,5,2,2,8,2,3,9,3,9,5,3,6,9,4,16,7,10,17,4,8,11,3,78,3,5,7,0,2,14,11,13,11,21,9,3,0,2,8,6,6,11,19,29,2,35,12,46,17,13,5,2,3,6,9,30
"OTU_243",13,0,1,0,0,0,3,1,1,3,0,1,3,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,3,0,2,0,8,0,4,2,2,1,2,1,0,2,7,221,74,46,0,0,4,2,17,12,23,8,1,0,1,5,2,46,1,49,2,1,6,4,5,0,14,16,2,5,462
"OTU_1344",0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
