"","from","to","r","FDR","linecolor","linesize"
"19145","Species65","K00001",0,1,"negative",0
"19146","Species66","K00001",0,1,"negative",0
"19147","Species67","K00001",0,1,"negative",0
"19148","Species68","K00001",0,1,"negative",0
"19149","Species69","K00001",0,1,"negative",0
"19150","Species70","K00001",0,1,"negative",0
"19151","Species71","K00001",NA,NA,NA,NA
"19152","Species72","K00001",0,1,"negative",0
"19153","Species73","K00001",0,1,"negative",0
"19154","Species74","K00001",0,1,"negative",0
"19155","Species75","K00001",0,1,"negative",0
"19156","Species76","K00001",0,1,"negative",0
"19157","Species77","K00001",0,1,"negative",0
"19158","Species78","K00001",0,1,"negative",0
"19159","Species79","K00001",0,1,"negative",0
"19160","Species80","K00001",0,1,"negative",0
"19161","Species81","K00001",0,1,"negative",0
"19162","Species82","K00001",0,0.674827092443613,"negative",0
"19163","Species83","K00001",0,0.978680798139022,"negative",0
"19164","Species84","K00001",0,1,"negative",0
"19165","Species85","K00001",NA,NA,NA,NA
"19166","Species86","K00001",0,1,"negative",0
"19167","Species87","K00001",0,1,"negative",0
"19168","Species88","K00001",0,1,"negative",0
"19169","Species89","K00001",0,1,"negative",0
"19170","Species90","K00001",0,1,"negative",0
"19171","Species91","K00001",0,1,"negative",0
"19172","Species92","K00001",0,1,"negative",0
"19173","Species93","K00001",0,1,"negative",0
"19174","Species94","K00001",0,1,"negative",0
"19175","Species95","K00001",0,1,"negative",0
"19176","Species96","K00001",0,1,"negative",0
"19177","Species97","K00001",0,1,"negative",0
"19178","Species98","K00001",0,1,"negative",0
"19179","Species99","K00001",0,1,"negative",0
"19180","Species100","K00001",0,1,"negative",0
"19181","Species101","K00001",0,1,"negative",0
"19182","Species102","K00001",0,1,"negative",0
"19183","Species103","K00001",0,1,"negative",0
"19184","Species104","K00001",0,1,"negative",0
"19185","Species105","K00001",0,1,"negative",0
"19186","Species106","K00001",0,1,"negative",0
"19187","Species107","K00001",0,1,"negative",0
"19188","Species108","K00001",0,1,"negative",0
"19189","Species109","K00001",0,1,"negative",0
"19190","Species110","K00001",NA,NA,NA,NA
"19191","Species111","K00001",0,1,"negative",0
"19192","Species112","K00001",0,1,"negative",0
"19193","Species113","K00001",0,1,"negative",0
"19194","Species114","K00001",0,1,"negative",0
"19195","Species115","K00001",0,1,"negative",0
"19196","Species116","K00001",0,1,"negative",0
"19197","Species117","K00001",0,1,"negative",0
"19198","Species118","K00001",0,1,"negative",0
"19199","Species119","K00001",0,1,"negative",0
"19200","Species120","K00001",0,1,"negative",0
"19201","K00001","K00001",1,0,"positive",1
"19202","K00002","K00001",0.690485193621386,0.0352189512702381,"positive",0.690485193621386
"19203","K00003","K00001",0,0.997966816321444,"negative",0
"19204","K00004","K00001",0,1,"negative",0
"19205","K00005","K00001",0,1,"negative",0
"19206","K00006","K00001",0,0.67772441701989,"negative",0
"19207","K00007","K00001",0.609251641430635,0.126380477226468,"positive",0.609251641430635
"19208","K00008","K00001",0,0.866200895277004,"negative",0
"19209","K00009","K00001",0.703314050608816,0.0274222110550058,"positive",0.703314050608816
"19210","K00010","K00001",0.736255192305026,0.0135078489075374,"positive",0.736255192305026
"19211","K00011","K00001",0.699511143864803,0.0295948332664645,"positive",0.699511143864803
"19212","K00012","K00001",0.554217495982965,0.233527291720837,"positive",0.554217495982965
"19213","K00013","K00001",0,1,"negative",0
"19214","K00014","K00001",0.477286423705005,0.411439555978538,"positive",0.477286423705005
"19215","K00015","K00001",0.449814523432715,0.49861699635925,"positive",0.449814523432715
"19216","K00016","K00001",0.569060655483669,0.202568454441086,"positive",0.569060655483669
"19217","K00017","K00001",0,1,"negative",0
"19218","K00018","K00001",0.663400949827779,0.0588497234280183,"positive",0.663400949827779
"19219","K00019","K00001",0.444991937549423,0.512554215375041,"positive",0.444991937549423
"19220","K00020","K00001",0,1,"negative",0
"19221","K00021","K00001",0,1,"negative",0
"19222","K00022","K00001",0,1,"negative",0
"19223","K00023","K00001",0.57833712431509,0.183804198148523,"positive",0.57833712431509
"19224","K00024","K00001",0,1,"negative",0
"19225","K00025","K00001",0.448497718783116,0.503409453351154,"positive",0.448497718783116
"19226","K00026","K00001",0.455489980592614,0.482579404129244,"positive",0.455489980592614
"19227","K00027","K00001",0.472740838717338,0.427037787851417,"positive",0.472740838717338
"19228","K00028","K00001",0.710844179630324,0.0240189476394274,"positive",0.710844179630324
"19229","K00029","K00001",0,0.947954097472687,"negative",0
"19230","K00030","K00001",0,1,"negative",0
"19231","K00031","K00001",0.732255568467459,0.0148550008119315,"positive",0.732255568467459
"19232","K00032","K00001",0,1,"negative",0
"19233","K00033","K00001",0,1,"negative",0
"19234","K00034","K00001",0,0.535916941389303,"negative",0
"19235","K00035","K00001",0,1,"negative",0
"19236","K00036","K00001",0,1,"negative",0
"19237","K00037","K00001",0,0.956575867818846,"negative",0
"19238","K00038","K00001",0,1,"negative",0
"19239","K00039","K00001",0.564621619390621,0.211982216749316,"positive",0.564621619390621
"19240","Species01","K00002",0,1,"negative",0
"19241","Species02","K00002",0,1,"negative",0
"19242","Species03","K00002",0,1,"negative",0
"19243","Species04","K00002",0,1,"negative",0
"19244","Species05","K00002",0,1,"negative",0
"19245","Species06","K00002",0,1,"negative",0
"19246","Species07","K00002",0,1,"negative",0
"19247","Species08","K00002",0,1,"negative",0
"19248","Species09","K00002",0,1,"negative",0
"19249","Species10","K00002",0,1,"negative",0
"19250","Species11","K00002",0,1,"negative",0
"19251","Species12","K00002",0,1,"negative",0
"19252","Species13","K00002",0,1,"negative",0
"19253","Species14","K00002",0,1,"negative",0
"19254","Species15","K00002",0,1,"negative",0
"19255","Species16","K00002",0,1,"negative",0
"19256","Species17","K00002",0,1,"negative",0
"19257","Species18","K00002",0,1,"negative",0
"19258","Species19","K00002",0,0.811501416179006,"negative",0
"19259","Species20","K00002",0,1,"negative",0
"19260","Species21","K00002",0,1,"negative",0
"19261","Species22","K00002",0,1,"negative",0
"19262","Species23","K00002",0,1,"negative",0
"19263","Species24","K00002",0,1,"negative",0
"19264","Species25","K00002",0,1,"negative",0
"19265","Species26","K00002",0,1,"negative",0
"19266","Species27","K00002",0,1,"negative",0
"19267","Species28","K00002",0,1,"negative",0
"19268","Species29","K00002",0,1,"negative",0
"19269","Species30","K00002",0,1,"negative",0
"19270","Species31","K00002",NA,NA,NA,NA
"19271","Species32","K00002",0,1,"negative",0
"19272","Species33","K00002",0,1,"negative",0
"19273","Species34","K00002",0,1,"negative",0
"19274","Species35","K00002",0,1,"negative",0
"19275","Species36","K00002",0,1,"negative",0
"19276","Species37","K00002",0,1,"negative",0
"19277","Species38","K00002",0,1,"negative",0
"19278","Species39","K00002",NA,NA,NA,NA
"19279","Species40","K00002",0,1,"negative",0
"19280","Species41","K00002",0,1,"negative",0
"19281","Species42","K00002",0,0.911633332097271,"negative",0
"19282","Species43","K00002",0,1,"negative",0
"19283","Species44","K00002",0,1,"negative",0
"19284","Species45","K00002",0,1,"negative",0
"19285","Species46","K00002",NA,NA,NA,NA
"19286","Species47","K00002",0,1,"negative",0
"19287","Species48","K00002",0,1,"negative",0
"19288","Species49","K00002",0,1,"negative",0
"19289","Species50","K00002",0,1,"negative",0
"19290","Species51","K00002",0,1,"negative",0
"19291","Species52","K00002",0,1,"negative",0
"19292","Species53","K00002",0,1,"negative",0
"19293","Species54","K00002",0,1,"negative",0
"19294","Species55","K00002",0,1,"negative",0
"19295","Species56","K00002",0,1,"negative",0
"19296","Species57","K00002",0,1,"negative",0
"19297","Species58","K00002",0,1,"negative",0
"19298","Species59","K00002",0,1,"negative",0
"19299","Species60","K00002",0,0.517870794897599,"negative",0
"19300","Species61","K00002",0,1,"negative",0
"19301","Species62","K00002",NA,NA,NA,NA
"19302","Species63","K00002",0,0.910258721694876,"negative",0
"19303","Species64","K00002",0,1,"negative",0
"19304","Species65","K00002",0,1,"negative",0
"19305","Species66","K00002",0,0.674827092443613,"negative",0
"19306","Species67","K00002",0,1,"negative",0
"19307","Species68","K00002",0,1,"negative",0
"19308","Species69","K00002",0,1,"negative",0
"19309","Species70","K00002",0,1,"negative",0
"19310","Species71","K00002",NA,NA,NA,NA
"19311","Species72","K00002",0,1,"negative",0
"19312","Species73","K00002",0,1,"negative",0
"19313","Species74","K00002",0,1,"negative",0
"19314","Species75","K00002",0,1,"negative",0
"19315","Species76","K00002",0,1,"negative",0
"19316","Species77","K00002",0,1,"negative",0
"19317","Species78","K00002",0,1,"negative",0
"19318","Species79","K00002",0,1,"negative",0
"19319","Species80","K00002",0,1,"negative",0
"19320","Species81","K00002",0,0.987187193434872,"negative",0
"19321","Species82","K00002",0.719330780342638,0.307994078514529,"positive",0.719330780342638
"19322","Species83","K00002",0,1,"negative",0
"19323","Species84","K00002",0,1,"negative",0
"19324","Species85","K00002",NA,NA,NA,NA
"19325","Species86","K00002",0,1,"negative",0
"19326","Species87","K00002",0,1,"negative",0
"19327","Species88","K00002",0,1,"negative",0
"19328","Species89","K00002",0,1,"negative",0
"19329","Species90","K00002",0,1,"negative",0
"19330","Species91","K00002",0,1,"negative",0
"19331","Species92","K00002",0,1,"negative",0
"19332","Species93","K00002",0,1,"negative",0
"19333","Species94","K00002",0,1,"negative",0
"19334","Species95","K00002",0,1,"negative",0
"19335","Species96","K00002",0,1,"negative",0
"19336","Species97","K00002",0,1,"negative",0
"19337","Species98","K00002",0,1,"negative",0
"19338","Species99","K00002",0,1,"negative",0
"19339","Species100","K00002",0,1,"negative",0
"19340","Species101","K00002",0,1,"negative",0
"19341","Species102","K00002",0,1,"negative",0
"19342","Species103","K00002",0,1,"negative",0
"19343","Species104","K00002",0,1,"negative",0
"19344","Species105","K00002",0,1,"negative",0
"19345","Species106","K00002",0,1,"negative",0
"19346","Species107","K00002",0,1,"negative",0
"19347","Species108","K00002",0,1,"negative",0
"19348","Species109","K00002",0,1,"negative",0
"19349","Species110","K00002",NA,NA,NA,NA
"19350","Species111","K00002",0,0.94216845824885,"negative",0
"19351","Species112","K00002",0,1,"negative",0
"19352","Species113","K00002",0,1,"negative",0
"19353","Species114","K00002",0,1,"negative",0
"19354","Species115","K00002",0,1,"negative",0
"19355","Species116","K00002",0,1,"negative",0
"19356","Species117","K00002",0,1,"negative",0
"19357","Species118","K00002",0,0.987187193434872,"negative",0
"19358","Species119","K00002",0,1,"negative",0
"19359","Species120","K00002",0,1,"negative",0
"19360","K00001","K00002",0.690485193621386,0.394738041343657,"positive",0.690485193621386
"19361","K00002","K00002",1,1.83355755222306e-137,"positive",1
"19362","K00003","K00002",0,0.910258721694876,"negative",0
"19363","K00004","K00002",0,1,"negative",0
"19364","K00005","K00002",0,1,"negative",0
"19365","K00006","K00002",0,0.883643179332664,"negative",0
"19366","K00007","K00002",0.705417607223476,0.0263482656714325,"positive",0.705417607223476
"19367","K00008","K00002",0.663927687654526,0.0582576211803374,"positive",0.663927687654526
"19368","K00009","K00002",0.872316941056031,6.13915081332302e-05,"positive",0.872316941056031
"19369","K00010","K00002",0.604050981041506,0.132796601049291,"positive",0.604050981041506
"19370","K00011","K00002",0.81339352896915,0.00118243881715551,"positive",0.81339352896915
"19371","K00012","K00002",0.806026879904968,0.00158401191058285,"positive",0.806026879904968
"19372","K00013","K00002",0,1,"negative",0
"19373","K00014","K00002",0.682094222768124,0.0412697679578903,"positive",0.682094222768124
"19374","K00015","K00002",0.796531588538283,0.00225106361838251,"positive",0.796531588538283
"19375","K00016","K00002",0.706685845376145,0.0260056901605861,"positive",0.706685845376145
"19376","K00017","K00002",0,1,"negative",0
"19377","K00018","K00002",0.94073778134474,9.43034539870981e-08,"positive",0.94073778134474
"19378","K00019","K00002",0.566358521156502,0.207250633864444,"positive",0.566358521156502
"19379","K00020","K00002",0,0.604413293033693,"negative",0
"19380","K00021","K00002",0,0.926717889933446,"negative",0
"19381","K00022","K00002",0,0.939190953022858,"negative",0
"19382","K00023","K00002",0.793511736909715,0.00248487487265855,"positive",0.793511736909715
"19383","K00024","K00002",0,0.731427383785599,"negative",0
"19384","K00025","K00002",0.669210220782504,0.053064376583362,"positive",0.669210220782504
"19385","K00026","K00002",0.489779049711079,0.379624599389726,"positive",0.489779049711079
"19386","K00027","K00002",0.632073979765128,0.0930238781281562,"positive",0.632073979765128
"19387","K00028","K00002",0.883616383297689,2.88362762144916e-05,"positive",0.883616383297689
"19388","K00029","K00002",0,0.944266226893477,"negative",0
"19389","K00030","K00002",0,1,"negative",0
"19390","K00031","K00002",0.88726960784141,2.21706957517375e-05,"positive",0.88726960784141
"19391","K00032","K00002",0,1,"negative",0
"19392","K00033","K00002",0,0.951286285222375,"negative",0
"19393","K00034","K00002",0.750303645044937,0.00931766698854201,"positive",0.750303645044937
"19394","K00035","K00002",0,1,"negative",0
"19395","K00036","K00002",-0.480322369352723,0.404447326584862,"negative",0.480322369352723
"19396","K00037","K00002",0,0.867202656582404,"negative",0
"19397","K00038","K00002",0,0.975985955554649,"negative",0
"19398","K00039","K00002",0.778266554644399,0.00413123528292732,"positive",0.778266554644399
"19399","Species01","K00003",0,1,"negative",0
"19400","Species02","K00003",0,1,"negative",0
"19401","Species03","K00003",0,1,"negative",0
"19402","Species04","K00003",0,1,"negative",0
"19403","Species05","K00003",0,1,"negative",0
"19404","Species06","K00003",0,1,"negative",0
"19405","Species07","K00003",0,1,"negative",0
"19406","Species08","K00003",0,1,"negative",0
"19407","Species09","K00003",0,1,"negative",0
"19408","Species10","K00003",0,1,"negative",0
"19409","Species11","K00003",0,1,"negative",0
"19410","Species12","K00003",0,1,"negative",0
"19411","Species13","K00003",0,0.78487245494022,"negative",0
"19412","Species14","K00003",0,1,"negative",0
"19413","Species15","K00003",0,1,"negative",0
"19414","Species16","K00003",0,1,"negative",0
"19415","Species17","K00003",0,1,"negative",0
"19416","Species18","K00003",0,1,"negative",0
"19417","Species19","K00003",0,1,"negative",0
"19418","Species20","K00003",0,1,"negative",0
"19419","Species21","K00003",0,1,"negative",0
"19420","Species22","K00003",0,1,"negative",0
"19421","Species23","K00003",0,1,"negative",0
"19422","Species24","K00003",0,1,"negative",0
"19423","Species25","K00003",0,1,"negative",0
"19424","Species26","K00003",0,1,"negative",0
"19425","Species27","K00003",0,1,"negative",0
"19426","Species28","K00003",0,1,"negative",0
"19427","Species29","K00003",0,1,"negative",0
"19428","Species30","K00003",0,1,"negative",0
"19429","Species31","K00003",NA,NA,NA,NA
"19430","Species32","K00003",0,1,"negative",0
"19431","Species33","K00003",0,1,"negative",0
"19432","Species34","K00003",0,1,"negative",0
"19433","Species35","K00003",0,1,"negative",0
"19434","Species36","K00003",0,1,"negative",0
"19435","Species37","K00003",0,1,"negative",0
"19436","Species38","K00003",0,1,"negative",0
"19437","Species39","K00003",NA,NA,NA,NA
"19438","Species40","K00003",0,1,"negative",0
"19439","Species41","K00003",0,1,"negative",0
"19440","Species42","K00003",0,0.872024954570264,"negative",0
"19441","Species43","K00003",0,1,"negative",0
"19442","Species44","K00003",0,1,"negative",0
"19443","Species45","K00003",0,1,"negative",0
"19444","Species46","K00003",NA,NA,NA,NA
"19445","Species47","K00003",0,1,"negative",0
"19446","Species48","K00003",0,0.94384394835099,"negative",0
"19447","Species49","K00003",0,1,"negative",0
"19448","Species50","K00003",0,1,"negative",0
"19449","Species51","K00003",0,0.992479398817344,"negative",0
"19450","Species52","K00003",0,1,"negative",0
"19451","Species53","K00003",0,1,"negative",0
"19452","Species54","K00003",0,1,"negative",0
"19453","Species55","K00003",0,1,"negative",0
"19454","Species56","K00003",0,1,"negative",0
"19455","Species57","K00003",0,1,"negative",0
"19456","Species58","K00003",0,1,"negative",0
"19457","Species59","K00003",0,1,"negative",0
"19458","Species60","K00003",0,1,"negative",0
"19459","Species61","K00003",0,1,"negative",0
"19460","Species62","K00003",NA,NA,NA,NA
"19461","Species63","K00003",0,1,"negative",0
"19462","Species64","K00003",0,0.973704138610314,"negative",0
"19463","Species65","K00003",0,1,"negative",0
"19464","Species66","K00003",0,0.977069113209497,"negative",0
"19465","Species67","K00003",0,1,"negative",0
"19466","Species68","K00003",0,0.967559874437101,"negative",0
"19467","Species69","K00003",0,1,"negative",0
"19468","Species70","K00003",0,1,"negative",0
"19469","Species71","K00003",NA,NA,NA,NA
"19470","Species72","K00003",0,1,"negative",0
"19471","Species73","K00003",0,1,"negative",0
"19472","Species74","K00003",0,0.818157337775264,"negative",0
"19473","Species75","K00003",0,1,"negative",0
"19474","Species76","K00003",0,1,"negative",0
"19475","Species77","K00003",0,1,"negative",0
"19476","Species78","K00003",0,1,"negative",0
"19477","Species79","K00003",0,1,"negative",0
"19478","Species80","K00003",0,1,"negative",0
"19479","Species81","K00003",0,0.851312555439352,"negative",0
"19480","Species82","K00003",0,1,"negative",0
"19481","Species83","K00003",0,0.869132532500956,"negative",0
"19482","Species84","K00003",0,1,"negative",0
"19483","Species85","K00003",NA,NA,NA,NA
"19484","Species86","K00003",0,1,"negative",0
"19485","Species87","K00003",0,0.891492150751592,"negative",0
"19486","Species88","K00003",0,0.589696238173368,"negative",0
"19487","Species89","K00003",0,0.524015629195595,"negative",0
"19488","Species90","K00003",0,1,"negative",0
"19489","Species91","K00003",0,1,"negative",0
"19490","Species92","K00003",0,1,"negative",0
"19491","Species93","K00003",0,1,"negative",0
"19492","Species94","K00003",0,0.845108972198038,"negative",0
"19493","Species95","K00003",0,1,"negative",0
"19494","Species96","K00003",0,1,"negative",0
"19495","Species97","K00003",0,1,"negative",0
"19496","Species98","K00003",0,1,"negative",0
"19497","Species99","K00003",0,0.870724309444452,"negative",0
"19498","Species100","K00003",0,1,"negative",0
"19499","Species101","K00003",0,1,"negative",0
"19500","Species102","K00003",0,1,"negative",0
"19501","Species103","K00003",0,1,"negative",0
"19502","Species104","K00003",0,0.984817140679965,"negative",0
"19503","Species105","K00003",0,1,"negative",0
"19504","Species106","K00003",0,1,"negative",0
"19505","Species107","K00003",0,1,"negative",0
"19506","Species108","K00003",0,1,"negative",0
"19507","Species109","K00003",0,0.970838059990961,"negative",0
"19508","Species110","K00003",NA,NA,NA,NA
"19509","Species111","K00003",0,0.941603723375741,"negative",0
"19510","Species112","K00003",0,1,"negative",0
"19511","Species113","K00003",0,1,"negative",0
"19512","Species114","K00003",0,0.870724309444452,"negative",0
"19513","Species115","K00003",0,1,"negative",0
"19514","Species116","K00003",0,1,"negative",0
"19515","Species117","K00003",0,0.685826902508568,"negative",0
"19516","Species118","K00003",0,0.851312555439352,"negative",0
"19517","Species119","K00003",0,1,"negative",0
"19518","Species120","K00003",0,1,"negative",0
"19519","K00001","K00003",0,1,"negative",0
"19520","K00002","K00003",0,1,"negative",0
"19521","K00003","K00003",1,4.13414142490566e-140,"positive",1
"19522","K00004","K00003",0.502346921869945,0.34827743918603,"positive",0.502346921869945
"19523","K00005","K00003",0.605582396847428,0.129868711094286,"positive",0.605582396847428
"19524","K00006","K00003",0,0.972989051297886,"negative",0
"19525","K00007","K00003",0,1,"negative",0
"19526","K00008","K00003",0,1,"negative",0
"19527","K00009","K00003",0,0.879934282385039,"negative",0
"19528","K00010","K00003",0,1,"negative",0
"19529","K00011","K00003",-0.553724537100454,0.23434245680751,"negative",0.553724537100454
"19530","K00012","K00003",0,1,"negative",0
"19531","K00013","K00003",0,0.589696238173368,"negative",0
"19532","K00014","K00003",0,0.824091620973409,"negative",0
"19533","K00015","K00003",0,1,"negative",0
"19534","K00016","K00003",0,0.776301079782876,"negative",0
"19535","K00017","K00003",0,0.913730869191286,"negative",0
"19536","K00018","K00003",0,1,"negative",0
"19537","K00019","K00003",0,1,"negative",0
"19538","K00020","K00003",-0.611358385728936,0.124321360266222,"negative",0.611358385728936
"19539","K00021","K00003",0.514718344817689,0.317193388577067,"positive",0.514718344817689
"19540","K00022","K00003",0.529434255892344,0.285127777859232,"positive",0.529434255892344
"19541","K00023","K00003",0,0.801280055463627,"negative",0
"19542","K00024","K00003",0,0.746499988520115,"negative",0
"19543","K00025","K00003",0,0.588183227033778,"negative",0
"19544","K00026","K00003",0,1,"negative",0
"19545","K00027","K00003",0,1,"negative",0
"19546","K00028","K00003",0,0.535916941389303,"negative",0
"19547","K00029","K00003",0.674678111587983,0.0478620914166249,"positive",0.674678111587983
"19548","K00030","K00003",0.558373431774664,0.222858081657887,"positive",0.558373431774664
"19549","K00031","K00003",0,0.535916941389303,"negative",0
"19550","K00032","K00003",0.636661966230148,0.0878890483809142,"positive",0.636661966230148
"19551","K00033","K00003",-0.689543763181697,0.0358365521052082,"negative",0.689543763181697
"19552","K00034","K00003",0,0.972989051297886,"negative",0
"19553","K00035","K00003",0,1,"negative",0
"19554","K00036","K00003",0,0.659638747391486,"negative",0
"19555","K00037","K00003",0.619082042931792,0.112658622502362,"positive",0.619082042931792
"19556","K00038","K00003",0,1,"negative",0
"19557","K00039","K00003",0,1,"negative",0
"19558","Species01","K00004",0,1,"negative",0
"19559","Species02","K00004",0,1,"negative",0
"19560","Species03","K00004",0,1,"negative",0
"19561","Species04","K00004",0,1,"negative",0
"19562","Species05","K00004",0,1,"negative",0
"19563","Species06","K00004",0,0.889952737896356,"negative",0
"19564","Species07","K00004",0,1,"negative",0
"19565","Species08","K00004",0,1,"negative",0
"19566","Species09","K00004",0,1,"negative",0
"19567","Species10","K00004",0,1,"negative",0
"19568","Species11","K00004",0,1,"negative",0
"19569","Species12","K00004",0,1,"negative",0
"19570","Species13","K00004",0,0.870724309444452,"negative",0
"19571","Species14","K00004",0,1,"negative",0
"19572","Species15","K00004",0,1,"negative",0
"19573","Species16","K00004",0,1,"negative",0
"19574","Species17","K00004",0,1,"negative",0
"19575","Species18","K00004",0,1,"negative",0
"19576","Species19","K00004",0,1,"negative",0
"19577","Species20","K00004",0,1,"negative",0
"19578","Species21","K00004",0,0.896416745827857,"negative",0
"19579","Species22","K00004",0,1,"negative",0
"19580","Species23","K00004",0,1,"negative",0
"19581","Species24","K00004",0,1,"negative",0
"19582","Species25","K00004",0,1,"negative",0
"19583","Species26","K00004",0,1,"negative",0
"19584","Species27","K00004",0,1,"negative",0
"19585","Species28","K00004",0,1,"negative",0
"19586","Species29","K00004",0,1,"negative",0
"19587","Species30","K00004",0,1,"negative",0
"19588","Species31","K00004",NA,NA,NA,NA
"19589","Species32","K00004",0,1,"negative",0
"19590","Species33","K00004",0,1,"negative",0
"19591","Species34","K00004",0,1,"negative",0
"19592","Species35","K00004",0,1,"negative",0
"19593","Species36","K00004",0,1,"negative",0
"19594","Species37","K00004",0,1,"negative",0
"19595","Species38","K00004",0,1,"negative",0
"19596","Species39","K00004",NA,NA,NA,NA
"19597","Species40","K00004",0,1,"negative",0
"19598","Species41","K00004",0,1,"negative",0
"19599","Species42","K00004",0,1,"negative",0
"19600","Species43","K00004",0,1,"negative",0
"19601","Species44","K00004",0,1,"negative",0
"19602","Species45","K00004",0,1,"negative",0
"19603","Species46","K00004",NA,NA,NA,NA
"19604","Species47","K00004",0,1,"negative",0
"19605","Species48","K00004",0,1,"negative",0
"19606","Species49","K00004",0,1,"negative",0
"19607","Species50","K00004",0,1,"negative",0
"19608","Species51","K00004",0,1,"negative",0
"19609","Species52","K00004",0,1,"negative",0
"19610","Species53","K00004",0,0.925755927475585,"negative",0
"19611","Species54","K00004",0,1,"negative",0
"19612","Species55","K00004",0,1,"negative",0
"19613","Species56","K00004",0,1,"negative",0
"19614","Species57","K00004",0,1,"negative",0
"19615","Species58","K00004",0,1,"negative",0
"19616","Species59","K00004",0,1,"negative",0
"19617","Species60","K00004",0,1,"negative",0
"19618","Species61","K00004",0,1,"negative",0
"19619","Species62","K00004",NA,NA,NA,NA
"19620","Species63","K00004",0,1,"negative",0
"19621","Species64","K00004",0,1,"negative",0
"19622","Species65","K00004",0,1,"negative",0
"19623","Species66","K00004",0,1,"negative",0
"19624","Species67","K00004",0,1,"negative",0
"19625","Species68","K00004",0,1,"negative",0
"19626","Species69","K00004",0,1,"negative",0
"19627","Species70","K00004",0,1,"negative",0
"19628","Species71","K00004",NA,NA,NA,NA
"19629","Species72","K00004",0,1,"negative",0
"19630","Species73","K00004",0,1,"negative",0
"19631","Species74","K00004",0,1,"negative",0
"19632","Species75","K00004",0,1,"negative",0
"19633","Species76","K00004",0,1,"negative",0
"19634","Species77","K00004",0,1,"negative",0
"19635","Species78","K00004",0,1,"negative",0
"19636","Species79","K00004",0,1,"negative",0
"19637","Species80","K00004",0,1,"negative",0
"19638","Species81","K00004",0,1,"negative",0
"19639","Species82","K00004",0,1,"negative",0
"19640","Species83","K00004",0,1,"negative",0
"19641","Species84","K00004",0,1,"negative",0
"19642","Species85","K00004",NA,NA,NA,NA
"19643","Species86","K00004",0,1,"negative",0
"19644","Species87","K00004",0,1,"negative",0
"19645","Species88","K00004",0,0.967559874437101,"negative",0
"19646","Species89","K00004",0,1,"negative",0
"19647","Species90","K00004",0,1,"negative",0
"19648","Species91","K00004",0,1,"negative",0
"19649","Species92","K00004",0,1,"negative",0
"19650","Species93","K00004",0,1,"negative",0
"19651","Species94","K00004",0,1,"negative",0
"19652","Species95","K00004",0,1,"negative",0
"19653","Species96","K00004",0,0.957146952715672,"negative",0
"19654","Species97","K00004",0,1,"negative",0
"19655","Species98","K00004",0,1,"negative",0
"19656","Species99","K00004",0,1,"negative",0
"19657","Species100","K00004",0,1,"negative",0
"19658","Species101","K00004",0,1,"negative",0
"19659","Species102","K00004",0,1,"negative",0
"19660","Species103","K00004",0,1,"negative",0
"19661","Species104","K00004",0,1,"negative",0
"19662","Species105","K00004",0,1,"negative",0
"19663","Species106","K00004",0,1,"negative",0
"19664","Species107","K00004",0,1,"negative",0
"19665","Species108","K00004",0,1,"negative",0
"19666","Species109","K00004",0,1,"negative",0
"19667","Species110","K00004",NA,NA,NA,NA
"19668","Species111","K00004",0,1,"negative",0
"19669","Species112","K00004",0,1,"negative",0
"19670","Species113","K00004",0,1,"negative",0
"19671","Species114","K00004",0,1,"negative",0
"19672","Species115","K00004",0,1,"negative",0
"19673","Species116","K00004",0,1,"negative",0
"19674","Species117","K00004",0,1,"negative",0
"19675","Species118","K00004",0,1,"negative",0
"19676","Species119","K00004",0,1,"negative",0
"19677","Species120","K00004",0,1,"negative",0
"19678","K00001","K00004",0,1,"negative",0
"19679","K00002","K00004",0,1,"negative",0
"19680","K00003","K00004",0,0.936378677720945,"negative",0
"19681","K00004","K00004",1,1.83355755222306e-137,"positive",1
"19682","K00005","K00004",0.597621903020732,0.145490869275739,"positive",0.597621903020732
"19683","K00006","K00004",0,0.787078240293626,"negative",0
"19684","K00007","K00004",0,0.651086608152771,"negative",0
"19685","K00008","K00004",0,1,"negative",0
"19686","K00009","K00004",0,1,"negative",0
"19687","K00010","K00004",0,1,"negative",0
"19688","K00011","K00004",0,1,"negative",0
"19689","K00012","K00004",0,0.974298807390151,"negative",0
"19690","K00013","K00004",0.557173948449159,0.225922521030688,"positive",0.557173948449159
"19691","K00014","K00004",0,1,"negative",0
"19692","K00015","K00004",0,1,"negative",0
"19693","K00016","K00004",0,1,"negative",0
"19694","K00017","K00004",0,1,"negative",0
"19695","K00018","K00004",0,1,"negative",0
"19696","K00019","K00004",0,1,"negative",0
"19697","K00020","K00004",0,1,"negative",0
"19698","K00021","K00004",0,1,"negative",0
"19699","K00022","K00004",0,1,"negative",0
"19700","K00023","K00004",0,1,"negative",0
"19701","K00024","K00004",0.51897135178555,0.308788182075911,"positive",0.51897135178555
"19702","K00025","K00004",0,1,"negative",0
"19703","K00026","K00004",0,1,"negative",0
"19704","K00027","K00004",0,1,"negative",0
"19705","K00028","K00004",0,1,"negative",0
"19706","K00029","K00004",0.584429752240852,0.170397864736257,"positive",0.584429752240852
"19707","K00030","K00004",0.620124037212404,0.111306676571944,"positive",0.620124037212404
"19708","K00031","K00004",0,1,"negative",0
