ERR525698	ERR525693	ERR525688	ERR525699	ERR525910	ERR525909	ERR525908	ERR525911	ERR525954	ERR525949
taxa_533	0	0	0	0	0	0	0	0	0	0
taxa_534	0	0	0	0	0	0	0	0	0	0
taxa_535	0	0	0	0	0	0	0	0	0	0
taxa_536	0	0	0	0	0	0	0	0	0	0
taxa_537	0	1	0	0	0	0	0	1	0	0
taxa_538	0	0	0	0	0	0	0	0	0	0
taxa_539	0	0	0	0	0	0	0	0	0	0
taxa_540	0	0	0	0	0	0	0	0	0	0
taxa_541	0	0	0	0	0	0	1	0	0	0
taxa_542	0	0	0	0	0	0	0	0	0	0
taxa_543	0	0	0	0	0	0	0	0	0	1
taxa_544	0	0	0	0	0	0	0	0	0	0
taxa_545	0	0	0	0	0	0	0	0	0	0
taxa_546	0	0	0	0	0	0	0	0	0	0
taxa_547	0	0	0	0	0	0	0	0	0	0
taxa_548	0	0	0	0	0	0	0	0	0	0
taxa_549	0	0	0	0	0	0	0	0	0	0
taxa_550	0	0	0	0	0	0	0	0	0	0
taxa_551	0	0	0	0	0	0	0	0	0	0
taxa_552	0	0	0	0	0	0	0	0	0	0
taxa_553	0	0	0	0	0	0	0	0	0	0
taxa_554	0	1	0	0	0	0	1	0	0	0
taxa_555	0	0	0	0	0	0	0	0	0	0
taxa_556	0	0	0	0	0	0	0	0	0	0
taxa_557	0	0	0	0	0	0	0	0	0	0
taxa_558	0	0	13	6	0	0	7	19	0	2
taxa_559	0	0	0	0	0	0	0	0	0	0
taxa_560	0	0	0	0	0	0	0	0	0	0
taxa_561	0	0	0	2	0	0	0	0	0	0
taxa_562	0	0	0	0	0	0	0	0	0	0
taxa_563	0	0	1	0	0	0	0	0	0	0
taxa_564	0	0	0	0	0	0	0	0	0	0
taxa_565	0	0	2	1	0	0	2	3	2	1
taxa_566	0	0	1	2	0	0	0	0	0	0
taxa_567	0	0	0	0	0	0	1	0	0	5
taxa_568	0	3	17	25	3	1	27	20	0	7
taxa_569	0	0	0	0	0	0	0	0	0	0
taxa_570	0	0	0	1	0	0	0	0	0	0
taxa_571	0	0	0	0	0	0	0	0	0	0
taxa_572	0	0	0	0	0	0	0	0	0	0
taxa_573	0	0	0	0	0	0	0	0	0	0
taxa_574	0	0	0	0	0	0	0	0	0	0
taxa_575	1	2	2	0	1	0	0	2	0	0
taxa_576	0	0	0	0	0	0	0	0	0	0
taxa_577	0	0	1	6	0	1	4	3	6	3
taxa_578	0	0	0	0	0	0	0	0	0	2
taxa_579	0	0	0	0	0	0	0	0	0	0
taxa_580	0	0	0	0	0	0	0	0	0	0
taxa_581	0	0	0	0	0	0	0	0	0	0
taxa_582	0	0	0	0	0	0	0	0	0	0
taxa_583	0	0	0	0	0	0	0	0	0	0
taxa_584	0	0	1	1	0	0	7	0	1	7
taxa_585	0	0	0	0	0	0	0	0	0	0
taxa_586	0	0	0	0	0	0	0	1	0	0
taxa_587	0	0	0	0	0	0	0	0	0	0
taxa_588	0	0	0	0	0	0	0	0	0	0
taxa_589	0	0	0	0	0	0	0	0	0	0
taxa_590	0	0	4	1	0	0	3	2	0	0
taxa_591	0	0	0	0	0	0	0	0	0	0
taxa_592	0	0	0	0	0	0	0	0	0	0
taxa_593	0	0	0	0	0	0	0	0	0	0
taxa_594	0	0	0	0	0	0	0	0	0	0
taxa_595	0	1	2	2	0	0	0	0	0	0
taxa_596	0	0	0	0	0	0	0	0	0	0
taxa_597	0	0	0	1	0	0	0	0	0	0
taxa_598	0	0	0	0	0	0	0	0	0	0
taxa_599	0	0	0	0	0	0	0	0	0	0
taxa_600	0	0	3	2	0	0	0	0	0	0
taxa_601	0	1	0	0	0	1	9	0	0	0
taxa_602	8	8	1	9	21	0	7	7	28	2
taxa_603	15	0	24	23	18	0	10	22	21	0
taxa_604	8	0	5	2	13	0	0	3	19	0
taxa_605	1	0	0	0	0	0	0	0	0	0
taxa_606	0	0	0	0	0	0	0	0	0	0
taxa_607	0	0	0	0	0	0	0	0	0	0
taxa_608	1	0	0	0	0	0	0	0	3	0
taxa_609	0	0	0	0	0	0	0	0	0	0
taxa_610	6	1	0	1	13	0	0	0	19	0
taxa_611	0	0	3	1	0	1	1	1	0	0
taxa_612	0	0	0	0	0	0	0	0	0	0
taxa_613	0	0	0	0	0	0	0	0	0	0
taxa_614	0	0	0	0	0	0	0	0	0	0
taxa_615	0	0	0	0	0	0	0	0	0	0
taxa_616	0	0	0	0	0	0	0	0	0	0
taxa_617	0	0	0	0	0	0	0	0	0	0
taxa_618	0	0	0	0	0	0	0	0	0	0
taxa_619	0	0	0	1	0	0	0	0	0	0
taxa_620	0	0	0	0	0	0	0	0	0	0
taxa_621	0	0	0	0	0	0	0	0	0	0
taxa_622	0	0	0	2	1	0	0	2	0	0
taxa_623	0	0	6	15	2	3	12	27	5	7
taxa_624	0	1	0	2	4	0	2	2	3	3
taxa_625	0	0	0	0	0	0	0	0	0	0
taxa_626	0	0	0	0	0	0	0	0	0	0
taxa_627	0	0	0	0	0	0	36	0	0	10
taxa_628	0	0	0	1	0	0	0	0	0	0
taxa_629	0	0	0	0	0	0	0	0	0	0
taxa_630	2	0	0	1	2	0	3	0	1	0
taxa_631	0	0	0	0	0	0	0	0	0	0
taxa_632	0	0	0	0	0	0	0	0	0	0
taxa_633	1	0	0	1	3	0	2	8	0	0
taxa_634	0	0	0	0	0	0	0	0	0	0
taxa_635	0	0	0	0	0	0	0	0	0	0
taxa_636	0	0	0	0	0	0	0	2	0	0
taxa_637	0	0	0	0	0	0	0	0	0	0
taxa_638	0	0	0	0	0	0	0	0	0	0
taxa_639	0	0	0	0	0	0	0	0	0	0
taxa_640	0	0	0	0	0	0	2	0	0	1
taxa_641	0	0	0	0	0	0	3	0	1	1
taxa_642	0	0	0	0	0	0	0	0	0	0
taxa_643	0	0	0	0	0	0	0	0	0	0
taxa_644	4	6	0	1	0	0	7	1	1	18
taxa_645	0	0	0	0	0	0	1	0	0	0
taxa_646	0	0	0	0	1	0	12	0	0	5
taxa_647	23	8	7	21	2	3	202	14	18	232
taxa_648	0	0	0	0	0	0	0	0	0	0
taxa_649	0	0	0	0	0	0	11	0	0	6
taxa_650	0	0	0	0	0	0	0	0	0	0
taxa_651	0	0	0	0	0	0	2	0	0	4
taxa_652	0	0	0	0	0	0	0	0	0	0
taxa_653	0	0	0	0	0	0	2	0	0	0
taxa_654	0	0	0	0	0	0	0	0	0	0
taxa_655	0	0	0	0	0	0	0	0	0	0
taxa_656	0	0	0	0	0	0	1	0	0	0
taxa_657	0	0	0	0	0	0	0	0	0	0
taxa_658	0	0	0	0	0	0	2	0	0	0
taxa_659	1	7	5	31	1	8	1193	26	4	30
taxa_660	0	0	0	0	0	0	0	0	0	0
taxa_661	0	0	0	0	0	0	0	0	0	0
taxa_662	0	0	0	0	0	0	8	0	0	0
taxa_663	0	0	0	0	0	0	77	0	0	0
taxa_664	0	0	0	0	0	0	0	0	0	0
taxa_665	0	0	0	0	0	0	1	0	0	0
taxa_666	0	0	0	0	0	0	0	0	0	0
taxa_667	0	0	0	0	0	0	70	0	0	0
taxa_668	0	0	0	3	0	0	0	0	0	0
taxa_669	0	0	0	0	0	0	0	0	0	0
taxa_670	0	0	0	2	0	0	9	0	0	1
taxa_671	0	0	0	0	0	0	4	0	0	0
taxa_672	0	0	0	0	0	0	24	0	0	0
taxa_673	0	0	0	0	0	0	0	0	0	0
taxa_674	0	0	0	0	0	0	0	0	0	0
taxa_675	0	0	0	0	0	0	34	0	0	0
taxa_676	0	25	0	0	0	15	138	0	0	23
taxa_677	0	0	0	0	0	0	5	0	0	0
taxa_678	0	0	0	0	0	0	0	0	0	0
taxa_679	0	0	0	0	0	0	0	0	0	0
taxa_680	0	0	0	0	0	0	144	0	0	0
taxa_681	0	0	0	2	0	0	1	0	0	0
taxa_682	0	0	1	0	0	0	0	0	0	0
taxa_683	0	0	0	0	0	0	0	0	0	0
taxa_684	0	0	0	0	0	0	0	0	0	0
taxa_685	0	0	0	0	0	0	0	0	0	0
taxa_686	0	0	0	0	0	0	1	0	0	0
taxa_687	0	0	0	0	0	0	1	0	0	0
taxa_688	0	0	0	0	0	0	0	0	0	0
taxa_689	0	0	0	0	0	0	0	0	0	0
taxa_690	0	0	1	3	0	0	3	0	3	2
taxa_691	1	0	17	1	0	1	6	2	2	8
taxa_692	0	1	0	0	0	0	0	0	0	0
taxa_693	2	28	129	305	19	65	146	300	323	146
taxa_694	0	0	0	0	0	0	1	0	0	0
taxa_695	0	0	0	0	0	0	0	0	0	0
taxa_696	0	0	0	1	0	0	0	0	0	0
taxa_697	0	0	0	0	0	0	0	0	0	0
taxa_698	0	0	4	4	0	0	0	0	2	1
taxa_699	0	1	0	0	0	0	0	0	0	0
taxa_700	0	0	0	0	0	0	0	0	0	0
taxa_701	0	0	0	0	0	0	0	0	0	0
taxa_702	0	5	9	17	0	0	1	1	0	0
taxa_703	0	0	2	18	0	0	1	0	0	0
taxa_704	0	0	0	0	0	0	1	0	0	0
taxa_705	77	352	2987	3682	124	123	1977	3127	1	161
taxa_706	0	0	9	19	0	0	22	24	0	22
taxa_707	0	0	17	98	2	0	36	81	0	0
taxa_708	0	0	0	12	0	0	0	1	0	0
taxa_709	1	0	3	1	1	0	1	13	0	0
taxa_710	113	22	366	184	677	31	83	930	0	47
taxa_711	6	0	4	1	6	0	0	7	0	0
taxa_712	0	0	0	0	0	0	1	0	0	0
taxa_713	0	0	0	0	0	0	0	0	0	0
taxa_714	0	0	0	1	4	0	1	6	0	0
taxa_715	0	0	0	0	0	0	0	0	0	0
taxa_716	0	0	0	0	0	0	0	0	0	0
taxa_717	1	0	4	2	4	0	1	5	0	0
taxa_718	38	87	154	140	102	3	56	233	0	7
taxa_719	0	0	0	0	0	0	0	0	0	1
taxa_720	0	0	0	0	0	0	0	0	0	0
taxa_721	0	0	0	0	0	0	0	0	0	2
taxa_722	0	0	0	0	0	0	0	0	0	0
taxa_723	0	0	22	1	5	0	0	1	0	0
taxa_724	0	0	4	0	23	0	0	22	0	0
taxa_725	0	0	0	0	0	0	0	0	0	0
taxa_726	1	0	13	0	12	0	0	9	0	0
taxa_727	4	0	0	0	0	0	1	0	0	1
taxa_728	2	1	41	2	75	0	5	92	0	2
taxa_729	0	0	1	0	2	0	0	3	0	0
taxa_730	0	0	0	0	0	0	0	0	0	4
taxa_731	0	0	0	0	0	0	0	0	0	0
taxa_732	30	0	30	4	62	0	5	93	0	2
taxa_733	0	0	0	0	0	0	0	0	0	0
taxa_734	0	0	0	0	0	0	0	0	0	0
taxa_735	0	0	0	0	0	0	0	0	0	0
taxa_736	0	0	0	0	0	0	0	0	0	0
taxa_737	0	0	0	0	0	0	0	0	0	0
taxa_738	0	0	0	0	0	0	0	0	0	0
taxa_739	0	0	0	0	0	0	0	0	0	0
taxa_740	0	0	0	0	0	0	0	0	0	0
taxa_741	91	5	443	151	204	2	80	540	0	2
taxa_742	0	0	6	0	0	0	0	3	0	1
taxa_743	0	0	0	0	0	0	0	0	0	0
taxa_744	0	0	0	0	0	0	0	0	0	0
taxa_745	0	0	0	2	1	0	0	0	0	0
taxa_746	0	0	0	0	0	0	0	0	0	0
taxa_747	0	0	2	2	0	0	0	0	0	0
taxa_748	0	0	0	0	0	0	0	0	0	1
taxa_749	0	0	1	0	0	0	0	0	0	0
taxa_750	0	0	0	0	0	0	0	0	0	0
taxa_751	0	0	0	0	0	0	0	0	0	0
taxa_752	0	0	1	2	0	0	0	0	0	0
taxa_753	0	0	0	0	0	0	0	0	0	0
taxa_754	2	0	3	0	1	0	2	7	0	1
taxa_755	1	0	0	0	1	0	0	2	0	0
taxa_756	0	0	0	0	0	0	0	0	0	0
taxa_757	0	0	5	2	0	0	1	3	0	4
taxa_758	0	0	0	0	0	0	0	0	0	0
taxa_759	0	0	0	1	0	0	0	0	0	0
taxa_760	0	0	0	2	0	0	0	0	0	0
taxa_761	13	1850	6183	5122	4	230	1997	4478	0	496
taxa_762	0	5	145	82	0	5	13	55	0	5
taxa_763	5	49	2113	2052	5	20	1034	2209	2	102
taxa_764	0	0	29	217	0	1	1035	100	0	0
taxa_765	1	58	154	233	2	5	91	229	0	133
taxa_766	0	3	57	49	0	0	2	40	0	4
taxa_767	0	0	1	0	0	0	0	0	0	0
taxa_768	0	0	0	0	0	0	0	0	0	0
taxa_769	0	0	0	0	0	0	0	0	0	0
taxa_770	0	0	0	1	0	0	0	1	0	0
taxa_771	0	0	0	0	0	0	0	0	0	0
taxa_772	0	0	0	0	0	0	0	0	0	0
taxa_773	3	159	1068	1365	20	15	706	1525	0	71
taxa_774	0	0	0	0	0	0	0	0	0	0
taxa_775	0	0	17	14	1	0	0	152	0	0
taxa_776	0	0	0	0	0	0	0	0	0	0
taxa_777	0	124	475	641	3	32	321	526	1	392
taxa_778	0	1571	83	142	0	2	11	141	0	41
taxa_779	0	2	6	3	1	0	2	1	0	5
taxa_780	0	0	0	0	0	0	0	0	0	0
taxa_781	0	8	1147	87	1	1	4	48	0	1
taxa_782	5	36	1265	936	2	11	52	748	0	14
taxa_783	0	0	7	1	0	0	0	1	0	0
taxa_784	0	0	0	0	0	0	0	0	0	0
taxa_785	0	2	21	7	0	1	8	9	0	0
taxa_786	0	0	0	0	0	0	0	0	0	0
taxa_787	0	2	5	3	0	2	9	3	0	0
taxa_788	0	0	4	2	0	0	0	3	0	0
taxa_789	0	0	0	0	0	0	0	0	0	0
taxa_790	0	54	653	650	1	9	30	350	0	7
taxa_791	0	3	146	128	0	0	2	31	0	18
taxa_792	0	13	68	94	0	1	46	32	0	0
taxa_793	0	0	0	3	0	0	0	1	0	0
taxa_794	0	0	14	17	0	0	10	37	0	0
taxa_795	0	16	66	70	0	1	12	87	0	207
taxa_796	2	383	800	1075	1	36	474	1003	0	1209
taxa_797	0	9	12	19	0	0	0	9	0	0
taxa_798	0	1	0	126	0	0	0	7	0	0
taxa_799	0	0	1	0	0	0	0	0	0	0
taxa_800	0	0	0	0	0	0	0	0	0	0
taxa_801	0	0	0	0	0	0	0	0	0	0
taxa_802	0	0	0	0	0	0	0	0	0	0
taxa_803	0	0	0	0	0	0	0	0	0	0
taxa_804	0	0	2	0	0	0	1	0	0	0
taxa_805	0	0	0	1	0	0	0	0	0	0
taxa_806	0	0	0	0	0	0	0	0	0	0
taxa_807	0	0	0	1	0	0	0	0	0	0
taxa_808	0	0	3	0	0	0	1	0	0	0
taxa_809	0	0	13	22	0	0	2	9	0	0
taxa_810	0	0	3	0	0	0	4	0	0	0
taxa_811	0	0	0	0	0	0	0	0	0	0
taxa_812	0	0	0	84	0	0	0	0	0	0
taxa_813	70	4	160	63	198	0	69	266	0	0
taxa_814	0	0	1	0	4	0	0	0	0	0
taxa_815	0	0	0	0	0	0	0	0	0	0
taxa_816	0	0	1	1	0	0	0	1	0	0
taxa_817	0	0	0	0	0	0	0	0	0	0
taxa_818	0	0	0	0	0	0	0	0	0	0
taxa_819	0	0	0	0	0	0	0	1	0	0
taxa_820	0	0	1	0	0	0	0	1	0	0
taxa_821	1	0	0	0	0	0	0	0	0	0
taxa_822	6	0	3	0	6	0	1	2	0	0
taxa_823	0	0	0	0	0	0	0	0	0	0
taxa_824	7	0	3	5	7	1	22	22	0	0
taxa_825	0	0	0	0	0	0	0	0	0	0
taxa_826	19	47	3635	7131	9	105	981	3823	2	54
taxa_827	0	0	0	0	0	0	0	0	0	0
taxa_828	0	0	3	4	0	0	49	1	0	0
taxa_829	0	0	0	0	0	0	0	1	0	0
taxa_830	0	0	4	0	0	0	0	0	0	0
taxa_831	0	0	0	0	0	0	0	1	0	0
taxa_832	0	0	1	3	0	0	1	0	0	0
taxa_833	0	0	0	1	0	0	0	14	0	0
taxa_834	0	0	0	1	0	0	0	0	0	0
taxa_835	19	15	7199	8275	4	4	1056	3651	7	7
taxa_836	0	22	202	367	0	0	163	282	0	4
taxa_837	0	0	0	0	0	0	0	0	0	0
taxa_838	0	0	0	0	0	0	1	0	0	0
taxa_839	2	18	1647	1880	3	10	222	1545	0	42
taxa_840	0	0	0	0	0	0	0	0	0	0
taxa_841	0	0	50	0	0	0	0	0	0	0
taxa_842	0	0	0	0	0	0	0	0	0	0
taxa_843	1	0	201	354	0	1	39	199	0	1
taxa_844	0	0	0	0	0	0	0	0	0	0
taxa_845	0	0	0	0	0	0	0	0	0	0
taxa_846	0	0	0	0	0	0	0	0	0	0
taxa_847	0	0	0	0	0	0	0	0	0	0
taxa_848	0	0	0	0	0	0	0	0	0	0
taxa_849	0	0	0	0	0	0	0	1	0	0
taxa_850	0	0	1	0	0	0	0	0	0	0
taxa_851	0	0	0	0	0	0	0	0	0	0
taxa_852	0	39	10	16	0	0	24	12	0	0
taxa_853	0	0	0	0	0	0	0	0	0	0
taxa_854	0	0	0	0	0	0	0	0	0	0
taxa_855	0	0	0	0	0	0	0	0	0	0
taxa_856	0	0	0	0	0	0	0	3	0	0
taxa_857	0	0	0	0	0	0	0	0	0	0
taxa_858	1	11	1018	159	48	33	165	44	6	3
taxa_859	0	0	0	0	0	0	0	0	0	0
taxa_860	3	0	0	0	0	0	0	0	0	0
taxa_861	0	0	0	0	0	0	0	0	0	0
taxa_862	0	0	6	0	0	0	250	2	0	2
taxa_863	0	0	0	0	0	0	0	0	0	0
taxa_864	0	0	0	0	0	0	0	0	0	0
taxa_865	0	0	0	0	0	0	0	0	0	0
taxa_866	0	2	0	0	0	0	1	0	0	2
taxa_867	0	3	1	2	0	1	2	417	0	0
taxa_868	0	0	0	0	0	0	0	0	0	0
taxa_869	0	0	0	0	0	0	0	0	0	0
taxa_870	0	0	0	0	0	0	0	0	0	0
taxa_871	0	0	0	0	0	0	0	2	0	0
taxa_872	0	0	0	0	0	0	0	0	0	0
taxa_873	0	0	0	0	0	0	0	0	0	0
taxa_874	0	0	0	0	0	0	1	0	0	0
taxa_875	0	0	0	0	0	0	0	0	0	0
taxa_876	0	0	0	3	0	0	1	0	0	0
taxa_877	0	0	0	0	0	0	0	0	0	0
taxa_878	0	244	19	1	0	5	39	46	0	37
taxa_879	0	420	35	7	12	14	46	76	1	43
taxa_880	0	134	46	26	0	8	30	49	0	19
taxa_881	0	0	0	0	0	0	0	0	0	0
taxa_882	0	0	0	3	0	0	0	0	0	0
taxa_883	0	0	0	0	0	0	0	0	0	0
taxa_884	2	29	15	8	8	0	7	33	0	0
taxa_885	1	0	0	0	0	0	0	0	0	0
taxa_886	0	0	1	0	0	0	0	0	0	0
taxa_887	8	1	34	109	33	1	22	101	0	0
taxa_888	0	0	0	2	2	0	0	0	0	0
taxa_889	0	0	8	7	0	0	2	3	0	0
taxa_890	0	0	0	0	0	0	0	0	0	0
taxa_891	0	0	1	2	0	0	0	1	0	0
taxa_892	0	0	0	0	0	0	1	0	0	0
taxa_893	0	0	0	4	0	0	2	3	0	0
taxa_894	0	0	1	4	0	0	7	1	0	0
taxa_895	0	0	13	8	0	0	8	10	0	0
taxa_896	0	0	0	0	0	0	0	0	0	0
taxa_897	0	0	0	0	0	0	0	0	0	0
taxa_898	0	0	2	10	0	0	19	7	0	0
taxa_899	0	0	0	4	0	0	0	0	0	0
taxa_900	0	0	1	0	0	0	0	0	0	0
taxa_901	0	0	0	0	0	0	0	0	0	0
taxa_902	3	3	6	0	3	1	2	11	0	0
taxa_903	0	0	0	0	1	0	0	0	0	0
taxa_904	0	0	0	0	0	0	0	0	0	0
taxa_905	0	0	0	0	0	0	0	0	0	0
taxa_906	0	0	0	0	0	0	0	0	0	0
taxa_907	0	0	0	0	0	0	0	0	0	0
taxa_908	2	0	2	0	6	0	1	6	0	1
taxa_909	0	0	0	0	0	0	0	0	0	0
taxa_910	0	0	0	0	0	0	0	1	0	0
taxa_911	0	0	0	0	0	0	0	0	0	0
taxa_912	4	0	28	16	14	0	4	34	0	1
taxa_913	0	0	0	0	0	0	0	0	0	0
taxa_914	0	0	7	3	0	0	1	34	0	0
taxa_915	0	0	0	0	0	0	0	0	0	0
taxa_916	0	0	0	0	0	0	0	0	0	0
taxa_917	0	0	0	0	0	0	0	0	0	0
taxa_918	0	0	0	0	0	0	0	0	0	0
taxa_919	0	0	0	0	0	0	0	2	0	0
taxa_920	0	0	0	0	0	0	0	0	0	0
taxa_921	0	0	0	2	0	0	0	0	0	0
taxa_922	0	0	0	1	0	0	0	0	0	0
taxa_923	0	0	0	1	0	0	0	2	0	0
taxa_924	0	0	0	3	0	0	0	0	0	0
taxa_925	0	0	1	0	0	0	0	0	0	0
taxa_926	0	0	0	0	0	0	0	0	0	0
taxa_927	0	0	0	0	0	0	0	0	0	0
taxa_928	0	0	0	0	0	0	0	0	0	0
taxa_929	0	0	0	0	0	0	0	0	0	0
taxa_930	0	0	0	0	0	0	0	0	0	0
taxa_931	0	0	0	0	0	0	0	0	0	0
taxa_932	0	0	0	0	0	0	0	0	0	0
taxa_933	1	0	102	111	63	124	146	416	1	329
taxa_934	0	0	2	0	38	0	8	13	0	5
taxa_935	0	0	0	0	0	0	0	0	0	0
taxa_936	0	0	0	2	0	0	1	6	0	0
taxa_937	0	0	0	0	0	0	0	0	0	0
taxa_938	0	0	0	0	0	0	3	0	0	0
taxa_939	0	0	1	2	0	0	1	4	0	0
taxa_940	0	0	2	0	0	2	2	741	0	3
taxa_941	0	0	0	0	0	0	0	7	0	0
taxa_942	0	0	1	0	0	4	7	1	0	8
taxa_943	0	0	0	1	0	0	2	0	0	0
taxa_944	0	0	6	18	0	7	10	71	0	18
taxa_945	1	0	9	10	0	12	16	51	0	21
taxa_946	0	0	3	2	0	1	1	6	0	2
taxa_947	0	0	28	18	0	0	0	3	0	0
taxa_948	0	0	0	1	0	2	0	2	0	1
taxa_949	0	0	0	0	0	0	0	0	0	0
taxa_950	0	0	0	0	0	0	0	1	0	0
taxa_951	0	0	0	0	0	1	0	90	0	0
taxa_952	0	0	0	0	0	0	0	0	0	0
taxa_953	0	0	0	0	0	0	0	0	0	0
taxa_954	0	0	0	0	0	0	0	3	0	0
taxa_955	0	0	0	0	39	0	5	299	0	0
taxa_956	0	0	0	0	0	0	0	56	0	0
taxa_957	0	0	22	3	1730	2	217	20	0	199
taxa_958	0	0	0	12	1	0	0	2	0	0
taxa_959	0	0	0	0	0	0	0	0	0	0
taxa_960	0	0	0	0	0	0	0	0	0	0
taxa_961	0	0	0	0	0	0	0	0	0	0
taxa_962	0	0	0	0	0	0	0	0	0	0
taxa_963	0	0	0	0	0	0	0	0	0	0
taxa_964	0	0	0	0	0	0	0	0	0	0
taxa_965	0	0	0	1	0	0	0	0	0	0
taxa_966	0	0	0	0	0	0	0	0	0	0
taxa_967	0	0	0	0	0	0	0	0	0	0
taxa_968	0	0	0	0	0	0	0	0	0	0
taxa_969	0	0	0	0	0	0	0	0	0	0
taxa_970	0	0	0	0	0	0	0	0	0	0
taxa_971	0	0	0	0	0	0	0	0	0	0
taxa_972	0	0	0	0	0	0	0	0	0	0
taxa_973	0	0	0	0	0	0	0	0	0	0
taxa_974	0	0	0	0	0	0	0	0	0	0
taxa_975	0	0	0	0	0	0	0	0	0	0
taxa_976	0	0	0	0	0	0	0	0	0	0
taxa_977	0	0	0	0	0	0	0	0	0	0
taxa_978	0	0	0	0	0	0	0	0	0	0
taxa_979	0	0	0	0	0	0	0	1	1	0
taxa_980	0	0	0	0	0	0	0	0	0	0
taxa_981	0	0	0	0	0	0	0	1	0	0
taxa_982	0	0	0	0	0	0	0	0	0	0
taxa_983	0	0	0	0	0	0	0	0	0	0
taxa_984	0	0	0	0	0	0	0	0	0	0
taxa_985	0	0	0	0	0	0	0	0	0	0
taxa_986	0	0	0	0	0	0	0	0	0	0
taxa_987	0	0	0	0	0	0	0	0	0	0
taxa_988	0	0	0	0	0	0	0	0	0	0
taxa_989	0	0	0	0	0	0	0	0	0	0
taxa_990	0	0	0	0	0	0	0	0	0	0
taxa_991	0	0	0	0	0	0	0	0	0	0
taxa_992	0	0	0	0	0	0	0	0	0	0
taxa_993	0	0	0	0	0	0	0	0	0	0
taxa_994	0	0	0	0	0	0	0	0	0	0
taxa_995	0	0	0	0	0	0	0	0	0	0
taxa_996	0	0	0	0	0	0	0	0	0	0
taxa_997	0	0	0	0	0	0	0	0	0	0
taxa_998	0	0	0	0	0	0	0	0	0	0
taxa_999	0	0	0	0	0	0	0	0	0	0
taxa_1000	0	0	0	0	0	0	0	0	0	0
taxa_1001	0	0	0	1	0	0	0	0	0	0
taxa_1002	0	0	0	0	0	0	0	0	0	0
taxa_1003	0	0	0	0	0	0	0	0	0	0
taxa_1004	0	0	0	0	0	0	0	0	0	0
taxa_1005	0	0	0	0	0	0	0	0	0	0
taxa_1006	0	0	0	0	0	0	0	0	0	0
taxa_1007	0	0	0	0	0	0	0	0	0	0
taxa_1008	0	0	0	0	0	0	0	0	0	0
taxa_1009	0	0	0	0	0	0	0	0	0	0
taxa_1010	0	0	0	0	0	0	0	0	0	0
taxa_1011	0	0	0	0	0	0	0	0	0	0
taxa_1012	0	0	0	0	0	0	0	0	0	0
taxa_1013	0	0	0	0	0	0	0	0	0	0
taxa_1014	0	0	0	0	0	0	0	0	0	0
taxa_1015	0	0	0	0	0	0	0	0	0	0
taxa_1016	0	0	0	0	0	0	0	0	0	0
taxa_1017	0	0	0	0	0	0	0	0	0	0
taxa_1018	0	0	0	0	0	0	0	1	0	0
taxa_1019	0	0	0	1	0	0	0	0	0	0
taxa_1020	0	0	0	0	0	0	0	0	0	0
taxa_1021	0	0	0	0	0	0	0	0	0	0
taxa_1022	0	0	0	0	0	0	0	0	0	0
taxa_1023	0	0	0	0	0	0	0	0	0	0
taxa_1024	0	0	0	0	0	0	0	0	0	0
taxa_1025	0	0	0	0	0	0	1	1	1	0
taxa_1026	0	0	0	0	0	0	0	0	0	0
taxa_1027	0	0	0	0	0	0	0	0	0	0
taxa_1028	0	0	5	0	0	0	0	2	0	0
taxa_1029	0	0	0	0	0	0	0	0	0	0
taxa_1030	0	0	0	0	0	0	0	0	0	0
taxa_1031	0	0	0	0	0	0	0	0	0	0
taxa_1032	0	0	0	0	0	0	0	0	0	0
taxa_1033	0	0	0	0	0	0	0	0	0	0
taxa_1034	0	0	0	0	0	0	0	0	0	0
taxa_1035	0	0	0	0	0	0	0	0	0	0
taxa_1036	0	0	0	0	0	0	0	0	0	0
taxa_1037	0	0	0	0	0	0	0	0	0	0
taxa_1038	0	0	0	0	0	0	0	0	0	0
taxa_1039	0	0	0	0	0	0	0	0	0	0
taxa_1040	0	0	0	0	0	0	0	0	0	0
taxa_1041	0	0	0	0	0	0	0	0	0	0
taxa_1042	0	0	0	0	0	0	0	0	0	0
taxa_1043	0	0	0	0	0	0	0	0	0	0
taxa_1044	0	0	0	0	0	0	0	0	0	0
taxa_1045	0	0	0	0	0	0	0	0	0	0
taxa_1046	0	0	0	0	0	0	0	0	0	0
taxa_1047	0	0	0	0	0	0	0	0	0	0
taxa_1048	0	0	0	0	0	0	0	0	0	0
taxa_1049	0	0	0	0	0	0	0	0	0	0
taxa_1050	0	0	0	0	0	0	0	0	0	0
taxa_1051	0	0	0	0	0	0	0	0	0	0
taxa_1052	0	0	0	0	0	0	0	0	0	0
taxa_1053	0	0	0	0	0	0	0	0	0	0
taxa_1054	0	0	1	1	0	0	0	0	0	0
taxa_1055	0	0	0	0	0	0	0	0	0	0
taxa_1056	0	0	0	0	0	0	0	0	0	0
taxa_1057	0	0	0	0	0	0	0	0	0	1
taxa_1058	0	0	0	0	0	0	0	0	0	0
taxa_1059	0	0	0	0	0	0	0	0	0	0
taxa_1060	0	0	0	0	0	0	0	0	0	0
taxa_1061	0	0	2	0	1	0	0	0	0	0
taxa_1062	0	0	0	0	0	0	0	0	0	0
taxa_1063	0	0	0	0	0	0	0	0	0	0
taxa_1064	0	0	0	0	0	0	0	0	0	0
