"","Healthy01","Healthy02","Healthy03","Healthy04","Healthy05","Healthy06","Healthy07","Healthy08","Healthy09","Healthy10","Healthy11","Healthy12","Healthy13","Healthy14","Healthy15","Healthy16","Healthy17","Healthy18","Healthy19","Healthy20","Healthy21","Healthy22","Healthy23","Healthy24","Healthy25","Healthy26","Healthy27","Healthy28","Healthy29","Healthy30","Patients01","Patients02","Patients03","Patients04","Patients05","Patients06","Patients07","Patients08","Patients09","Patients10","Patients11","Patients12","Patients13","Patients14","Patients15","Patients16","Patients17","Patients18","Patients19","Patients20","Patients21","Patients22","Patients23","Patients24","Patients25","Patients26","Patients27","Patients28","Patients29","Patients30"
"Species414",0,0,0.083185152434236,0,0.0161162373847885,0,0.00314203762705654,0,0,0,0,0.0805819306189142,0.0479193300188852,0,0.161844819428891,0,0,0.00342686208080062,0,0,0,0,0,0.0138209788908697,0.00600690668157836,0,0,0,0,0,0.0178576775386854,0,0.00425351184208692,0,0,0,0.0148908441699647,0,0,0,0,0,0.0687828010395319,0,0,0,0,0,0,0.227265135275856,0,0,0,0.0722361345905467,0.00197236902160663,0,0.0984047156407746,0,0.0302373249270211,0
"Species415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species416",0,0,0.144388131144157,0.13476398011561,0,0,0.0233360949456046,0,0,0,0.0102725511819823,0.0312173620834299,0,0.070594030669091,0.0269105768873021,0,0,0.0840388126840707,0,0.0340085709373087,0.000477866334451722,0,0.00887753899583607,0.0424242722505375,0.593940020768582,0,0,0.000369043460905308,0,0.0890540217936684,0.0545447700032394,0,0.00342871481154737,0.0027622964410907,0,0,0.00322101028301128,0,0.295902158542108,0.721762430856871,0,0,0.103339584829775,0.0589046130805095,0.00850942588211535,0,0.102968786719963,0.0073786753845029,0,0.0999970660899493,0,0.03647543560597,0,0.250673400688578,0,0,0.0179330667073531,0,0.275135309638901,0
"Species417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species418",0,0,0,0,0,0,0,0,0,0,0,0.0126808674029554,0,0,0.00163850241367576,0,0,0,0,0,0,0,0,0,0.18161743935864,0,0,0,0,0,0.20028596253836,0,0,0.00166058696084049,0,0,0.00235700209414086,0,0.0356457207680063,0,0,0,0,0,0,0,0.0706104121074901,0,0,0.0309716679425494,0,0.0350924524010808,0,0,0,0,0,0,0.11753292345068,0
"Species419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208784679141015,0,0,0,0,0,0,0,0,0,0,0
"Species42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species420",0,0,0,0,0.00134605126374014,0,0,0,0,0,0,0.0418497207188941,0,0,0.289005984984662,0,0,0,0,0,0,0,0,0,0.217195971148927,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158375060064519,0,0,0,0.0253094271858506,0,0,0,0,0,0.000968256617425456,0.060324581709047,0,0,0,0,0,0,0,0,0.0848346052142877,0
"Species421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species423",0,0,0,0,0,0,0,0.167822072731773,0,0,0,0,0,0,0,0.212182083882128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578555439237479,0,0,0,0,0,0,0,0,0,0,0,0,1.15933170462707,0,0,0.0254218841373853,0,0,0,0,0,0,0,0,0,0,0
"Species424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254578085254107,0,0,0,0,0,0,0,5.03816032354244,0,0,0,0,0,0,0,0,0,0,0,7.69322264507797,0,0,0,0,0,0.0464341098697683,0,0,0,0,0,0,0,0,0,0,0.00597624311237201,0,0,0,0,0,0,0
"Species425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746176577519318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295061200725485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279792232361059,0.179744551909704,6.4103686598323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species427",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987807441220334,0,0,0,0,0,0,0,0,0,0,0.0154280214263787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161570284430537,0,0,0,0,0.195748033775633,0.00838274488841711,0,0,0,0,0.120257319390806,0,0,0,0,0,0,0,0,0.0813313869085024,0
"Species428",0,0,0,0,0,0.435034454843846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species430",0,0,0,0,0,0.0703008405986398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480243884572778,0,0,0,1.37380656600264,0,0,0,0,0,7.62323911863842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19211370954464,0,0,0,0,0
"Species431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32416963487087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558668336869372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5074103166453,0,0,0,0,0,0,0,0,3.78515819396448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species439",0,0,0,1.88910118827945,0,0,2.9257727089704,0,0,0,0,0,0,0.0188963942111308,0,0,0,0,0,0,0,0,0,0,0.0305485243020314,0,0,0,0,0,0.00212898107353756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94785711116184,0.0299106150026359,1.64571046168544,0,0,0,8.78178385769251,0.381444730066824,0,1.43383447644476,0
"Species44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species440",0,0,0,0,0,0,0,0.55516981069356,0,0,0.528248750617368,0,0,0.411588429786416,0,0,0,0,0.401553025781134,0.134453719083045,1.2962407445554,0,1.02566354771811,0,0,0,0,1.70576759913937,0.754623155596921,0,0,0,0,0,0,0,0.017776396471397,0,27.4709501403948,0,0,0.0941222154033614,0,0.389789774657554,0,0,0,0,0,0,0,0,0,0,0.439886164371234,0,0,0,0,0
"Species441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species442",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167542357759517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194507228973202,0,0,0,0,0,0.00748963711298675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species443",0,0,0,0,0,0.24495316357363,0,0.0200957334186819,0,0,0,0.135740588231518,0,0,0,0.134842873125887,0.0361335841673881,0,0,0.0330271736651749,0,0,0.576642427140856,0.206024601635846,0.0162692293842057,0,0,0,0,0,0,0,0,0.0280882994793345,0,0.0784711523953474,0,0,0,0,0,0.00580774565327559,0.147435313547706,0,0,0,0,0,0.108124307163753,0,0,0,0.114299119601481,0,0.142924983980104,0,0.0772079707241908,0,0,0
"Species444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species446",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species447",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318790281226489,0,0,0,0,0,0,0,0,0,0
"Species448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201893586272776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289923017254271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116379057827593,0,0,0,0,0,0,0,0,0
"Species450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375020118102377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531501627518472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species455",0,0,5.22213794760076,0,0,1.86384432818387,0.00485579451346283,0.0326102505447223,0.639103445977054,0.337248478965246,0,3.49255452924654,0.369600059828685,0,0,1.85593656576357,0,0.592547106146656,0,0,0,0,0.132418917286516,0,0,0,0.0660663637140923,0.0629531681480848,0,0,0,15.789884249834,0.0183877564308868,0,0.218515160474796,0.0143703527317313,0,4.99038008621471,0,0.081116235764712,0,2.56745204001296,0,2.55575872943516,0,0.355226499351605,0,0.0523593444065815,0.915116177658162,0.0385611336695249,0,0,1.96608163064607,0,0,0,0.0254206197512579,0,0,0
"Species456",0,0,0,0,0.2646505692672,0,0.11261254674512,0.0380978833262982,0,0,0.0456539142031322,0,0.0262582762859898,0,0,0,0,0,0,0,0.12781278624923,0.355679956568256,0.100691510938786,0,0.0753213127018325,0.0876326243995312,0.123777854859956,0.0916521858735573,0.0474104886068933,0.50799726924592,0,0,0,0,0,0.341751618787075,0,0,0,0,0.922823620158313,0,0.244753446021771,0,0.13436383186333,0.0305037964517702,0,0,0,0,0,0,0,0,0.107633555881732,0,0,0.348122775382892,0,0
"Species457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species46",0.231571028896305,0.0840984431983261,0,0,0,0,0,0.598391642084154,0,0,0,0,0,0,0,0,0,0,0,0,0.417391891765348,0.214836729260169,0,0,0,0,0.673266343594244,0.210510779784715,0.0361608563179731,0,0,0,0,0,0,0.229625628156288,0,0,0,0,0,0.418282122306366,0.412747632415798,0,0.32647899429852,0,0,0,0,0,0,0,0,0,0.0980281829673332,0,1.71658088717968,0,0,0
"Species460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65796247830588,0,0,0,0.5109111871411,0.807038519002072,0,0,0,0,0,0,0,4.90148218680267,0,0.61255331845924,0,0,0,0,0,1.52392926227002,0,0.953752151905357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species461",0.0385810077167205,0,0,0,0,0.303485520184281,0,0,0,0,0,0,0.00612267534421241,0,0,0,3.07629393535107,0,0,0,0,0,0,0.182791175619793,0.0140395461735181,0,0,0,0,0,0,0.320563876289143,0.00872994022194627,0,0,0,0,0,0,0,0,0,0,0,0,0.0219709221807961,0,0,0.329392026436692,0,0,0,0,0,0.0768062622230196,0,0,0,0,0
"Species462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652031348715204,0,0,0,0.185918977536362,0,0,0,0,0,0,0,0,0,0.122021883971695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species463",0.0660160948524243,2.09540104350752,2.27699914552453,0,0.571338755848523,3.19390762205784,1.43199553256163,0.973808186802102,3.58060674847829,1.07543009535355,0.703942938140656,1.43104430430798,0.218460751079445,9.14187324700239,0.333403383944712,1.0416028317626,2.38362430360617,4.09959545681348,0.111926237117456,0.840801698620888,0.264275534463162,0,0.712811791815426,1.20148866075383,0.100404065145919,0,0,0.053101142932043,0.439861664277664,5.02598795540174,1.79045183030519,6.00053800811814,0.211560798832304,3.20844963012925,0.0123646506239644,3.41950909588685,0.437651876809193,0.170243862528162,3.04484711544669,0,0,1.08198246020836,0,2.73303802263095,0.0562811100115665,0.0753280962864518,0.902719616429263,0.0318404390667218,2.60903789397078,0,0,0,1.42623229396405,4.87012387119253,0.479458970091642,0,4.34326069550198,0.865992868325419,0,0
"Species464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species468",0.737745189932064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62090017048657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00772718615169214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279128105750715,0,0,0,0,0.0190157114991472,0,0,0.235073324240743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1166337194931,0,0.0143066824926709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95275938895643,0.0894330398172368,0.00498984942864399,0,0
"Species476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325198933628522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14097238858121,0,0,0,0,0.0203486798009409,0,0,0,0,0,0,0,0.872200685817169,0,0,0
"Species477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138906452007016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species480",0,0,0.00443264264194433,0.184364476443911,0.00675147180166777,0.00536403631358389,0,0,0,0.0320639101487096,0,0,0,0,0,0.0426089191964469,0,0,0,0,0.00184421244621208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267024435422089,0.0665217346933168,0,0,0,0,0,0,0,0,0,0,0.00987529272758556,0,0,0,0,0,0,0,0,0,0.0224279242258647
"Species481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014889891249607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427293128935004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species491",0,0,0,0,0,0,0,0,0.0157832387583411,0,0,0,0,0,0,0,0,0,0,0.0104068444122821,0,0,0,0,0,0,0,0,0,0,0,0.0181381625606187,0,0,0.00518413713759824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species492",0,0,0,0.0202210948581592,0,0.0279008910291146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021406582509222,0,0,0,0,0,0,0,0,0,0,1.33139346020585,0.00609708840791404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species493",0,0,0,0,0,0.205040199748229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458125875465655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Species494",0.0167739342782034,0,0,0,0.0147503006597929,0,0.253391529035707,0,0,0,0.0179900651961017,0.0229089705149842,0.0028714595202409,0,0,0,0.00375439648572593,0,0,0,0.0172255330736647,0,0,0,0,0,0.0363632631895216,0,0,0,0.0992791107003437,0.134331795495513,0,0.0436383225633149,0.0305340190459603,0,0.0311073016355783,0,0,0,0,0.0175285036172811,0,0.155670579255818,0.00313864472225422,0,0,0,0.00989937260470743,0,0,0,0,0,0,0,0,0,0,0
