Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Brevibacillus|Brevibacillus_ginsengisoli	2	1	58	0	0	0	0	3	3	0	0	2	0	0	3	0	0	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Cohnella|Cohnella_panacarvi	5	6	2	8	2	4	6	9	5	5	9	7	3	5	6	4	2	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_barcinonensis	0	1	0	3	0	1	3	48	1	0	1	1	0	0	0	0	1	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_brasilensis	0	1	0	15	0	2	7	22	11	36	0	0	0	1	0	0	0	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_dongdonensis	2	12	3	0	0	11	6	12	4	5	5	42	13	0	6	2	2	6
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_glycanilyticus	10	3	2	6	3	4	5	1	6	6	4	8	4	2	5	1	4	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_panacisoli	4	4	0	707	1	0	10	97	3	19	2	21	3	1	1	1	3	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_prosopidis	19	24	11	21	19	24	15	15	18	16	18	16	11	12	22	16	20	11
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_terrae	0	1	0	0	0	0	58	3	0	25	0	1	0	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Paenibacillus_urinalis	3	3	1	0	1	1	7	9	4	26	2	22	15	0	1	6	0	1
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_1|Paenibacillus|Unassigned	48	29	10	101	14	121	239	91	46	137	25	60	38	11	41	28	18	25
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae_2|Unassigned|Unassigned	4	9	12	5	2	14	6	21	2	3	3	5	2	0	4	3	2	5
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Lysinibacillus|Unassigned	1	0	0	2	2	1	0	1	2	5	1	50	0	1	3	0	1	3
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Paenisporosarcina|Paenisporosarcina_macmurdoensis	6	6	1	7	4	4	4	2	1	1	12	8	9	3	2	8	4	6
Bacteria|Firmicutes|Bacilli|Bacillales|Thermoactinomycetaceae_2|Planifilum|Planifilum_composti	16	29	11	27	4	4	8	45	27	10	18	26	6	2	16	16	10	21
Bacteria|Firmicutes|Bacilli|Bacillales|Unassigned|Unassigned|Unassigned	2	2	13	5	1	3	0	4	7	6	2	7	0	1	1	5	1	7
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_1|Clostridium_sensu_stricto|Unassigned	0	149	0	0	1	0	0	1	23	2	0	2	0	0	1	0	0	22
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned|Unassigned	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia|Unassigned	1	2	7	4	3	1	8	2	4	5	3	15	1	5	2	2	4	3
Bacteria|Ignavibacteriae|Ignavibacteria|Ignavibacteriales|Ignavibacteriaceae|Ignavibacterium|Ignavibacterium_album	2	3	0	3	0	12	2	2	0	29	0	0	0	0	2	0	1	7
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae|Nitrospira|Unassigned	18	18	11	14	9	14	25	14	21	13	32	25	18	17	21	27	20	24
Bacteria|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Blastopirellula|Blastopirellula_cremea	0	0	1	1	2	2	10	10	13	7	10	19	8	5	4	3	5	5
Bacteria|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Blastopirellula|Unassigned	0	17	8	0	0	5	18	34	25	5	13	22	9	7	9	15	3	6
Bacteria|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Pirellula|Pirellula_staleyi	3	10	5	1	6	5	24	24	17	6	20	22	11	11	18	14	8	8
Bacteria|Planctomycetes|Planctomycetia|Planctomycetales|Planctomycetaceae|Unassigned|Unassigned	3	11	7	6	1	5	18	42	17	9	16	12	12	9	17	5	12	12
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Asticcacaulis|Asticcacaulis_solisilvae	9	6	12	42	28	18	9	5	14	3	4	6	2	40	5	16	17	6
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas_basaltis	20	16	28	44	60	16	18	21	3	10	13	16	9	7	22	14	21	7
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Brevundimonas_kwangchunensis	5	2	21	5	6	7	4	12	2	9	5	3	1	6	11	10	10	13
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas|Unassigned	4	7	5	12	22	16	1	16	6	6	11	2	2	4	8	7	9	8
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter_fusiformis	30	7	24	17	19	34	16	58	18	22	29	26	17	18	19	19	28	32
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Caulobacter_henricii	29	36	17	36	21	67	22	26	34	20	72	29	35	23	13	29	32	18
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Caulobacter|Unassigned	2	1	16	7	3	2	2	1	3	1	7	4	1	2	3	7	4	8
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium|Phenylobacterium_composti	231	225	252	195	272	258	138	88	99	110	173	120	144	205	117	142	174	167
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium|Unassigned	53	50	19	22	39	43	51	19	23	35	48	37	51	55	59	30	22	51
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Unassigned|Unassigned	6	3	2	0	9	2	4	4	3	3	8	5	3	14	9	18	11	7
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Hyphomonas|Unassigned	51	56	61	47	33	60	92	56	55	60	64	76	55	61	77	52	27	87
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Hyphomonadaceae|Unassigned|Unassigned	24	26	10	15	19	18	39	17	22	21	25	26	23	23	30	33	41	46
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea_eneae	29	18	100	31	68	27	16	65	19	27	49	18	8	15	16	46	81	38
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Bosea_massiliensis	6	8	11	13	14	17	4	15	4	7	14	5	15	16	13	14	22	10
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bosea|Unassigned	82	83	181	333	170	115	65	93	35	35	87	58	117	70	67	98	137	107
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium_daqingense	23	6	15	8	6	8	14	11	7	8	2	11	8	11	7	11	7	4
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium_neotropicale	612	802	751	546	682	718	740	564	492	495	716	657	570	560	656	652	595	688
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Unassigned	23	28	16	19	28	23	30	33	10	18	27	17	32	22	21	29	24	23
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Unassigned|Unassigned	84	103	110	124	104	110	105	72	79	79	245	81	87	109	110	87	81	118
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia_chinhatensis	38	18	40	62	320	56	6	127	1	41	29	21	4	10	30	25	51	95
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia_insulae	91	96	164	134	175	125	51	49	60	57	71	62	49	72	48	86	74	73
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Devosia_pacifica	10	3	11	20	50	22	7	29	3	19	4	3	7	12	3	17	11	7
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Devosia|Unassigned	302	255	391	300	498	438	179	253	145	183	241	172	187	209	243	177	236	222
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium_sulfonivorans	39	27	31	8	29	78	37	26	10	16	20	38	19	12	18	15	16	26
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium_vulgare	91	102	117	75	89	132	83	61	42	51	73	66	40	59	54	64	64	70
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium_zavarzinii	7	8	71	3	10	13	6	10	1	7	7	8	3	7	2	8	11	6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Unassigned	22	25	50	26	31	31	17	26	12	11	16	23	12	10	15	14	14	15
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium|Pedomicrobium_manganicum	23	49	31	32	13	18	52	7	30	32	15	25	26	24	25	11	11	32
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pedomicrobium|Unassigned	95	98	84	82	38	35	111	62	52	52	80	97	66	47	64	52	22	74
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Unassigned|Unassigned	46	58	75	49	41	54	94	58	77	37	45	52	33	33	49	41	41	60
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae|Microvirga|Unassigned	25	26	7	12	23	23	33	22	28	22	18	36	19	19	18	20	14	24
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium_alhagi	17	18	11	27	29	18	21	19	15	20	12	14	18	18	23	12	11	14
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium_camelthorni	6	8	6	2	3	8	4	2	3	4	3	2	4	5	3	3	6	6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium_gobiense	17	13	17	34	21	15	23	9	10	8	20	9	17	20	10	15	25	11
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Mesorhizobium_silamurunense	5	3	4	5	2	7	10	4	6	5	4	6	5	9	8	7	10	6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Mesorhizobium|Unassigned	77	91	113	121	113	143	71	80	87	78	118	73	74	79	85	134	127	107
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Phyllobacterium_myrsinacearum	17	30	20	6	51	15	2	4	14	9	10	17	5	65	9	7	7	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Phyllobacterium|Unassigned	51	58	13	86	64	150	24	31	43	36	53	40	75	52	53	48	56	36
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Unassigned|Unassigned	3	5	4	9	7	8	8	3	3	7	4	6	0	1	7	2	15	7
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Ensifer|Unassigned	266	174	430	367	516	311	238	268	263	296	351	387	154	275	212	293	386	275
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_alvei	21	27	102	60	63	48	27	44	27	33	56	31	23	37	37	36	76	75
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_laguerreae	10	4	22	18	7	22	6	14	2	11	11	10	9	14	25	12	7	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_loessense	9	15	14	18	34	13	7	8	1	6	7	15	6	11	10	11	11	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_nepotum	10	0	8	1	18	1	0	3	12	13	12	13	3	10	16	12	3	6
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_pusense	13	4	5	13	5	4	6	29	7	51	47	17	3	17	14	50	10	21
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_rosettiformans	15	2	2	1	8	12	19	9	7	8	11	3	0	0	6	5	8	10
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_subbaraonis	27	10	49	45	18	4	12	21	8	12	11	28	11	7	24	26	6	11
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Rhizobium_vignae	27	2	5	6	17	17	2	1	2	4	15	18	5	2	9	4	5	5
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Rhizobium|Unassigned	372	364	696	772	1032	686	210	183	289	292	409	311	354	596	250	266	528	288
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella|Shinella_kummerowiae	1	10	4	2	1	6	4	76	5	3	30	12	0	3	0	11	4	13
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Shinella|Shinella_zoogloeoides	15	3	5	0	18	4	9	16	8	9	5	5	4	4	1	4	24	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Unassigned|Unassigned	186	128	491	213	404	265	122	205	105	146	199	100	184	241	135	220	351	221
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiales_incertae_sedis|Bauldia|Bauldia_consociata	4	4	3	2	5	2	7	4	5	4	5	7	2	2	6	3	1	7
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhodobiaceae|Methyloceanibacter|Methyloceanibacter_caenitepidi	19	15	19	27	15	17	21	20	12	13	13	26	22	18	12	16	13	21
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhodobiaceae|Unassigned|Unassigned	22	23	14	22	22	20	23	15	15	15	28	33	23	14	23	10	20	9
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unassigned|Unassigned|Unassigned	831	881	1209	883	662	949	1074	654	621	664	737	770	552	592	1018	760	551	869
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Pseudolabrys|Pseudolabrys_taiwanensis	13	22	7	19	10	11	21	10	19	7	10	17	9	13	7	5	10	14
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae|Unassigned|Unassigned	41	62	38	42	23	64	57	52	48	35	47	52	35	25	58	39	42	40
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Amaricoccus|Unassigned	5	5	1	2	1	9	5	4	4	5	6	6	6	1	2	1	6	2
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Dongia|Dongia_mobilis	139	185	112	95	68	87	293	184	152	141	145	192	152	135	192	161	101	167
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Unassigned|Unassigned	22	15	10	14	4	17	27	17	20	20	18	23	8	10	15	31	13	20
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Reyranella|Reyranella_graminifolii	2	0	1	3	1	28	2	3	2	4	1	3	0	1	3	5	5	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Reyranella|Reyranella_massiliensis	3	1	2	0	2	1	1	1	0	0	4	2	2	1	1	56	1	8
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Reyranella|Reyranella_soli	43	45	59	52	12	45	65	28	40	36	34	52	29	14	46	18	21	33
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unassigned|Unassigned|Unassigned	12	14	5	1	2	11	12	5	18	14	9	7	7	10	8	12	5	12
Bacteria|Proteobacteria|Alphaproteobacteria|Sneathiellales|Sneathiellaceae|Ferrovibrio|Ferrovibrio_denitrificans	22	21	25	17	18	13	22	14	21	14	17	24	37	25	37	49	11	17
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter_troitsensis	0	4	9	12	22	4	2	7	0	0	6	4	2	2	8	3	11	14
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Unassigned	44	42	69	58	85	71	39	29	25	35	52	18	23	48	43	47	53	40
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Unassigned|Unassigned	22	14	32	6	13	16	14	9	8	5	15	19	7	6	11	13	10	13
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Unassigned	5	8	11	0	1	0	2	2	6	6	3	6	1	3	13	2	1	5
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingobium|Unassigned	9	15	50	4	6	10	16	13	9	14	17	7	5	7	21	36	2	16
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Sphingomonas_daechungensis	35	56	54	51	41	40	36	31	37	25	24	37	21	32	18	23	26	33
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas|Unassigned	328	282	654	709	541	501	220	136	242	193	238	315	177	346	215	343	243	222
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Sphingopyxis_soli	91	79	293	151	354	143	70	156	33	136	159	96	119	94	92	159	257	131
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Unassigned	1	1	5	0	9	2	4	4	1	3	13	1	1	2	3	1	8	9
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Unassigned|Unassigned	54	104	46	29	68	124	59	52	33	43	36	45	36	25	29	73	40	45
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Unassigned|Unassigned|Unassigned	8	6	14	6	6	38	7	8	6	4	9	8	6	12	6	7	3	8
Bacteria|Proteobacteria|Alphaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	62	35	41	44	63	41	72	51	47	59	43	62	36	40	38	45	45	63
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Achromobacter|Unassigned	6	0	1	1	2	0	4	28	2	5	0	8	1	1	1	5	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Unassigned|Unassigned	2	0	7	0	6	0	4	13	0	84	5	39	2	1	1	4	0	7
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Burkholderia|Unassigned	22	29	24	9	23	13	17	23	13	25	27	20	25	37	26	11	37	20
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Cupriavidus_necator	1	1	1	33	3	14	4	5	1	3	3	4	0	0	1	7	3	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Cupriavidus|Unassigned	0	0	0	18	0	38	3	3	0	0	2	3	0	1	4	1	1	2
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Ralstonia|Unassigned	0	3	23	12	13	10	14	3	7	5	2	11	4	21	3	4	13	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Aquabacterium|Aquabacterium_commune	16	11	14	7	18	27	15	16	16	32	25	14	14	9	19	19	12	11
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Aquabacterium|Aquabacterium_parvum	3	4	2	4	26	9	16	18	8	16	46	15	9	9	29	8	3	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Aquabacterium|Unassigned	238	185	203	237	643	254	210	206	160	140	177	147	183	195	267	209	216	191
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Piscinibacter|Piscinibacter_aquaticus	77	72	123	138	211	101	157	103	161	197	153	122	159	291	269	262	192	151
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiales_incertae_sedis|Unassigned|Unassigned	159	161	380	217	201	280	133	88	158	126	124	121	135	156	140	147	159	156
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax_soli	6	1	40	2	6	41	2	13	15	14	15	3	23	26	1	6	26	14
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Unassigned	8	3	2	12	9	5	4	5	8	5	3	0	1	2	5	3	4	7
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Hydrogenophaga|Hydrogenophaga_intermedia	80	18	38	59	295	25	29	55	16	114	72	40	33	7	50	61	38	71
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Kinneretia|Kinneretia_asaccharophila	191	151	271	259	434	207	106	49	138	107	113	85	168	238	120	90	198	117
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas|Pelomonas_puraquae	1977	1241	2378	2248	2910	1848	646	498	1235	1276	975	644	1297	1585	856	1129	1528	1182
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pelomonas|Unassigned	8	9	5	7	5	10	6	2	6	5	9	6	8	7	6	14	2	10
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Polaromonas|Polaromonas_aquatica	63	74	83	76	112	73	26	30	48	49	53	70	54	67	55	47	74	34
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax|Unassigned	3	0	0	1	2	1	1	4	1	1	0	0	47	0	1	6	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter|Unassigned	54	30	77	39	40	39	56	47	32	32	30	53	21	24	36	40	33	33
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Roseateles|Unassigned	3	0	7	2	55	2	9	0	45	3	67	1	80	2	27	3	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Schlegelella|Schlegelella_aquatica	11	12	29	22	11	34	26	19	17	8	33	25	6	24	25	25	6	7
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned|Unassigned	1360	1191	1475	1568	1905	1903	924	1104	1434	1184	1451	988	1393	1391	1512	1416	1554	1645
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Unassigned	157	120	85	120	142	153	126	100	119	117	177	156	99	172	181	474	199	140
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax_boronicumulans	49	45	39	42	43	105	39	23	35	77	35	72	28	48	37	34	75	18
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax|Variovorax_soli	14	13	3	11	10	10	8	5	21	10	11	26	1	6	11	11	19	8
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xenophilus|Xenophilus_aerolatus	22	6	15	0	0	1	0	0	4	0	0	5	10	0	1	0	8	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella|Duganella_phyllosphaerae	4	1	0	2	0	8	2	0	10	0	2	3	3	0	13	5	29	5
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella|Unassigned	5	2	0	5	0	9	4	5	6	8	4	4	1	2	22	10	48	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum|Herbaspirillum_aquaticum	24	3	6	13	12	13	4	2	10	9	4	8	2	8	3	3	4	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia_aerilata	61	46	61	82	90	126	43	26	51	30	51	40	51	40	28	29	133	45
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Massilia_namucuonensis	126	81	121	114	100	142	14	23	27	39	28	17	56	63	37	42	42	41
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia|Unassigned	182	148	148	148	187	325	79	56	150	70	116	80	79	103	132	79	216	139
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum|Noviherbaspirillum_suwonense	75	80	63	75	189	80	119	87	69	110	64	46	116	140	121	94	74	131
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum|Unassigned	315	344	321	352	560	375	472	375	244	418	345	186	421	498	505	412	325	383
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Paraherbaspirillum|Paraherbaspirillum_soli	39	4	16	8	89	29	4	0	6	7	2	6	10	10	8	8	17	16
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella|Pseudoduganella_violaceinigra	614	269	406	962	769	1158	191	147	809	531	345	367	873	1401	345	530	549	415
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned|Unassigned	843	555	598	1101	1131	1137	462	340	438	370	426	810	694	572	448	443	565	625
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned|Unassigned	1428	1112	1518	1440	2406	1611	650	615	808	821	832	746	999	1224	1007	1111	1021	1079
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Methylotenera|Unassigned	10	1	3	8	0	14	5	3	1	2	17	8	1	2	0	1	2	3
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Methylovorus|Unassigned	2	4	3	1	9	3	3	5	6	5	3	5	1	5	5	0	5	7
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Unassigned|Unassigned	57	106	47	43	147	146	39	110	55	60	56	34	96	119	164	96	81	70
