Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Pseudorhodoferax	3	0	0	1	2	1	1	4	1	1	0	0	47	0	1	6	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Ramlibacter	54	30	77	39	40	39	56	47	32	32	30	53	21	24	36	40	33	33
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Roseateles	3	0	7	2	55	2	9	0	45	3	67	1	80	2	27	3	1	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Schlegelella	11	12	29	22	11	34	26	19	17	8	33	25	6	24	25	25	6	7
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Unassigned	1360	1191	1475	1568	1905	1903	924	1104	1434	1184	1451	988	1393	1391	1512	1416	1554	1645
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Variovorax	220	178	127	173	195	268	173	128	175	204	223	254	128	226	229	519	293	166
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Xenophilus	22	6	15	0	0	1	0	0	4	0	0	5	10	0	1	0	8	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Duganella	9	3	0	7	0	17	6	5	16	8	6	7	4	2	35	15	77	9
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Herbaspirillum	24	3	6	13	12	13	4	2	10	9	4	8	2	8	3	3	4	4
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Massilia	369	275	330	344	377	593	136	105	228	139	195	137	186	206	197	150	391	225
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Noviherbaspirillum	390	424	384	427	749	455	591	462	313	528	409	232	537	638	626	506	399	514
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Paraherbaspirillum	39	4	16	8	89	29	4	0	6	7	2	6	10	10	8	8	17	16
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Pseudoduganella	614	269	406	962	769	1158	191	147	809	531	345	367	873	1401	345	530	549	415
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae|Unassigned	843	555	598	1101	1131	1137	462	340	438	370	426	810	694	572	448	443	565	625
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unassigned|Unassigned	1428	1112	1518	1440	2406	1611	650	615	808	821	832	746	999	1224	1007	1111	1021	1079
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Methylotenera	10	1	3	8	0	14	5	3	1	2	17	8	1	2	0	1	2	3
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Methylovorus	2	4	3	1	9	3	3	5	6	5	3	5	1	5	5	0	5	7
Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales|Methylophilaceae|Unassigned	57	106	47	43	147	146	39	110	55	60	56	34	96	119	164	96	81	70
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned	364	296	387	315	275	432	334	254	346	425	287	299	292	313	367	320	275	347
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bacteriovoracaceae|Peredibacter	27	32	67	65	198	48	31	45	44	70	48	36	81	175	44	27	74	38
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio	24	29	25	42	62	33	29	22	39	32	24	14	22	47	34	33	22	23
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter	10	8	8	14	5	9	17	6	10	8	11	9	12	13	19	6	5	20
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unassigned|Unassigned	18	11	12	20	6	6	37	30	18	21	34	30	19	16	27	20	12	33
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Cystobacter	17	14	0	1	0	0	4	4	5	28	1	1	0	0	2	6	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Unassigned	3	1	8	2	6	5	12	3	5	3	4	7	3	3	4	4	3	6
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium	9	6	3	4	2	5	28	19	23	16	24	13	13	13	10	9	10	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix	9	25	21	24	10	13	19	9	20	19	14	19	11	22	27	15	17	25
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Unassigned	14	28	5	3	9	14	9	12	18	3	10	16	6	6	4	2	5	5
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis	5	1	4	0	2	5	5	7	4	7	2	3	5	5	9	1	8	2
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Unassigned	6	4	1	2	1	1	7	5	1	2	3	6	0	5	3	2	5	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium	29	1	3	28	13	12	47	12	28	18	16	40	8	10	6	8	5	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned	49	41	30	81	50	73	73	37	55	57	78	71	50	75	73	72	68	55
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae|Sandaracinus	63	56	93	100	104	51	43	39	48	47	57	45	69	73	72	74	66	92
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned	183	165	218	254	212	214	198	107	211	183	231	151	207	229	221	208	253	197
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned|Unassigned	448	533	313	313	281	804	444	319	391	404	361	499	383	451	449	452	352	460
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Pantoea	0	0	1	2	0	0	220	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Cellvibrio	36	4	10	13	33	7	12	87	185	98	14	9	96	13	40	13	10	34
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Permianibacter	51	29	60	51	119	63	43	41	73	83	48	45	113	84	48	64	82	68
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas	76	72	62	62	245	81	180	322	108	572	170	555	33	35	52	60	193	107
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Rhizobacter	2001	861	1434	1661	2513	1361	1122	1047	1497	1657	1498	1102	2164	3244	1566	1777	2317	1690
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Unassigned	28	9	33	52	203	21	46	329	14	68	171	50	7	24	110	19	166	97
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned	276	275	262	234	227	222	384	280	287	224	277	371	249	246	352	288	225	395
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Steroidobacter	686	646	620	619	306	578	953	630	723	669	830	782	630	908	932	979	703	934
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Unassigned	98	86	86	98	54	85	158	107	113	87	120	151	90	97	130	70	85	139
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Unassigned|Unassigned	35	40	40	23	22	22	48	32	26	36	41	46	24	32	40	37	26	51
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas	29	19	45	34	101	37	27	18	20	25	87	41	17	24	27	37	51	43
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Dokdonella	3	0	5	0	2	2	2	7	2	6	4	2	2	4	3	6	3	28
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter	261	258	390	452	369	336	216	253	347	216	391	340	272	441	281	500	436	504
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacter	9	12	2	9	27	13	15	10	10	12	6	17	2	6	23	51	3	21
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas	199	86	111	164	222	419	97	148	122	181	279	174	112	77	211	133	145	136
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacter	19	13	18	14	31	24	15	8	38	18	8	15	35	18	16	14	21	17
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Unassigned	136	109	216	209	195	141	108	87	102	95	141	121	96	140	168	112	141	149
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	1376	1474	1315	1238	1279	1684	1591	1140	1073	1474	1394	1356	1488	1602	1970	1522	1482	1736
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae|Turneriella	14	6	33	17	42	15	25	19	29	46	31	22	29	48	47	40	21	44
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Unassigned	6	4	7	4	2	0	6	11	11	8	7	10	3	19	16	9	1	10
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	563	549	292	547	352	432	478	604	517	522	429	426	645	400	515	453	523	432
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus	3	3	11	4	7	8	23	17	21	17	42	61	32	21	52	26	17	18
Bacteria|Verrucomicrobia|Spartobacteria|Unassigned|Unassigned|Spartobacteria_genera_incertae_sedis	4	7	5	1	4	4	34	11	20	7	11	39	12	13	17	15	5	9
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned|Subdivision3_genera_incertae_sedis	14	16	8	5	1	4	15	10	9	8	10	8	10	7	14	4	4	13
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Luteolibacter	1	2	11	0	3	2	9	11	11	5	14	19	12	16	5	12	8	3
