ID,Color,Type,Group
IF_028__k141_14680,#FF0000,Novel,Novel
IF_029__k141_62356,#FF0000,Novel,Novel
IF_029__k141_60023,#FF0000,Novel,Novel
IF_029__k141_20138,#FF0000,Novel,Novel
IF_029__k141_105776,#FF0000,Novel,Novel
IF_030-2__k141_64579,#FF0000,Novel,Novel
IF_030-2__k141_65371,#FF0000,Novel,Novel
IF_030-2__k141_22688,#FF0000,Novel,Novel
IF_030__k141_14017,#FF0000,Novel,Novel
IF_030__k141_91286,#FF0000,Novel,Novel
IF_031__k141_26361,#FF0000,Novel,Novel
IF_031__k141_3946,#FF0000,Novel,Novel
IF_031__k141_30893,#FF0000,Novel,Novel
IF_032__k141_76733,#FF0000,Novel,Novel
IF_032__k141_56608,#FF0000,Novel,Novel
IF_032__k141_54342,#FF0000,Novel,Novel
IF_033__k141_53175,#FF0000,Novel,Novel
IF_033__k141_63929,#FF0000,Novel,Novel
IF_036__k141_24416,#FF0000,Novel,Novel
IF_038__k141_52705,#FF0000,Novel,Novel
IF_041__k141_50812,#FF0000,Novel,Novel
IF_042__k141_132081,#FF0000,Novel,Novel
IF_042__k141_75351,#FF0000,Novel,Novel
IF_046-2__k141_26039,#FF0000,Novel,Novel
IF_046-2__k141_35178,#FF0000,Novel,Novel
IF_046-2__k141_92882,#FF0000,Novel,Novel
IF_046-2__k141_69258,#FF0000,Novel,Novel
IF_048__k141_75394,#FF0000,Novel,Novel
IF_048__k141_1029,#FF0000,Novel,Novel
IF_051__k141_9571,#FF0000,Novel,Novel
IF_051__k141_60824,#FF0000,Novel,Novel
IF_051__k141_7804,#FF0000,Novel,Novel
IF_051__k141_68770,#FF0000,Novel,Novel
IF_053__k141_16203,#FF0000,Novel,Novel
IF_055-2__k141_2637,#FF0000,Novel,Novel
IF_059__k141_28350,#FF0000,Novel,Novel
IF_059__k141_56611,#FF0000,Novel,Novel
IF_059__k141_6113,#FF0000,Novel,Novel
IF_060__k141_7268,#FF0000,Novel,Novel
IF_060__k141_131406,#FF0000,Novel,Novel
IF_063__k141_30445,#FF0000,Novel,Novel
IF_063__k141_2461,#FF0000,Novel,Novel
IF_064__k141_2893,#FF0000,Novel,Novel
IF_064__k141_22508,#FF0000,Novel,Novel
IF_064__k141_48778,#FF0000,Novel,Novel
IF_064__k141_163661,#FF0000,Novel,Novel
IF_064__k141_54465,#FF0000,Novel,Novel
IF_065-2__k141_10253,#FF0000,Novel,Novel
IF_065__k141_870,#FF0000,Novel,Novel
IF_065__k141_109926,#FF0000,Novel,Novel
IF_068-2__k141_144459,#FF0000,Novel,Novel
IF_068-2__k141_27701,#FF0000,Novel,Novel
IF_068-2__k141_29681,#FF0000,Novel,Novel
IF_068-2__k141_21136,#FF0000,Novel,Novel
IF_068__k141_108787,#FF0000,Novel,Novel
IF_068__k141_152723,#FF0000,Novel,Novel
IF_071-2__k141_77855,#FF0000,Novel,Novel
IF_072__k141_6188,#FF0000,Novel,Novel
IF_072__k141_6094,#FF0000,Novel,Novel
IF_073-2wa__k141_103222,#FF0000,Novel,Novel
IF_073-2wa__k141_104618,#FF0000,Novel,Novel
IF_073-2wa__k141_30882,#FF0000,Novel,Novel
IF_073-2wa__k141_22279,#FF0000,Novel,Novel
IF_073wa__k141_9326,#FF0000,Novel,Novel
IF_073wa__k141_68334,#FF0000,Novel,Novel
IF_073wa__k141_67648,#FF0000,Novel,Novel
IF_073wa__k141_7616,#FF0000,Novel,Novel
IF_073wa__k141_82919,#FF0000,Novel,Novel
IF_073wa__k141_49622,#FF0000,Novel,Novel
IF_073wa__k141_104644,#FF0000,Novel,Novel
IF_073wa__k141_5414,#FF0000,Novel,Novel
IF_076__k141_118023,#FF0000,Novel,Novel
IF_076__k141_52642,#FF0000,Novel,Novel
IF_076__k141_74987,#FF0000,Novel,Novel
IF_076__k141_25019,#FF0000,Novel,Novel
IF_076__k141_35738,#FF0000,Novel,Novel
IF_081__k141_53316,#FF0000,Novel,Novel
IF_082__k141_98730,#FF0000,Novel,Novel
IF_082__k141_101062,#FF0000,Novel,Novel
IF_082__k141_91963,#FF0000,Novel,Novel
IF_082__k141_113619,#FF0000,Novel,Novel
IF_082__k141_106893,#FF0000,Novel,Novel
IF_082__k141_762,#FF0000,Novel,Novel
IF_083__k141_14117,#FF0000,Novel,Novel
IF_086-2__k141_44814,#FF0000,Novel,Novel
IF_086-2__k141_63694,#FF0000,Novel,Novel
IF_086-2__k141_18638,#FF0000,Novel,Novel
IF_086-2__k141_80281,#FF0000,Novel,Novel
IF_086-2__k141_30091,#FF0000,Novel,Novel
IF_086__k141_93628,#FF0000,Novel,Novel
IF_086__k141_74328,#FF0000,Novel,Novel
IF_086__k141_103,#FF0000,Novel,Novel
IF_086__k141_18183,#FF0000,Novel,Novel
IF_087-2__k141_33827,#FF0000,Novel,Novel
IF_087-2__k141_123351,#FF0000,Novel,Novel
IF_087-3__k141_9871,#FF0000,Novel,Novel
IF_088-2__k141_31999,#FF0000,Novel,Novel
IF_091__k141_45324,#FF0000,Novel,Novel
IF_091__k141_63822,#FF0000,Novel,Novel
IF_091__k141_98077,#FF0000,Novel,Novel
IF_091__k141_92553,#FF0000,Novel,Novel
IF_091__k141_14104,#FF0000,Novel,Novel
IF_092-2__k141_99408,#FF0000,Novel,Novel
IF_093__k141_11382,#FF0000,Novel,Novel
IF_093__k141_48708,#FF0000,Novel,Novel
IF_093__k141_30252,#FF0000,Novel,Novel
IF_093__k141_58947,#FF0000,Novel,Novel
IF_095__k141_6151,#FF0000,Novel,Novel
IF_099__k141_122106,#FF0000,Novel,Novel
IF_099__k141_165024,#FF0000,Novel,Novel
IF_100-2__k141_21935,#FF0000,Novel,Novel
IF_100__k141_27390,#FF0000,Novel,Novel
IF_100__k141_95233,#FF0000,Novel,Novel
IF_100__k141_75449,#FF0000,Novel,Novel
IF_101__k141_128027,#FF0000,Novel,Novel
IF_101__k141_17910,#FF0000,Novel,Novel
IF_101__k141_137434,#FF0000,Novel,Novel
IF_101__k141_2401,#FF0000,Novel,Novel
IF_101__k141_3233,#FF0000,Novel,Novel
IF_101__k141_112363,#FF0000,Novel,Novel
IF_104__k141_66215,#FF0000,Novel,Novel
IF_104__k141_57248,#FF0000,Novel,Novel
IF_104__k141_15181,#FF0000,Novel,Novel
IF_104__k141_24615,#FF0000,Novel,Novel
IF_104__k141_72318,#FF0000,Novel,Novel
IF_109__k141_120421,#FF0000,Novel,Novel
IF_109__k141_82794,#FF0000,Novel,Novel
IF_109__k141_45704,#FF0000,Novel,Novel
IF_111__k141_89864,#FF0000,Novel,Novel
IF_116__k141_124893,#FF0000,Novel,Novel
IF_117__k141_85568,#FF0000,Novel,Novel
IF_117__k141_17366,#FF0000,Novel,Novel
IF_118__k141_138327,#FF0000,Novel,Novel
IF_118__k141_17438,#FF0000,Novel,Novel
IF_121wa__k141_79968,#FF0000,Novel,Novel
IF_121wa__k141_41963,#FF0000,Novel,Novel
IF_122__k141_31007,#FF0000,Novel,Novel
IF_122__k141_76031,#FF0000,Novel,Novel
IF_124__k141_15580,#FF0000,Novel,Novel
IF_124__k141_77752,#FF0000,Novel,Novel
IF_124__k141_31529,#FF0000,Novel,Novel
IF_124__k141_101641,#FF0000,Novel,Novel
IF_125__k141_39485,#FF0000,Novel,Novel
IF_125__k141_13465,#FF0000,Novel,Novel
IF_126__k141_84362,#FF0000,Novel,Novel
IF_128__k141_32693,#FF0000,Novel,Novel
IF_128__k141_109143,#FF0000,Novel,Novel
IF_128__k141_28739,#FF0000,Novel,Novel
IF_128__k141_145270,#FF0000,Novel,Novel
IF_128__k141_169907,#FF0000,Novel,Novel
IF_128__k141_102713,#FF0000,Novel,Novel
IF_128__k141_149548,#FF0000,Novel,Novel
IF_128__k141_97008,#FF0000,Novel,Novel
IF_129__k141_86297,#FF0000,Novel,Novel
IF_130__k141_62070,#FF0000,Novel,Novel
IF_130__k141_138089,#FF0000,Novel,Novel
IF_132__k141_96307,#FF0000,Novel,Novel
IF_132__k141_11838,#FF0000,Novel,Novel
IF_136__k141_15933,#FF0000,Novel,Novel
IF_137__k141_57916,#FF0000,Novel,Novel
IF_137__k141_20141,#FF0000,Novel,Novel
IF_148__k141_91630,#FF0000,Novel,Novel
IF_148__k141_73647,#FF0000,Novel,Novel
IF_150__k141_27703,#FF0000,Novel,Novel
IF_150__k141_52806,#FF0000,Novel,Novel
IF_151__k141_20394,#FF0000,Novel,Novel
IF_151__k141_67430,#FF0000,Novel,Novel
IF_151__k141_46840,#FF0000,Novel,Novel
IF_151__k141_13229,#FF0000,Novel,Novel
IF_151__k141_66722,#FF0000,Novel,Novel
IF_151__k141_50795,#FF0000,Novel,Novel
IF_151__k141_3193,#FF0000,Novel,Novel
IF_151__k141_71881,#FF0000,Novel,Novel
IF_151__k141_22009,#FF0000,Novel,Novel
IF_151__k141_40005,#FF0000,Novel,Novel
IF_154rewa__k141_26760,#FF0000,Novel,Novel
IF_154rewa__k141_105,#FF0000,Novel,Novel
IF_155__k141_91464,#FF0000,Novel,Novel
IF_155__k141_67502,#FF0000,Novel,Novel
IF_161__k141_38417,#FF0000,Novel,Novel
IF_162__k141_88222,#FF0000,Novel,Novel
IF_162__k141_70856,#FF0000,Novel,Novel
IF_162__k141_88357,#FF0000,Novel,Novel
IF_162__k141_19936,#FF0000,Novel,Novel
IF_164re__k141_190321,#FF0000,Novel,Novel
IF_165__k141_87436,#FF0000,Novel,Novel
IF_166__k141_153628,#FF0000,Novel,Novel
IF_167__k141_210559,#FF0000,Novel,Novel
IF_167__k141_152029,#FF0000,Novel,Novel
IF_167__k141_180935,#FF0000,Novel,Novel
IF_167__k141_36882,#FF0000,Novel,Novel
IF_167__k141_189651,#FF0000,Novel,Novel
IF_167__k141_91800,#FF0000,Novel,Novel
IF_169__k141_903,#FF0000,Novel,Novel
IF_169__k141_58748,#FF0000,Novel,Novel
IF_170__k141_162261,#FF0000,Novel,Novel
IF_173__k141_125466,#FF0000,Novel,Novel
IF_173__k141_71924,#FF0000,Novel,Novel
IF_173__k141_56315,#FF0000,Novel,Novel
IF_173__k141_92753,#FF0000,Novel,Novel
IF_175re__k141_89751,#FF0000,Novel,Novel
IF_177__k141_15889,#FF0000,Novel,Novel
IF_177__k141_154515,#FF0000,Novel,Novel
IF_178__k141_148400,#FF0000,Novel,Novel
IF_178__k141_42691,#FF0000,Novel,Novel
IF_183__k141_60104,#FF0000,Novel,Novel
IF_183__k141_82405,#FF0000,Novel,Novel
IF_183__k141_47871,#FF0000,Novel,Novel
IF_183__k141_14878,#FF0000,Novel,Novel
IF_184__k141_55288,#FF0000,Novel,Novel
IF_187__k141_26804,#FF0000,Novel,Novel
IF_187__k141_22989,#FF0000,Novel,Novel
IF_188__k141_13835,#FF0000,Novel,Novel
IF_188__k141_89031,#FF0000,Novel,Novel
IF_188__k141_84825,#FF0000,Novel,Novel
IF_62-2__k141_18484,#FF0000,Novel,Novel
KWS_10452__k141_35454,#FF0000,Novel,Novel
KWS_10452__k141_68844,#FF0000,Novel,Novel
KWS_10459__k141_36314,#FF0000,Novel,Novel
KWS_10463__k141_75724,#FF0000,Novel,Novel
KWS_10463__k141_9205,#FF0000,Novel,Novel
KWS_10468__k141_32454,#FF0000,Novel,Novel
KWS_10468__k141_15294,#FF0000,Novel,Novel
KWS_10468__k141_33545,#FF0000,Novel,Novel
KWS_10469__k141_11880,#FF0000,Novel,Novel
KWS_10476__k141_15708,#FF0000,Novel,Novel
KWS_10476__k141_63168,#FF0000,Novel,Novel
KWS_10477__k141_27648,#FF0000,Novel,Novel
KWS_10480__k141_15149,#FF0000,Novel,Novel
KWS_10486__k141_27406,#FF0000,Novel,Novel
KWS_10486__k141_23916,#FF0000,Novel,Novel
KWS_10545__k141_16840,#FF0000,Novel,Novel
KWS_10546__k141_61173,#FF0000,Novel,Novel
KWS_10549__k141_100742,#FF0000,Novel,Novel
KWS_10551__k141_23459,#FF0000,Novel,Novel
KWS_10556__k141_26829,#FF0000,Novel,Novel
KWS_10558__k141_15453,#FF0000,Novel,Novel
KWS_10558__k141_60505,#FF0000,Novel,Novel
KWS_10558__k141_108988,#FF0000,Novel,Novel
KWS_10558__k141_45782,#FF0000,Novel,Novel
KWS_10563__k141_17725,#FF0000,Novel,Novel
KWS_10563__k141_82686,#FF0000,Novel,Novel
KWS_10563__k141_81471,#FF0000,Novel,Novel
KWS_10563__k141_168230,#FF0000,Novel,Novel
KWS_10631__k141_103391,#FF0000,Novel,Novel
KWS_10632__k141_98110,#FF0000,Novel,Novel
KWS_10633__k141_99699,#FF0000,Novel,Novel
KWS_10633__k141_68498,#FF0000,Novel,Novel
KWS_10635__k141_38191,#FF0000,Novel,Novel
KWS_10636__k141_10668,#FF0000,Novel,Novel
KWS_10636__k141_103234,#FF0000,Novel,Novel
KWS_10636__k141_44144,#FF0000,Novel,Novel
KWS_10636__k141_69016,#FF0000,Novel,Novel
KWS_10636__k141_119166,#FF0000,Novel,Novel
KWS_10636__k141_63150,#FF0000,Novel,Novel
KWS_10638__k141_100862,#FF0000,Novel,Novel
KWS_10638__k141_59399,#FF0000,Novel,Novel
KWS_10638__k141_92917,#FF0000,Novel,Novel
KWS_10639__k141_21266,#FF0000,Novel,Novel
KWS_10639__k141_233253,#FF0000,Novel,Novel
KWS_10641__k141_9955,#FF0000,Novel,Novel
KWS_10646__k141_56655,#FF0000,Novel,Novel
KWS_10646__k141_28586,#FF0000,Novel,Novel
KWS_10648__k141_91061,#FF0000,Novel,Novel
KWS_10648__k141_109555,#FF0000,Novel,Novel
KWS_10648__k141_865,#FF0000,Novel,Novel
KWS_10649__k141_80240,#FF0000,Novel,Novel
KWS_10650__k141_48373,#FF0000,Novel,Novel
KWS_10653__k141_69346,#FF0000,Novel,Novel
KWS_10656__k141_184809,#FF0000,Novel,Novel
KWS_10656__k141_123588,#FF0000,Novel,Novel
KWS_10656__k141_215662,#FF0000,Novel,Novel
KWS_10656__k141_127110,#FF0000,Novel,Novel
KWS_10657__k141_63786,#FF0000,Novel,Novel
KWS_10659__k141_66082,#FF0000,Novel,Novel
KWS_10659__k141_17274,#FF0000,Novel,Novel
KWS_10659__k141_736,#FF0000,Novel,Novel
KWS_10893__k141_78521,#FF0000,Novel,Novel
KWS_10895__k141_9329,#FF0000,Novel,Novel
KWS_10897__k141_127702,#FF0000,Novel,Novel
KWS_10897__k141_46769,#FF0000,Novel,Novel
KWS_10903__k141_120570,#FF0000,Novel,Novel
KWS_10904__k141_75276,#FF0000,Novel,Novel
KWS_10906__k141_109519,#FF0000,Novel,Novel
KWS_10910__k141_83584,#FF0000,Novel,Novel
KWS_10910__k141_77197,#FF0000,Novel,Novel
KWS_10911__k141_92821,#FF0000,Novel,Novel
KWS_10911__k141_144810,#FF0000,Novel,Novel
KWS_10912__k141_88678,#FF0000,Novel,Novel
KWS_10915__k141_24317,#FF0000,Novel,Novel
KWS_10985__k141_98558,#FF0000,Novel,Novel
KWS_10985__k141_77551,#FF0000,Novel,Novel
KWS_10987__k141_11352,#FF0000,Novel,Novel
KWS_10987__k141_30382,#FF0000,Novel,Novel
KWS_10987__k141_49049,#FF0000,Novel,Novel
KWS_10989__k141_32119,#FF0000,Novel,Novel
KWS_10991__k141_13911,#FF0000,Novel,Novel
KWS_10992re__k141_92449,#FF0000,Novel,Novel
KWS_10992re__k141_7179,#FF0000,Novel,Novel
KWS_10992re__k141_100631,#FF0000,Novel,Novel
KWS_10993__k141_137164,#FF0000,Novel,Novel
KWS_10996__k141_98496,#FF0000,Novel,Novel
KWS_10996__k141_82617,#FF0000,Novel,Novel
KWS_11000__k141_98444,#FF0000,Novel,Novel
KWS_11000__k141_115083,#FF0000,Novel,Novel
KWS_11002__k141_19661,#FF0000,Novel,Novel
KWS_11002__k141_92328,#FF0000,Novel,Novel
KWS_11008__k141_47084,#FF0000,Novel,Novel
KeioHC_101__k141_37344,#FF0000,Novel,Novel
KeioHC_103__k141_51722,#FF0000,Novel,Novel
KeioHC_106__k141_26118,#FF0000,Novel,Novel
KeioHC_109__k141_21772,#FF0000,Novel,Novel
KeioHC_109__k141_40901,#FF0000,Novel,Novel
KeioHC_109__k141_49262,#FF0000,Novel,Novel
KeioHC_109__k141_7066,#FF0000,Novel,Novel
KeioHC_109__k141_19856,#FF0000,Novel,Novel
KeioHC_109__k141_22493,#FF0000,Novel,Novel
KeioHC_109__k141_22168,#FF0000,Novel,Novel
KeioHC_112__k141_88306,#FF0000,Novel,Novel
KeioHC_113__k141_89651,#FF0000,Novel,Novel
KeioHC_115__k141_35096,#FF0000,Novel,Novel
KeioHC_116__k141_31059,#FF0000,Novel,Novel
KeioHC_116__k141_37261,#FF0000,Novel,Novel
KeioHC_11__k141_57978,#FF0000,Novel,Novel
KeioHC_11__k141_38123,#FF0000,Novel,Novel
KeioHC_11__k141_106804,#FF0000,Novel,Novel
KeioHC_120__k141_68564,#FF0000,Novel,Novel
KeioHC_120__k141_5773,#FF0000,Novel,Novel
KeioHC_124__k141_57728,#FF0000,Novel,Novel
KeioHC_124__k141_25381,#FF0000,Novel,Novel
KeioHC_126__k141_7566,#FF0000,Novel,Novel
KeioHC_15__k141_18091,#FF0000,Novel,Novel
KeioHC_15__k141_19017,#FF0000,Novel,Novel
KeioHC_15__k141_52157,#FF0000,Novel,Novel
KeioHC_17__k141_4676,#FF0000,Novel,Novel
KeioHC_2__k141_56974,#FF0000,Novel,Novel
KeioHC_2__k141_33096,#FF0000,Novel,Novel
KeioHC_3__k141_9462,#FF0000,Novel,Novel
KeioHC_5__k141_175551,#FF0000,Novel,Novel
KeioHC_5__k141_95923,#FF0000,Novel,Novel
KeioHC_7__k141_130120,#FF0000,Novel,Novel
KeioHC_9__k141_24361,#FF0000,Novel,Novel
KeioHC_9__k141_72465,#FF0000,Novel,Novel
KeioHC_I2__k141_28948,#FF0000,Novel,Novel
KeioHC_I2__k141_126661,#FF0000,Novel,Novel
KeioHC_I2__k141_126885,#FF0000,Novel,Novel
S_6G10__k141_20732,#FF0000,Novel,Novel
S_6G11__k141_103064,#FF0000,Novel,Novel
S_6G12__k141_62757,#FF0000,Novel,Novel
S_6G13__k141_2811,#FF0000,Novel,Novel
S_6G14__k141_90365,#FF0000,Novel,Novel
S_6G14__k141_27473,#FF0000,Novel,Novel
S_6G14__k141_30601,#FF0000,Novel,Novel
S_6G15__k141_8635,#FF0000,Novel,Novel
S_6G1__k141_10937,#FF0000,Novel,Novel
S_6G4__k141_54697,#FF0000,Novel,Novel
S_6G6__k141_4459,#FF0000,Novel,Novel
S_6G6__k141_148520,#FF0000,Novel,Novel
S_6G6__k141_157021,#FF0000,Novel,Novel
S_6G6__k141_134700,#FF0000,Novel,Novel
S_6G6__k141_76015,#FF0000,Novel,Novel
S_6G8__k141_73075,#FF0000,Novel,Novel
S_7G10__k141_108677,#FF0000,Novel,Novel
S_7G10__k141_10479,#FF0000,Novel,Novel
S_7G15__k141_6528,#FF0000,Novel,Novel
S_7G16__k141_132660,#FF0000,Novel,Novel
S_7G17__k141_43798,#FF0000,Novel,Novel
S_7G19__k141_53647,#FF0000,Novel,Novel
S_7G20__k141_5885,#FF0000,Novel,Novel
S_7G20__k141_75811,#FF0000,Novel,Novel
S_7G20__k141_60857,#FF0000,Novel,Novel
S_7G21__k141_34922,#FF0000,Novel,Novel
S_7G25__k141_41450,#FF0000,Novel,Novel
S_7G26__k141_253,#FF0000,Novel,Novel
S_7G26__k141_165861,#FF0000,Novel,Novel
S_7G26__k141_99746,#FF0000,Novel,Novel
S_7G26__k141_151881,#FF0000,Novel,Novel
S_7G26__k141_22787,#FF0000,Novel,Novel
S_7G26__k141_55056,#FF0000,Novel,Novel
S_7G26__k141_81662,#FF0000,Novel,Novel
S_7G26__k141_134398,#FF0000,Novel,Novel
S_7G26__k141_141023,#FF0000,Novel,Novel
S_7G26__k141_50990,#FF0000,Novel,Novel
S_7G26__k141_42265,#FF0000,Novel,Novel
S_7G26__k141_164232,#FF0000,Novel,Novel
S_7G27__k141_113936,#FF0000,Novel,Novel
S_7G29__k141_204923,#FF0000,Novel,Novel
S_7G29__k141_31287,#FF0000,Novel,Novel
S_7G31__k141_49636,#FF0000,Novel,Novel
S_7G31__k141_73637,#FF0000,Novel,Novel
S_7G31__k141_35029,#FF0000,Novel,Novel
S_7G31__k141_78843,#FF0000,Novel,Novel
S_7G31__k141_60236,#FF0000,Novel,Novel
S_7G31__k141_13188,#FF0000,Novel,Novel
S_7G31__k141_106666,#FF0000,Novel,Novel
S_7G31__k141_2932,#FF0000,Novel,Novel
S_7G31__k141_32639,#FF0000,Novel,Novel
S_7G31__k141_87540,#FF0000,Novel,Novel
S_7G32__k141_91801,#FF0000,Novel,Novel
S_7G32__k141_3682,#FF0000,Novel,Novel
S_7G33__k141_37876,#FF0000,Novel,Novel
S_7G3__k141_145138,#FF0000,Novel,Novel
S_7G3__k141_156022,#FF0000,Novel,Novel
S_7G3__k141_64572,#FF0000,Novel,Novel
S_7G41__k141_45547,#FF0000,Novel,Novel
S_7G43__k141_92946,#FF0000,Novel,Novel
S_7G43__k141_30401,#FF0000,Novel,Novel
S_7G44__k141_87840,#FF0000,Novel,Novel
S_7G44__k141_148566,#FF0000,Novel,Novel
S_7G44__k141_104825,#FF0000,Novel,Novel
S_7G44__k141_148694,#FF0000,Novel,Novel
S_7G45__k141_11645,#FF0000,Novel,Novel
S_7G46__k141_114512,#FF0000,Novel,Novel
S_7G46__k141_57959,#FF0000,Novel,Novel
S_7G50__k141_4383,#FF0000,Novel,Novel
S_7G50__k141_9688,#FF0000,Novel,Novel
S_7G50__k141_76111,#FF0000,Novel,Novel
S_7G50__k141_96857,#FF0000,Novel,Novel
S_7G51__k141_111819,#FF0000,Novel,Novel
S_7G51__k141_95662,#FF0000,Novel,Novel
S_7G51__k141_107184,#FF0000,Novel,Novel
S_7G51__k141_8454,#FF0000,Novel,Novel
S_7G51__k141_95731,#FF0000,Novel,Novel
S_7G51__k141_74413,#FF0000,Novel,Novel
S_7G5__k141_70303,#FF0000,Novel,Novel
S_7G5__k141_94935,#FF0000,Novel,Novel
S_7G7__k141_52984,#FF0000,Novel,Novel
S_7G7__k141_62497,#FF0000,Novel,Novel
