ID,Color,Family
KWS_10915__174411,#1f77b4,Siphoviridae
S_7G42__131343,#1f77b4,Siphoviridae
KWS_10915__70408,#1f77b4,Siphoviridae
KWS_11006__27824,#1f77b4,Siphoviridae
KWS_10903__41523,#1f77b4,Siphoviridae
KWS_10661__23445,#1f77b4,Siphoviridae
IF_161__36505,#1f77b4,Siphoviridae
KWS_10989__92355,#1f77b4,Siphoviridae
KWS_10644__207832,#1f77b4,Siphoviridae
S_7G7__282990,#1f77b4,Siphoviridae
KeioHC_120__58283,#1f77b4,Siphoviridae
S_7G19__114221,#1f77b4,Siphoviridae
IF_028__49201,#1f77b4,Siphoviridae
S_7G44__231406,#1f77b4,Siphoviridae
KWS_11002__75875,#1f77b4,Siphoviridae
IF_032__32306,#1f77b4,Siphoviridae
KeioHC_114__157717,#1f77b4,Siphoviridae
IF_061__2410,#1f77b4,Siphoviridae
KWS_10917__69145,#1f77b4,Siphoviridae
IF_068__37810,#1f77b4,Siphoviridae
IF_125__18900,#1f77b4,Siphoviridae
IF_013__93369,#1f77b4,Siphoviridae
IF_077__51920,#1f77b4,Siphoviridae
IF_042__143067,#1f77b4,Siphoviridae
IF_163__10007,#1f77b4,Siphoviridae
S_6G10__215692,#1f77b4,Siphoviridae
KWS_10906__239442,#1f77b4,Siphoviridae
IF_101__133839,#1f77b4,Siphoviridae
KeioHC_12__135867,#1f77b4,Siphoviridae
IF_122__6659,#1f77b4,Siphoviridae
S_6G5__130094,#1f77b4,Siphoviridae
KWS_10469__131832,#1f77b4,Siphoviridae
KWS_10560__83817,#1f77b4,Siphoviridae
IF_013__16730,#1f77b4,Siphoviridae
KWS_10459__67887,#1f77b4,Siphoviridae
IF_036__6708,#1f77b4,Siphoviridae
S_7G3__38830,#1f77b4,Siphoviridae
KWS_10560__178821,#1f77b4,Siphoviridae
S_6G10__123017,#1f77b4,Siphoviridae
IF_030-2__153898,#1f77b4,Siphoviridae
KWS_10903__11269,#1f77b4,Siphoviridae
KWS_10468__36509,#1f77b4,Siphoviridae
IF_073-2wa__185459,#1f77b4,Siphoviridae
S_7G15__113474,#1f77b4,Siphoviridae
KeioHC_9__42989,#1f77b4,Siphoviridae
KWS_10481__83245,#1f77b4,Siphoviridae
KWS_10461__221368,#1f77b4,Siphoviridae
IF_117__14341,#1f77b4,Siphoviridae
IF_042-2__98864,#1f77b4,Siphoviridae
S_7G6__218063,#1f77b4,Siphoviridae
IF_122__32,#1f77b4,Siphoviridae
IF_128__200524,#1f77b4,Siphoviridae
IF_130__163986,#1f77b4,Siphoviridae
IF_140__106677,#1f77b4,Siphoviridae
KeioHC_I2__95072,#1f77b4,Siphoviridae
S_7G42__185836,#1f77b4,Siphoviridae
KeioHC_117__7073,#1f77b4,Siphoviridae
KeioHC_120__198204,#1f77b4,Siphoviridae
IF_057re__14026,#1f77b4,Siphoviridae
S_6G5__45485,#1f77b4,Siphoviridae
KWS_10639__188465,#1f77b4,Siphoviridae
KWS_10911__124942,#1f77b4,Siphoviridae
KWS_10469__119965,#1f77b4,Siphoviridae
KWS_10463__234343,#1f77b4,Siphoviridae
KWS_10476__132079,#1f77b4,Siphoviridae
KWS_10631__20492,#1f77b4,Siphoviridae
IF_067__62674,#1f77b4,Siphoviridae
KeioHC_2__9793,#1f77b4,Siphoviridae
IF_107__17534,#1f77b4,Siphoviridae
KWS_10632__14836,#1f77b4,Siphoviridae
IF_048__36448,#1f77b4,Siphoviridae
KWS_10904__154764,#1f77b4,Siphoviridae
KWS_10649__97224,#1f77b4,Siphoviridae
S_7G4__20916,#1f77b4,Siphoviridae
IF_073wa__51406,#1f77b4,Siphoviridae
KWS_10656__150838,#1f77b4,Siphoviridae
IF_170__51480,#1f77b4,Siphoviridae
IF_067__77867,#1f77b4,Siphoviridae
KWS_10468__31299,#1f77b4,Siphoviridae
IF_077__8455,#1f77b4,Siphoviridae
KWS_10480__190706,#1f77b4,Siphoviridae
KWS_11002__109205,#1f77b4,Siphoviridae
KWS_10648__168375,#1f77b4,Siphoviridae
IF_125__52484,#1f77b4,Siphoviridae
IF_125__128324,#1f77b4,Siphoviridae
KWS_10480__9401,#1f77b4,Siphoviridae
IF_032__152289,#1f77b4,Siphoviridae
IF_087-2__63063,#1f77b4,Siphoviridae
IF_187__115714,#1f77b4,Siphoviridae
S_7G4__191182,#1f77b4,Siphoviridae
KWS_10639__26763,#1f77b4,Siphoviridae
KWS_11006__76349,#1f77b4,Siphoviridae
IF_027__31626,#1f77b4,Siphoviridae
KWS_10983__32306,#1f77b4,Siphoviridae
IF_184__61774,#1f77b4,Siphoviridae
IF_121wa__12097,#1f77b4,Siphoviridae
KWS_10997__15768,#1f77b4,Siphoviridae
KWS_10481__120637,#1f77b4,Siphoviridae
KWS_10633__218432,#1f77b4,Siphoviridae
KWS_10546__57071,#1f77b4,Siphoviridae
IF_048__210488,#1f77b4,Siphoviridae
IF_104__18267,#1f77b4,Siphoviridae
IF_073-2wa__7481,#1f77b4,Siphoviridae
IF_048__18163,#1f77b4,Siphoviridae
IF_070__199472,#1f77b4,Siphoviridae
KWS_11001__23200,#1f77b4,Siphoviridae
IF_008__8488,#1f77b4,Siphoviridae
KeioHC_3__13171,#1f77b4,Siphoviridae
IF_012__37320,#1f77b4,Siphoviridae
KWS_10903__16649,#1f77b4,Siphoviridae
KWS_10906__2015,#1f77b4,Siphoviridae
IF_125__98753,#1f77b4,Siphoviridae
S_7G50__175424,#1f77b4,Siphoviridae
S_6G6__10302,#1f77b4,Siphoviridae
KWS_10466__61225,#1f77b4,Siphoviridae
S_6G8__234474,#1f77b4,Siphoviridae
KeioHC_107__133136,#1f77b4,Siphoviridae
IF_162__42518,#1f77b4,Siphoviridae
IF_027__107331,#1f77b4,Siphoviridae
KWS_10984__178411,#1f77b4,Siphoviridae
IF_154rewa__128324,#1f77b4,Siphoviridae
KeioHC_124__201572,#1f77b4,Siphoviridae
KWS_10461__92416,#1f77b4,Siphoviridae
KWS_10477__81805,#1f77b4,Siphoviridae
IF_091__6421,#1f77b4,Siphoviridae
S_7G10__36957,#1f77b4,Siphoviridae
IF_110__64520,#1f77b4,Siphoviridae
KWS_10655__146500,#1f77b4,Siphoviridae
IF_093__75887,#1f77b4,Siphoviridae
IF_132__109190,#1f77b4,Siphoviridae
IF_169__3910,#1f77b4,Siphoviridae
KWS_10452__22000,#1f77b4,Siphoviridae
IF_076__142698,#1f77b4,Siphoviridae
IF_079__109857,#1f77b4,Siphoviridae
IF_184__171655,#1f77b4,Siphoviridae
IF_099__49201,#1f77b4,Siphoviridae
IF_017__223363,#1f77b4,Siphoviridae
KWS_10991__8322,#1f77b4,Siphoviridae
KWS_10550__23114,#1f77b4,Siphoviridae
IF_003__86267,#1f77b4,Siphoviridae
IF_087-2__56341,#1f77b4,Siphoviridae
S_7G8__208644,#1f77b4,Siphoviridae
S_7G4__92400,#1f77b4,Siphoviridae
S_7G22__174561,#1f77b4,Siphoviridae
KWS_10987__58451,#1f77b4,Siphoviridae
IF_046__1254,#1f77b4,Siphoviridae
KWS_10539__2157,#1f77b4,Siphoviridae
IF_151__6518,#1f77b4,Siphoviridae
KWS_10909__42366,#1f77b4,Siphoviridae
IF_171__52680,#1f77b4,Siphoviridae
IF_003__187897,#1f77b4,Siphoviridae
KWS_10638__51406,#1f77b4,Siphoviridae
KWS_10659__94769,#1f77b4,Siphoviridae
S_7G27__1667,#1f77b4,Siphoviridae
S_6G10__61382,#1f77b4,Siphoviridae
IF_100__29643,#1f77b4,Siphoviridae
S_6G10__182250,#1f77b4,Siphoviridae
IF_060__139,#1f77b4,Siphoviridae
KeioHC_K2__109669,#1f77b4,Siphoviridae
KWS_10560__119580,#1f77b4,Siphoviridae
IF_050__87080,#1f77b4,Siphoviridae
IF_118__214886,#1f77b4,Siphoviridae
KWS_10984__98523,#1f77b4,Siphoviridae
KWS_10648__185402,#1f77b4,Siphoviridae
IF_008__1254,#1f77b4,Siphoviridae
KeioHC_103__96465,#1f77b4,Siphoviridae
KWS_10459__19984,#1f77b4,Siphoviridae
KeioHC_15__2149,#1f77b4,Siphoviridae
S_7G50__59826,#1f77b4,Siphoviridae
S_6G5__29643,#d62728,crAss-phage
IF_101__31573,#d62728,crAss-phage
KWS_10631__22788,#d62728,crAss-phage
KeioHC_110__241098,#d62728,crAss-phage
KWS_10895__49312,#d62728,crAss-phage
IF_003-2__1798,#d62728,crAss-phage
IF_130__40713,#d62728,crAss-phage
KWS_10639__58724,#d62728,crAss-phage
KWS_10997__6952,#d62728,crAss-phage
KWS_10547__43914,#d62728,crAss-phage
S_7G46__179222,#d62728,crAss-phage
KWS_11000__66663,#d62728,crAss-phage
IF_032__21420,#d62728,crAss-phage
IF_022__85445,#d62728,crAss-phage
KWS_10477__5620,#d62728,crAss-phage
S_7G14__217837,#d62728,crAss-phage
IF_108__18243,#d62728,crAss-phage
KeioHC_114__197,#d62728,crAss-phage
IF_150__192900,#d62728,crAss-phage
IF_173__7488,#d62728,crAss-phage
IF_073wa__183037,#d62728,crAss-phage
IF_024__5418,#d62728,crAss-phage
IF_173__5418,#d62728,crAss-phage
IF_019__80461,#d62728,crAss-phage
IF_065-2__82617,#d62728,crAss-phage
KWS_11003__9520,#d62728,crAss-phage
IF_022__283759,#d62728,crAss-phage
S_7G16__52200,#d62728,crAss-phage
S_7G27__89355,#d62728,crAss-phage
IF_151__38746,#d62728,crAss-phage
IF_118__141921,#d62728,crAss-phage
S_7G27__295186,#d62728,crAss-phage
KWS_10984__7840,#d62728,crAss-phage
IF_008__38006,#d62728,crAss-phage
IF_148__76379,#d62728,crAss-phage
IF_093__19804,#d62728,crAss-phage
IF_064__228209,#d62728,crAss-phage
KeioHC_10__12927,#d62728,crAss-phage
IF_087-2__54066,#d62728,crAss-phage
IF_173__53502,#d62728,crAss-phage
KWS_10993__90763,#d62728,crAss-phage
IF_013__32006,#d62728,crAss-phage
IF_187__22689,#d62728,crAss-phage
IF_151__61680,#d62728,crAss-phage
S_7G26__94511,#d62728,crAss-phage
IF_128__36597,#d62728,crAss-phage
KWS_10656__39741,#d62728,crAss-phage
KWS_10550__228932,#d62728,crAss-phage
S_7G26__9214,#d62728,crAss-phage
IF_101__45674,#d62728,crAss-phage
KWS_10477__85794,#d62728,crAss-phage
IF_173__156215,#d62728,crAss-phage
KWS_11000__53210,#d62728,crAss-phage
IF_126__217286,#d62728,crAss-phage
KWS_11007__17578,#d62728,crAss-phage
KWS_10661__199414,#d62728,crAss-phage
KWS_10481__192633,#d62728,crAss-phage
IF_128__28035,#d62728,crAss-phage
IF_099__108802,#d62728,crAss-phage
IF_126__58789,#d62728,crAss-phage
KWS_10486__34524,#d62728,crAss-phage
IF_012__196093,#d62728,crAss-phage
IF_139__56746,#d62728,crAss-phage
IF_128__99328,#d62728,crAss-phage
S_7G50__81132,#d62728,crAss-phage
KWS_10452__125912,#d62728,crAss-phage
IF_042__1798,#d62728,crAss-phage
IF_030-2__80041,#d62728,crAss-phage
KWS_10549__3116,#d62728,crAss-phage
KWS_10996__113362,#d62728,crAss-phage
S_6G14__209674,#d62728,crAss-phage
S_7G25__213828,#d62728,crAss-phage
S_7G24__104957,#d62728,crAss-phage
KWS_10991__88315,#d62728,crAss-phage
IF_184__3133,#d62728,crAss-phage
IF_048__1667,#d62728,crAss-phage
IF_132__22784,#d62728,crAss-phage
KWS_10653__145903,#d62728,crAss-phage
KWS_10468__15309,#d62728,crAss-phage
KWS_10897__8385,#d62728,crAss-phage
S_7G28__52858,#8c564b,Inoviridae
KWS_10636__6455,#8c564b,Inoviridae
IF_071__239905,#8c564b,Inoviridae
IF_177__145740,#8c564b,Inoviridae
IF_173__91048,#8c564b,Inoviridae
IF_029-2__200979,#8c564b,Inoviridae
IF_057re__714,#9467bd,Microviridae
KeioHC_9__148305,#9467bd,Microviridae
IF_063__9721,#9467bd,Microviridae
S_7G3__181006,#9467bd,Microviridae
KWS_10558__127274,#9467bd,Microviridae
IF_171__177698,#9467bd,Microviridae
IF_101__34718,#9467bd,Microviridae
IF_175re__19640,#9467bd,Microviridae
S_7G33__201375,#9467bd,Microviridae
KWS_10984__274635,#9467bd,Microviridae
KWS_10984__206305,#9467bd,Microviridae
IF_160__23624,#9467bd,Microviridae
S_7G12__112749,#9467bd,Microviridae
KWS_10477__31430,#9467bd,Microviridae
IF_030-2__35497,#9467bd,Microviridae
KWS_10895__17945,#9467bd,Microviridae
IF_063__37320,#9467bd,Microviridae
IF_025__51406,#9467bd,Microviridae
IF_029__229226,#9467bd,Microviridae
IF_027__23671,#2ca02c,Myoviridae
S_7G33__4228,#2ca02c,Myoviridae
KWS_10636__136174,#2ca02c,Myoviridae
KWS_10989__155078,#2ca02c,Myoviridae
S_6G4__38781,#2ca02c,Myoviridae
KWS_10548__260785,#2ca02c,Myoviridae
IF_083__172099,#2ca02c,Myoviridae
KWS_10992re__18404,#2ca02c,Myoviridae
KWS_10481__125167,#2ca02c,Myoviridae
IF_073wa__19651,#2ca02c,Myoviridae
KWS_10992re__50572,#2ca02c,Myoviridae
S_7G46__23588,#2ca02c,Myoviridae
IF_171__36970,#2ca02c,Myoviridae
IF_151__36646,#2ca02c,Myoviridae
KeioHC_112__60640,#2ca02c,Myoviridae
S_6G15__16769,#2ca02c,Myoviridae
IF_003__49579,#2ca02c,Myoviridae
IF_175re__99274,#2ca02c,Myoviridae
S_6G12__29730,#2ca02c,Myoviridae
KWS_10661__74420,#2ca02c,Myoviridae
IF_076__37930,#2ca02c,Myoviridae
IF_185__109755,#2ca02c,Myoviridae
KeioHC_121__129158,#2ca02c,Myoviridae
KWS_10654__29195,#2ca02c,Myoviridae
IF_068__8028,#2ca02c,Myoviridae
IF_185__15766,#2ca02c,Myoviridae
KWS_10894__18267,#2ca02c,Myoviridae
KeioHC_120__142391,#2ca02c,Myoviridae
IF_002-2re__7488,#2ca02c,Myoviridae
KWS_10639__123108,#2ca02c,Myoviridae
KeioHC_124__45258,#2ca02c,Myoviridae
S_7G50__124942,#2ca02c,Myoviridae
KWS_10543__38690,#2ca02c,Myoviridae
IF_183__46012,#2ca02c,Myoviridae
KWS_10896__62075,#2ca02c,Myoviridae
S_7G43__263566,#2ca02c,Myoviridae
S_7G40__210801,#2ca02c,Myoviridae
S_7G5__168670,#2ca02c,Myoviridae
IF_076__267708,#2ca02c,Myoviridae
KeioHC_7__226103,#2ca02c,Myoviridae
KWS_10646__252923,#2ca02c,Myoviridae
S_7G6__159981,#2ca02c,Myoviridae
S_7G6__99660,#2ca02c,Myoviridae
IF_101__12674,#2ca02c,Myoviridae
IF_019__82715,#2ca02c,Myoviridae
IF_086__11609,#2ca02c,Myoviridae
IF_128__8917,#2ca02c,Myoviridae
KWS_10659__3596,#2ca02c,Myoviridae
IF_087-2__72336,#2ca02c,Myoviridae
IF_129__39245,#2ca02c,Myoviridae
IF_163__6346,#2ca02c,Myoviridae
KWS_10895__6547,#2ca02c,Myoviridae
KWS_10655__178866,#2ca02c,Myoviridae
IF_032-2__31228,#2ca02c,Myoviridae
KWS_10661__97619,#2ca02c,Myoviridae
KWS_10911__181849,#2ca02c,Myoviridae
IF_053__161222,#2ca02c,Myoviridae
IF_179__67933,#2ca02c,Myoviridae
IF_151__35452,#2ca02c,Myoviridae
IF_182__94924,#2ca02c,Myoviridae
IF_160__126654,#2ca02c,Myoviridae
KeioHC_101__156210,#2ca02c,Myoviridae
IF_121wa__69340,#2ca02c,Myoviridae
IF_106__4516,#2ca02c,Myoviridae
IF_030-2__161639,#2ca02c,Myoviridae
IF_008__117,#2ca02c,Myoviridae
KWS_10661__65979,#2ca02c,Myoviridae
IF_175re__27724,#2ca02c,Myoviridae
IF_150__27072,#2ca02c,Myoviridae
IF_073-2wa__147424,#2ca02c,Myoviridae
IF_022__9721,#2ca02c,Myoviridae
IF_101__185459,#2ca02c,Myoviridae
KWS_10559__1667,#2ca02c,Myoviridae
KeioHC_10__12491,#2ca02c,Myoviridae
IF_065-2__99522,#2ca02c,Myoviridae
IF_032__650,#2ca02c,Myoviridae
KWS_10641__280569,#2ca02c,Myoviridae
IF_081__206789,#2ca02c,Myoviridae
S_7G1__14185,#2ca02c,Myoviridae
KWS_10993__118418,#2ca02c,Myoviridae
IF_032__8827,#2ca02c,Myoviridae
S_7G12__158789,#2ca02c,Myoviridae
S_7G3__241367,#2ca02c,Myoviridae
IF_157__137514,#2ca02c,Myoviridae
IF_082__214992,#2ca02c,Myoviridae
IF_175re__37275,#2ca02c,Myoviridae
IF_118__5418,#2ca02c,Myoviridae
KWS_10648__6708,#2ca02c,Myoviridae
IF_032-2__1254,#2ca02c,Myoviridae
KeioHC_14__16870,#2ca02c,Myoviridae
IF_117__54494,#2ca02c,Myoviridae
KWS_11000__264897,#2ca02c,Myoviridae
IF_175re__18608,#2ca02c,Myoviridae
IF_122__52290,#2ca02c,Myoviridae
KeioHC_115__21108,#2ca02c,Myoviridae
IF_126__138425,#2ca02c,Myoviridae
IF_087-3__131785,#2ca02c,Myoviridae
S_7G21__85706,#2ca02c,Myoviridae
IF_177__220561,#2ca02c,Myoviridae
KWS_10991__195549,#2ca02c,Myoviridae
KWS_10992re__150769,#2ca02c,Myoviridae
IF_076__210399,#2ca02c,Myoviridae
IF_011__121251,#2ca02c,Myoviridae
IF_118__15217,#2ca02c,Myoviridae
IF_101__23542,#2ca02c,Myoviridae
KeioHC_15__61286,#2ca02c,Myoviridae
IF_087-2__86569,#2ca02c,Myoviridae
KWS_10650__35962,#2ca02c,Myoviridae
IF_148__224619,#2ca02c,Myoviridae
IF_177__136325,#2ca02c,Myoviridae
IF_184__157371,#2ca02c,Myoviridae
KWS_11008__166800,#2ca02c,Myoviridae
IF_108__181502,#2ca02c,Myoviridae
IF_009__281317,#2ca02c,Myoviridae
S_7G51__61198,#2ca02c,Myoviridae
IF_093__2410,#2ca02c,Myoviridae
S_7G28__236496,#2ca02c,Myoviridae
IF_042-2__20296,#2ca02c,Myoviridae
S_6G15__1718,#2ca02c,Myoviridae
KeioHC_13__197623,#2ca02c,Myoviridae
IF_042-2__27724,#2ca02c,Myoviridae
KWS_10546__217558,#2ca02c,Myoviridae
IF_002-2re__15217,#2ca02c,Myoviridae
IF_101-2__119644,#2ca02c,Myoviridae
KeioHC_K2__21073,#2ca02c,Myoviridae
S_7G45__80623,#2ca02c,Myoviridae
S_7G51__106650,#2ca02c,Myoviridae
IF_088__9520,#2ca02c,Myoviridae
KWS_10893__56671,#2ca02c,Myoviridae
IF_005__92158,#2ca02c,Myoviridae
KeioHC_2__134024,#2ca02c,Myoviridae
S_7G21__70316,#2ca02c,Myoviridae
KeioHC_5__74138,#2ca02c,Myoviridae
IF_073wa__56178,#2ca02c,Myoviridae
IF_048__1111,#2ca02c,Myoviridae
KWS_10650__12892,#2ca02c,Myoviridae
IF_024-2__141994,#2ca02c,Myoviridae
KeioHC_5__22198,#2ca02c,Myoviridae
IF_148__71063,#2ca02c,Myoviridae
KeioHC_120__170566,#2ca02c,Myoviridae
IF_072__161331,#2ca02c,Myoviridae
IF_002__71063,#2ca02c,Myoviridae
KWS_10648__107729,#2ca02c,Myoviridae
IF_122__48807,#2ca02c,Myoviridae
S_6G4__32340,#2ca02c,Myoviridae
IF_086__61510,#2ca02c,Myoviridae
KeioHC_115__23705,#2ca02c,Myoviridae
IF_176__112990,#2ca02c,Myoviridae
IF_051__8328,#2ca02c,Myoviridae
KWS_10549__65846,#2ca02c,Myoviridae
IF_130__23554,#2ca02c,Myoviridae
IF_179__23354,#2ca02c,Myoviridae
IF_063__23911,#2ca02c,Myoviridae
IF_024-2__39505,#2ca02c,Myoviridae
S_6G2__75239,#2ca02c,Myoviridae
KWS_10656__106243,#2ca02c,Myoviridae
KWS_10639__12643,#2ca02c,Myoviridae
KWS_11007__27939,#2ca02c,Myoviridae
IF_160__1088,#2ca02c,Myoviridae
KWS_10648__202555,#2ca02c,Myoviridae
KWS_10563__124571,#2ca02c,Myoviridae
KeioHC_114__62425,#2ca02c,Myoviridae
KWS_10994__53708,#2ca02c,Myoviridae
IF_022__49910,#2ca02c,Myoviridae
S_7G3__236220,#2ca02c,Myoviridae
IF_024__7488,#2ca02c,Myoviridae
KWS_11000__161982,#2ca02c,Myoviridae
S_7G40__111808,#2ca02c,Myoviridae
IF_073-2wa__96118,#2ca02c,Myoviridae
IF_008__37320,#2ca02c,Myoviridae
IF_011__64797,#2ca02c,Myoviridae
IF_065__107915,#2ca02c,Myoviridae
KWS_10549__78670,#2ca02c,Myoviridae
IF_128__162351,#2ca02c,Myoviridae
KWS_10997__89134,#2ca02c,Myoviridae
IF_012__59503,#2ca02c,Myoviridae
IF_109__52963,#2ca02c,Myoviridae
S_7G46__93948,#2ca02c,Myoviridae
IF_022__11237,#2ca02c,Myoviridae
IF_038__122929,#2ca02c,Myoviridae
S_7G29__74700,#2ca02c,Myoviridae
IF_057re__81001,#2ca02c,Myoviridae
KWS_10911__278580,#2ca02c,Myoviridae
IF_070__19411,#2ca02c,Myoviridae
S_6G16__21964,#2ca02c,Myoviridae
IF_179__158320,#2ca02c,Myoviridae
IF_127__64452,#2ca02c,Myoviridae
IF_161__158717,#2ca02c,Myoviridae
IF_065__241832,#2ca02c,Myoviridae
KWS_10546__168756,#2ca02c,Myoviridae
IF_130__185565,#2ca02c,Myoviridae
IF_089__60,#2ca02c,Myoviridae
IF_082__25458,#2ca02c,Myoviridae
KWS_11000__210659,#2ca02c,Myoviridae
IF_133__21996,#2ca02c,Myoviridae
KWS_10911__17208,#2ca02c,Myoviridae
S_6G2__251517,#2ca02c,Myoviridae
KeioHC_119__200752,#2ca02c,Myoviridae
S_6G13__45688,#2ca02c,Myoviridae
IF_030__6518,#2ca02c,Myoviridae
IF_130__19762,#2ca02c,Myoviridae
IF_167__72223,#2ca02c,Myoviridae
KWS_10452__73328,#2ca02c,Myoviridae
IF_101__213139,#2ca02c,Myoviridae
KWS_10477__293200,#2ca02c,Myoviridae
KWS_10997__260803,#2ca02c,Myoviridae
KeioHC_123__56341,#2ca02c,Myoviridae
KeioHC_7__99530,#2ca02c,Myoviridae
S_7G33__165736,#2ca02c,Myoviridae
IF_093__236179,#2ca02c,Myoviridae
KWS_10655__31573,#2ca02c,Myoviridae
KWS_10910__11711,#2ca02c,Myoviridae
IF_150__91683,#2ca02c,Myoviridae
KWS_10547__64030,#2ca02c,Myoviridae
S_7G51__147209,#2ca02c,Myoviridae
IF_076__80307,#2ca02c,Myoviridae
IF_073-2wa__12190,#2ca02c,Myoviridae
IF_177__51070,#2ca02c,Myoviridae
IF_151__15766,#2ca02c,Myoviridae
IF_065-2__15085,#2ca02c,Myoviridae
IF_012__25848,#2ca02c,Myoviridae
IF_033__79189,#2ca02c,Myoviridae
IF_167__120940,#2ca02c,Myoviridae
IF_178__37810,#2ca02c,Myoviridae
IF_128__61382,#2ca02c,Myoviridae
KWS_10561__17551,#2ca02c,Myoviridae
KeioHC_110__25848,#2ca02c,Myoviridae
KWS_10477__69192,#2ca02c,Myoviridae
IF_151__7729,#2ca02c,Myoviridae
S_6G15__107762,#2ca02c,Myoviridae
KeioHC_13__202656,#2ca02c,Myoviridae
IF_005__51406,#2ca02c,Myoviridae
IF_007__34273,#2ca02c,Myoviridae
KeioHC_117__261723,#2ca02c,Myoviridae
KWS_10992re__262258,#2ca02c,Myoviridae
IF_042__47711,#2ca02c,Myoviridae
IF_067__156842,#2ca02c,Myoviridae
KWS_10463__187782,#2ca02c,Myoviridae
IF_027__70477,#2ca02c,Myoviridae
IF_108__1667,#2ca02c,Myoviridae
IF_127__8052,#2ca02c,Myoviridae
S_7G3__66485,#2ca02c,Myoviridae
IF_068__177866,#2ca02c,Myoviridae
IF_114__3745,#2ca02c,Myoviridae
IF_101__147889,#2ca02c,Myoviridae
IF_027__65716,#2ca02c,Myoviridae
IF_012__100408,#2ca02c,Myoviridae
S_7G39__213572,#2ca02c,Myoviridae
IF_171__246329,#2ca02c,Myoviridae
IF_087-3__38559,#2ca02c,Myoviridae
IF_069__200486,#2ca02c,Myoviridae
IF_068__271902,#2ca02c,Myoviridae
IF_022__102157,#2ca02c,Myoviridae
IF_184__154595,#2ca02c,Myoviridae
S_7G50__84795,#2ca02c,Myoviridae
KWS_10636__13674,#2ca02c,Myoviridae
IF_060__165703,#2ca02c,Myoviridae
KWS_10550__77414,#2ca02c,Myoviridae
IF_064__41814,#2ca02c,Myoviridae
KWS_10903__37849,#2ca02c,Myoviridae
KWS_10563__85757,#2ca02c,Myoviridae
S_6G11__183632,#2ca02c,Myoviridae
IF_068-2__8917,#2ca02c,Myoviridae
IF_062__1667,#2ca02c,Myoviridae
KeioHC_17__157523,#2ca02c,Myoviridae
S_6G5__86083,#2ca02c,Myoviridae
IF_011__227144,#2ca02c,Myoviridae
S_6G13__164481,#2ca02c,Myoviridae
KWS_10477__106243,#2ca02c,Myoviridae
IF_028__35235,#2ca02c,Myoviridae
IF_125__64452,#2ca02c,Myoviridae
KWS_10996__5951,#2ca02c,Myoviridae
KWS_10452__122260,#2ca02c,Myoviridae
KWS_10893__158315,#2ca02c,Myoviridae
IF_069__38746,#2ca02c,Myoviridae
S_7G1__83355,#2ca02c,Myoviridae
S_7G3__289270,#2ca02c,Myoviridae
IF_073-2wa__23542,#2ca02c,Myoviridae
S_7G34__43198,#2ca02c,Myoviridae
IF_073-2wa__19650,#2ca02c,Myoviridae
IF_126__1684,#2ca02c,Myoviridae
S_7G38__1908,#1f77b4,Siphoviridae
IF_050__6609,#1f77b4,Siphoviridae
S_7G20__77226,#1f77b4,Siphoviridae
S_6G13__52934,#1f77b4,Siphoviridae
KWS_10997__71803,#1f77b4,Siphoviridae
S_7G46__9214,#1f77b4,Siphoviridae
KWS_10632__228856,#1f77b4,Siphoviridae
IF_118__86808,#1f77b4,Siphoviridae
IF_030-2__99739,#1f77b4,Siphoviridae
KeioHC_2__168345,#1f77b4,Siphoviridae
IF_121wa__18267,#1f77b4,Siphoviridae
IF_167__239758,#1f77b4,Siphoviridae
IF_030-2__48176,#1f77b4,Siphoviridae
IF_101__2410,#1f77b4,Siphoviridae
KWS_10894__13573,#1f77b4,Siphoviridae
IF_153__245170,#1f77b4,Siphoviridae
IF_101__189246,#1f77b4,Siphoviridae
KWS_10631__6842,#1f77b4,Siphoviridae
IF_124__172635,#1f77b4,Siphoviridae
IF_126__51406,#1f77b4,Siphoviridae
KWS_10655__274667,#1f77b4,Siphoviridae
S_6G1__8768,#1f77b4,Siphoviridae
IF_033__7488,#1f77b4,Siphoviridae
KWS_10631__10619,#1f77b4,Siphoviridae
IF_044__103849,#1f77b4,Siphoviridae
S_7G29__65947,#1f77b4,Siphoviridae
IF_072__41119,#1f77b4,Siphoviridae
KWS_10480__168932,#1f77b4,Siphoviridae
IF_163__279857,#1f77b4,Siphoviridae
S_7G38__194335,#1f77b4,Siphoviridae
KeioHC_18__76151,#1f77b4,Siphoviridae
IF_076__54179,#1f77b4,Siphoviridae
S_7G50__12366,#1f77b4,Siphoviridae
IF_022__214989,#1f77b4,Siphoviridae
IF_122__17446,#1f77b4,Siphoviridae
IF_151__12879,#1f77b4,Siphoviridae
KWS_10641__139871,#1f77b4,Siphoviridae
IF_030__202980,#1f77b4,Siphoviridae
KeioHC_102__135588,#1f77b4,Siphoviridae
S_7G40__76121,#1f77b4,Siphoviridae
KWS_10633__15766,#1f77b4,Siphoviridae
S_6G8__172271,#1f77b4,Siphoviridae
IF_091__233274,#1f77b4,Siphoviridae
IF_164re__75887,#1f77b4,Siphoviridae
IF_065-2__70148,#1f77b4,Siphoviridae
IF_019__40323,#1f77b4,Siphoviridae
KWS_10552__22283,#1f77b4,Siphoviridae
IF_030__107289,#1f77b4,Siphoviridae
IF_013__80560,#1f77b4,Siphoviridae
