Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS015799	44.87377	0	21.16007	0	0.00476	0	0	0.40458	0.01512	0	0	0	0.3669	0.00353	1.11705	0	0	0.09785	0.01486	0	0	0.0446	9.90419	0	0	0.75061	0	2.39247	0.0089	0	0.36652	0	0.07287	0.05275	0	0.68361	10.97525	0	0	0.26148	0	0	0	0.00753	0.0407	0	0	0.12352	0	0
SRS015803	1.2685	0	8.62566	0	0.02545	0.93161	0	29.74356	0.00134	0	0	0	0.3394	0.00162	0.03804	0	0	2.19994	0	0	0	0.07725	20.36258	0	0	0.24267	0	0.19517	0.008	0	7.58315	0	4.28279	2.34875	0	2.71111	0.47809	0	0	0.16099	0	0	0	0.05258	1.7509	0.0025	0	2.92124	0	0
SRS015854	0.00813	0.00933	0.73809	0	21.67755	0	0	0	0	0	9.26997	0.12802	0	0.01474	0	0	0	0.0013	0.02178	0	0.02382	0.02565	0	8.30971	0.0088	0.00925	10.64174	0	0	2.47934	0	0	0	0	0	0	0	0.00405	0	0.00079	0	11.28314	1.88821	0	0	0	0.00107	0	1.92606	5.51963
SRS015893	0.15077	0	1.12531	0	0.08961	0	0	0.00327	17.93067	0	0	0	16.40392	4.42386	0.89013	0	0	0.02131	6.41815	0	1.91782	0.58272	0.01612	0	9.53977	1.55833	0	0.01945	8.5412	0	0.35318	0	0.00761	0.00709	0	0.02309	0.00323	5.57424	0	0.05199	0	0	0	0.00571	0.00654	0.04735	0	0.00394	0	0
SRS015895	52.62382	0	14.55567	0	0	0	0	2.83145	0.21296	0	0	0	0.91526	0.49721	5.90742	0	0	1.54667	0.66032	0	0.09828	3.14373	1.29498	0	0.10434	0.44366	0	1.13131	0.07968	0	0.01559	0	0.07455	1.05177	0	3.54481	0.16378	0.11173	0	4.41893	0	0	0	0.27871	0.54938	0	0.00175	0.04466	0	0
SRS015899	0.46103	0	4.76253	0	0.00112	0.00704	0	1.53333	0.0185	0	0	0	0.01028	0.0051	0.02412	0	0	13.19264	3.12552	0	0	14.10512	4.03817	0	0.00605	0.0064	0	0.00228	0.16274	0	1.39398	0	4.03024	10.23603	0	7.90319	0.00806	0.01503	0	0.00604	0	0	0	5.75734	6.38753	0	0	5.64611	0	0
SRS015921	43.24297	0	12.92734	0	0.00391	0	0	3.77258	0.20611	0	0	0	0.90211	0.52976	12.43495	0	0	1.46547	0.68479	0	0.09204	2.76549	2.05635	0	0.07591	0.48127	0	0.76073	0.06188	0	0.01014	0	0.06063	3.4933	0	3.73877	0.14586	0.09335	0	4.18189	0	0	0	0.85734	1.17684	0	0.00641	0.07046	0	0
SRS015937	0.0382	60.5981	0	0	0	0	26.62477	0	0	10.16633	0	0	0	0.00408	0.01886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37207	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS015941	0.77054	0	9.02325	0	0.02957	0	0	0.0148	5.09312	0	0	0	2.15866	16.00878	4.1741	0	0	0.02419	0.40658	0	6.68259	0.48301	0.00584	0	10.12892	8.33566	0	0.03845	8.99102	0	0.01958	0	0.00635	0.00349	0	0	0.01089	7.53318	0	0.0335	0	0	0	0	0.00255	0	0	0	0	0
SRS015947	1.75754	0.00013	0.32317	0	0.00125	0.23942	0	70.5453	0.0112	0	0	0	0	0.06497	0.00978	0	0	9.57484	0	0	0.00434	1.42056	0.99568	0	0.00602	0.02568	0	0.108	0.01308	0	0.74488	0	0.95994	5.39545	0	0.0024	0.00293	0.00217	0	0.00216	0	0	0	0.006	3.13278	0	1.00E-05	0.12037	0	0
SRS015960	0.0026	0	0.00239	0	16.88609	0	0	0	0	0	15.96646	16.63645	0	0.00411	0	0	0	0	0.00202	0	0	0	0	9.0411	0	0	0.2135	0	0	3.45401	0	0.00195	0	0	0	0	0	0	4.27082	0	0	0.33377	0.68492	0	0	0	0	0	1.42768	5.22364
SRS015989	3.20807	0.00226	5.83863	0	0.00388	4.35694	0	30.51538	0.02202	0	0	0	0.0854	0.00625	0.00972	0	0	7.9422	0	0	0.00607	1.92549	0.20456	0	0.0038	0.21823	0	0.42688	0.17921	0	7.09016	0	2.82028	6.31294	0	0.33506	0.1064	0.00451	0	0.00645	0	0	0	0.28516	2.38552	0	0	10.16355	0	0
SRS015996	0	28.81842	0	0	0	0	65.85278	0	0	2.24083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016002	0.38484	0	11.9498	0	0.0404	0.00041	0	0.06313	8.04018	0	0	0	25.54962	1.62698	5.59993	0	0	0.06255	2.17867	0	1.25412	0.49674	0.0036	0	2.04121	3.06745	0	0.0511	5.14639	0	0.55476	0	0.02432	0.03485	0	0.0031	0.01045	0.5849	0	1.46828	0	0	0	0.00016	0.01751	0	0	0.08281	0	0
SRS016018	0	0	0	0	1.9689	0	0	0	0	0	2.06531	36.71261	0	0.00395	0	0	0	0	0.00261	0	0	0.00078	0	0.17373	0	0	1.10424	0	0	0	0	6.2247	0	0	0	0	0	0	1.66293	0	0	0.56905	0.32934	0	0	0	0	0	8.78231	1.24852
SRS016033	0.68481	51.75855	1.62041	0	0	0	1.1313	0	0	36.29972	0	0	0	0	5.77785	0	0	0.71929	0	0	0	0	0	0	0	0.35883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64923	0	0	0
SRS016037	0.49294	0	30.86576	0	0.01595	0.00107	0	0.00073	2.7428	0	0	0	12.29754	1.51136	7.92722	0	0	0.05699	13.67106	0	3.43571	0.96649	0.08351	0	0.45627	6.51082	0	0.02905	2.42016	0	0.30528	0	0.85505	0.00308	0	0.00052	0.0172	0.36437	0	6.11006	0	0	0	0.00614	0.01711	0.001	0	0.00471	0	0
SRS016039	36.23653	0.00623	21.72896	0	0	0.88163	0	0.48125	0.07428	0	0	0	0.03081	0.01529	0.52899	0	0	8.38974	0.95416	0	0.10758	11.63243	1.16158	0	0.00713	0.22099	0	0.56168	0.07522	0	0.61935	0	0.58725	0.51836	0	0	3.94356	0.97862	0	0.40092	0	0	0	0.79241	0.87331	0	0.00259	0.07106	0	0
SRS016043	0.8301	0	8.72424	0	0.02333	24.87733	0	3.54438	0.17878	0	0	0	0.49102	0	0.02098	0	0	12.32907	0	0	0.00094	7.96283	2.77471	0	0	0.01232	0	0.00555	0.08619	0	4.23665	0	2.22755	2.18747	0	0.00752	0.05203	0.0131	0	0.00955	0	0	0	1.15688	3.51312	0.01544	0	1.47151	0	0
SRS016056	0.00062	0	0.03125	0	22.93919	0	0	0	0	0	11.97159	4.45284	0	0	0	0	0	0	0.00381	0	0	0.00191	0	2.20223	0.00036	0	0.58017	0	0	45.49751	0	4.72543	0	0	0	0	0	0	0.4335	0	0	2.18168	0.31518	0	0	0.01093	0	0	0.15203	0.03173
SRS016086	0.08419	0	23.97509	0	0.0149	0	0	0.01395	5.55018	0	0	0	14.40782	6.93106	5.72777	0	0	0.00791	4.47797	0	9.17903	0.28833	0.03954	0	2.80812	2.08789	0	0.0039	6.12857	0	0.00518	0	0	0.00227	0	0.01006	0.00301	2.66767	0	0.4758	0	0	0	0.00792	0.0023	0	0	0.0004	0	0
SRS016088	18.32273	0	2.50223	0	0	0.16632	0	60.20781	0.1017	0	0	0	0	0.41957	2.1414	0	0	1.75054	0.05427	0	0.34173	0.3426	1.37177	0	0.26644	0.38514	0	0.81046	0.56506	0	0	0	0	0.9611	0	0.62152	5.5071	0	0	1.15432	0	0	0	0.58174	0.44675	0	0.04337	0	0	0
SRS016092	2.47845	0.00219	9.33368	0	0.00171	0.00733	0	10.67715	0.01373	0	0	0	0.00297	0.00145	0.01155	0	0	10.83273	0	0	0	1.4118	27.44676	0	0	0.00503	0	0.01879	0.00169	0	0.36692	0	2.06663	3.9943	0	14.94311	0.19423	7.00E-05	0	0.00265	0	0	0	7.67313	3.61598	0	0	1.5149	0	0
SRS016095	0.00319	0	0.18526	0	7.31971	0	0	0	0	0	29.18559	13.86262	0	0.02009	0	0	0	0	0.03357	0.00182	0.0137	0.01667	0	0.41341	0.02121	0	0.68144	0	0	0.03238	0	0.00419	0	0	0	0	0	0.01462	0.6272	0.00029	0	1.82165	0.82422	0	0	0	0	0	0.14208	0.01421
SRS016111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.82651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016188	0.20127	64.47923	0	0	0	0	10.93807	0	0	13.95049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016191	0	0.00912	0	99.32815	0	0	0	0	0	0	0	0	0	0	0	0.02877	0.44751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016196	68.36396	0	4.82911	0	0	0.20423	0	4.89671	0.0313	0	0	0	0.13599	0.03266	0.12759	0	0	0.64527	0.01529	0	0.01399	0.56555	0.89238	0	0.00568	0.19653	0	10.86752	0	0	0.01645	0	0	0.39812	0	0.35556	2.00657	0	0	0.08694	0	0	0	0.02227	0.43502	0	0.00225	0.0034	0	0
SRS016200	1.03296	0.00101	2.86859	0	0.00102	29.38122	0	37.78818	0.01074	0	0	0	0.09089	0.00245	0.01588	0	0	1.21938	0	0	0.00033	4.8004	1.04201	0	0.00028	0.02387	0	0.13983	0.01732	0	1.16172	0	0.31707	5.83728	0	0.44717	0.02055	0.00114	0	0.00647	0	0	0	0.49863	1.48391	0.0298	0	0.33827	0	0
SRS016203	0.00153	0	0	0	0	0	0	0	0	0	4.70137	12.98872	0	0	0	0	0	0	0	0	0	0	0	2.68432	0	0	13.76983	0	0	1.16615	0	2.94167	0	0	0	0	0	0	11.1009	0	0	3.042	3.37668	0	0	1.5157	0	0	3.15899	5.38476
SRS016225	0.27455	0	37.8368	0	0.1133	0.00207	0	0.01082	7.71047	0	0	0	24.34531	1.5693	2.34895	0	0	0.005	5.94194	0	1.21431	0.19014	0.42534	0	0.88375	2.56978	0	0.05967	0.97393	0	0.22465	0	0.25768	0	0	0.00492	0.01497	0.42506	0	2.17135	0	0	0	0	0.00146	0	0	0.00707	0	0
SRS016267	0.00187	0	0	0	32.96419	0	0	0	0	0	0	2.66294	0	0.0004	0	0	0	0	0.00048	0	0	0	0	29.19028	0	0	0.00033	0	0	0.96648	0	0	0	0	0	0	0	0	0	0	0	15.68354	0.12658	0	0	0	0	0	1.29989	0
SRS016292	0	11.95984	0	0	0	0	62.60832	0	0	19.36091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37192	0	0	0
SRS016297	15.78877	0	3.07698	0	0.01747	4.77879	0	6.96397	0.7598	0	0	0	3.7791	0.6248	0.33171	0	0	6.4097	0	0	1.18811	2.24866	2.34347	0	0.55	1.09863	0	0.39749	0.96054	0	1.42466	0	0.52143	0.54036	0	3.35747	1.49825	0.11877	0	0.4663	0	0	0	0.56099	0.43115	0.09203	0	1.41371	0	0
SRS016319	0.26346	0	2.806	0	0.06999	0.00967	0	0.02005	6.15772	0	0.02686	0.0027	4.18735	11.64316	3.11378	0	0	0.03291	0	0	11.89836	0.34133	0.05016	0.0076	11.48888	7.99197	0.02034	0.01934	15.27566	0	2.24543	0.00074	0.13626	0.00081	0	0.02723	0.00582	3.05985	0.00442	0.26303	0	0.00066	0.00141	0.0191	0.00223	0.00151	0	0.00277	0	0.00393
SRS016331	0.55602	0	0.67828	0	0.03575	27.15046	0	22.54455	0.0025	0	0.05307	0.00514	0.16519	0.00375	0.00362	0	0	6.07459	0.02498	0	0.00361	0.19571	1.33101	0.01576	0.00078	0.02155	0.03806	0.00721	0.17203	0	3.0736	0.00286	2.68692	3.94109	0	0.32116	0.06534	0	0.00888	0.00425	0	0.01041	0.00095	0.81625	5.60794	0.04627	0	2.53689	0.00059	0.00892
SRS016335	0.00475	0	0.21931	0	18.13103	0	0	0	0	0	2.02734	17.28009	0	0.0221	0	0	0	0	0.01066	0	0.00291	0.01474	0	0.76099	0.00022	0.00513	3.08117	0	0	6.45223	0	1.21877	0	0	0	0	0	0.00173	9.61709	0.00042	0	6.86496	3.40877	0	0	0	0	0	2.0208	1.82814
SRS016342	1.64485	0.00133	27.1831	0	0.02191	0.07744	0	0.28764	11.53956	0	0.0003	0	1.12142	12.6646	5.77252	0	0	0.18407	2.87839	0.00996	4.90726	0.89928	0.53517	0	2.80329	9.26841	0	0.05365	3.07083	0	0.06035	0	0.02595	0.01513	0	0.05053	0.04528	2.11918	0	0.77543	0	0	0	0.01475	0.02229	0.00148	0.0008	0.00857	0	0
SRS016349	41.76192	0.25481	8.20966	0	2.69745	0.21342	0	5.89869	3.11381	0.0053	1.09225	1.20073	0.20066	2.03476	1.09949	0	0	0.7719	0	0.01517	0.93229	1.77663	2.0078	0.10052	1.99203	2.32663	0.56725	2.66024	0.59843	1.69513	0.07839	0	0.08413	0.10819	0	0.13172	1.11075	0.45508	0.03182	0.16105	0	0.74741	0.69413	0.04794	0.16535	0.05164	0.0414	0	0.29047	0.38228
SRS016360	1.79511	0	12.43762	0	0.00826	16.68027	0	19.24426	0.20995	0	0	0	0	0.0468	0.01819	0	0	6.45801	1.42904	0.00379	0.01084	6.35054	8.88808	0	0.00673	0.01766	0	0.01955	0.52631	0	3.25016	0	1.48889	1.89461	0	0.56397	0.01774	0.00424	0	0.00484	0	0	0	1.04467	1.57992	0	0	0.22712	0	0
SRS016434	0	26.75527	0	0	1.28396	0	15.57178	0	0	25.95492	0	0.01312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85556	0	0	0
SRS016495	0.00254	0	0	0	6.29995	0	0	0	0	0	10.20026	2.63194	0	0.02792	0	0	0	0.00609	0.00074	0	0.028	0	0	0.0007	0	0.02852	4.74767	0	0	0	0	0	0	0	0	0	0	0	0	0.00493	0	1.96835	19.3612	0	0	0	0	0	0.36973	9.55177
SRS016501	1.17961	0.00301	35.73519	0	0.00155	0	0	0.16719	0.42594	0	0	0	0.06379	9.86424	11.35648	0	0	0.34251	6.20961	0	4.2226	0.66724	0	0	0.14039	7.61573	0	0.06084	0.20808	0	0.11231	0	0.00951	0.02503	0	0	0.00088	0.2953	0	12.59316	0	0	0	0	0.01029	0.00526	0.00061	0.03055	0	0
SRS016503	33.97521	0	24.46406	0	0	0	0	5.08101	0.01811	0	0	0	0	0.82618	20.2056	0	0	2.07561	0.57092	0	0.19966	0.68608	0	0	0.00875	2.43802	0	2.52881	0.06471	0	0.2623	0	0	0.74077	0	0	0	0.01771	0	2.13581	0	0	0	0	0.34341	0.00634	0	0.00925	0	0
SRS016513	0	25.46944	0	0	0	0	0	0	0	43.49241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59554	0	0	0
SRS016516	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016529	1.11119	0.00272	34.79356	0	0.00213	0.00019	0	0.18558	0.40859	0	0	0	0.05845	9.42357	13.91724	0	0	0.32619	6.29096	0	3.94628	0.53401	0	0	0.14407	7.2988	0	0.05632	0.21475	0	0.10621	0	0.00756	0.02737	0	0	0.00048	0.29881	0	12.01951	0	0	0	0	0.01262	0.00576	0	0.03779	0	0
SRS016533	32.3169	0.0031	24.10436	0	0	0	0	5.25167	0.02797	0	0	0	0	0.81068	22.465	0	0	1.94294	0.37185	0	0.19827	0.75982	0	0	0.02121	2.01306	0	2.42349	0.07447	0	0.2338	0	0	0.89267	0	0	0	0.02916	0	2.01554	0	0	0	0	0.45551	0.01751	0.00602	0.03553	0	0
SRS016553	0	55.36597	0	0	0	0	0	0	0	23.38873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.92288	0	0	0
SRS016559	0	0.00852	0	99.99148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS016569	0.61286	0.00031	15.31357	0	0.05932	0.00612	0	0.0132	8.97965	0	0.00108	0.00064	17.8499	3.67515	7.39143	0	0	0.08407	6.63741	0	6.57874	0.73666	0.03671	0	0.50817	4.32348	0	0.09469	2.16851	0	0.04771	0	0.02445	0.01859	0	0.0571	0.01692	0.30235	0	3.19661	0	0	0	0.01664	0.01424	0.00093	0	0.00379	0	0
SRS016575	0.6955	0.00082	4.24782	0	0.07432	21.60402	0	1.41421	0.02867	0	0.00168	0	3.99865	0.00113	0.00478	0	0	3.45554	0	0	0	1.88181	2.45731	0	0	0.0418	0	0.0178	0.56251	0	5.79216	0	4.79547	3.11695	0	4.52012	0.04645	0.00398	0	0.05932	0	0	0	0.64259	1.5524	1.13499	0.00091	1.85235	0	0
SRS016581	0	36.871	0	0	0	0	0.09812	0	0	12.10538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.66564	0	0	0	0	0	0	0	0	0
SRS016585	0	0	0	0	0.13671	0	0	0	0	0	0.25586	0.12299	0	0	0	0	0	0	0	0	0	0	0	0.05852	0	0	0.06282	0	0	0	0	0	0	0	0	0	0	0	0.08159	0	0	0.00524	0.01668	0	0	0	0	0	0.04501	0.02771
SRS016600	65.52472	0.01831	2.94692	0	0.07429	0.0845	0	0.88849	0.18181	0	0.0486	0.02266	1.0554	0.13435	0.2038	0	0	1.2925	0.3816	0	0.1264	0.16585	0.47277	0.0072	0.00507	1.22948	0.00882	13.57039	0.07347	0	0.05917	0	0.03682	0.58538	0	0.86842	0.39035	0.01945	0.0095	0.43203	0	0	0	0.08072	0.49378	0	0.00917	0.00614	0.00362	0
SRS016746	0.43762	0.00069	5.73688	0	0.05467	34.4108	0	18.82238	0.02609	0	0	0	0.01685	0.00222	0.00446	0	0	2.23019	1.36489	0	0.00088	2.18523	2.00509	0	0.00049	0.07656	0	0.05625	0.10339	0	5.73049	0.00044	2.48395	2.61622	0	3.95421	0.03448	0.00294	0	0.04222	0	0	0	0.14854	1.99785	0.02903	0.00088	1.92633	0	0
SRS016752	0.43616	40.20723	0.05949	0	0	0	9.11877	0	0	33.24586	0	0	0	0	0.01019	0	0	0	0.00352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62506	0	0	0
SRS016753	0.01266	0	0.05601	0	26.73584	0	0	0	0	0	19.18737	0	0	0	0	0	0	0	0.01405	0	0	0.01145	0	4.33639	0.00765	0	0.28094	0	0	1.12401	0	22.74818	0	0	0	0	0	0.0093	0	0	0	7.42219	0.09547	0	0	0	0	0	1.95297	0
SRS016944	0.13252	55.49726	0	0	0.05922	0.59389	5.66883	0.13037	0	26.07968	0.39796	0.04314	0	0	0	0	0	0.00986	0	0	0	0	0	0	0	0	0.05488	0	0	0	0.00329	0	0	0	0	0	0	0	0	0.00177	1.17853	0	0	0	0	0	4.24136	0	0	0
SRS016954	0.00094	0	0	0	29.16118	0	0	0	0	0	8.23885	9.80256	0	0.0021	0	0	0	0	0.00042	0	0.00213	0	0	1.21323	0	0	5.50063	0	0	15.53388	0	0.00124	0	0	0	0	0	0	0.49066	0	0	6.06459	6.28777	0	0	0.26306	0	0	2.34097	4.03737
SRS016989	0.00954	0	0.09465	0	60.53846	0	0	0	0	0	0	6.00E-05	0	0	0	0	0	0	0.00079	0	0.00043	0.01215	0	8.88602	0	0	1.47531	0	0	0	0	0.71216	0	0	0	0	0	0	1.42344	0.00104	0	10.93792	1.3885	0	0	0	0	0	0.29476	0
SRS017013	55.96699	0.03294	23.0487	0	0.01913	0.01294	0	0.17931	0.05302	0	0	0	1.08187	0.03031	2.72316	0	0	0.17315	0.13458	0	0.05565	0.05062	1.44402	0	0.00403	3.12644	0	2.52034	0.0358	0	0.02272	0	0.06367	0.05749	0	2.02908	2.40616	0.01197	0	0.51426	0	0.00158	0	0.14035	0.02669	0.01838	0.00128	0.00737	0	0
SRS017025	13.21405	0.00727	23.62325	0	0.00433	3.81398	0	1.83278	0.00099	0	0	0	0.17714	0.00342	0.17751	0	0	12.23072	0.28385	0	0.0038	0.39261	5.30656	0	0	0.51044	0	1.53529	0.02189	0	1.5155	0	0.8538	3.28723	0	6.49796	0.37753	0.00027	0	0.08499	0	0	0	4.23818	1.10389	0	0	2.27408	0	0
SRS017044	0.25281	51.65559	0.35777	0	0.06834	0	0	0	0	29.15974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73038	0	0	0
SRS017080	16.90593	0.02713	7.52584	0	0.0404	0.5293	0	10.23447	0.69929	0.00233	0.00223	0.0035	0.26537	3.84142	26.42461	0	0	3.58371	0	0	7.40148	1.08579	0.91002	0	3.26662	0.86498	0.00361	0.2279	1.16456	0	0.08131	0	0.10683	0.9172	0	1.08146	1.60613	0.8668	0	0.00258	0	0	0.00447	0.46498	0.64632	0.01243	0	0.05705	0	0
SRS017103	0.00043	0	0.05836	0	7.2348	0	0	0	0	0	13.12747	16.50149	0	0.00508	0	0	0	0	0.00253	0	0.00403	0	0	2.02462	0	0	3.48029	0	0	16.27343	0	2.02506	0	0	0	0	0	0	5.34344	0	0	0.72812	0.91581	0	0	0	0	0	4.63218	0.36119
SRS017120	0.57756	0	7.53412	0	0.087	0.02608	0	0.01556	11.42	0	0	0	4.00361	9.7497	9.72892	0	0	0.04926	4.30362	0	3.87855	0.30161	0.17429	0	5.38438	2.88151	0	0.05428	1.64017	0	0.00939	0	0.00625	0.0055	0	0.02321	0.01703	3.74355	0	1.24145	3.00E-05	0	0	0.10558	0.00489	0.00598	0.00074	0.00728	0	0
SRS017127	72.74004	0.0473	0.55023	0	0.1739	0.02261	0	0.06915	0.00188	0	0.00096	0	0.00908	0.00292	0.00443	0	0	0.53975	0.00101	0	0.00684	0.18904	0.34559	0	0.00506	0.00467	0	3.70224	0.0049	0	0	0	0.00065	0.10916	0	0.08321	6.5692	0.00102	0	0.00746	0	0	0	0.02328	0.04292	0	0.01905	0.00436	0	0
SRS017139	1.04442	2.00E-05	3.3515	0	0.02194	32.74821	0	0.7968	0.05193	0	0	0	10.44706	0.06013	0.00463	0	0	2.04479	1.83588	0.00062	0.00918	3.46638	3.67313	0	0.05418	0.03455	0	0.0288	0.44342	0	3.4435	0	2.57773	0.32914	0	0.65528	0.07721	0.02508	0	0.08862	0	0	0	3.5922	0.07863	0.06248	0	1.75433	0	0
SRS017156	0.39002	61.53699	0	0	0	0	1.44055	0	0	9.53446	0	0	0	0	0	0	0	0	0	0	0	0	0.09566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.20245	0	0	0	0	0	0	0	0	0
SRS017191	0.00062	0	0	0	38.3066	0	0	0	0	0	20.04201	5.46694	0	0	0	0	0	0	0.00015	0	0	0	0	4.11904	0	0.00102	3.73056	0	0	0	0	0	0	0	0	0	0	0	13.89534	0	0	0.00112	0.70175	0	0	0	0	0	0.24867	0
SRS017209	0.43845	0	37.38377	0	0.05815	0.02422	0	0.00884	1.79394	0	0	0	32.56925	0.16166	0.69152	0	0	0.02152	3.14333	0	0.81262	0.33615	0.29067	0	0.20899	1.51346	0	0.05632	0.99757	0	6.15469	0	0.38808	0.00344	0	0.32206	0.10796	0.08651	0	1.054	0	0	0	0.05605	0.00474	0.02104	0	0.13554	0	0
SRS017215	61.13683	0.00581	2.31483	0	0.02669	0.02859	0	0.01849	0.13161	0	0	0	2.44614	0.01263	0.03289	0	0	0.06276	0.1792	0	0.11022	0.08163	0.70729	0	0.02874	0.1784	0	7.1947	0.10259	0	0.19472	0	0.15273	0.00523	0	1.25991	12.97271	0.00604	0	0.08404	0	0	0	0.07245	0.01214	0.01324	0.00357	0.06381	0	0
SRS017227	0.65447	0.00068	2.57913	0	0.15743	11.62878	0	0.14224	0.19408	0	0.00919	0.00432	6.14604	0.00105	0.01383	0	0	0.59512	0.75301	0.00178	0.00531	1.40313	1.91185	0.00021	0.00086	0.02884	0	0.03519	0.12799	0	5.33893	0.0005	7.91166	0.55649	0	2.7665	0.07469	0.00083	0.00086	0.00749	0	0	0	11.24969	0.32133	0.59844	0	7.03858	0	0
SRS017244	0	20.90073	0	0	0	0	23.6086	0	0	27.33635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.11147	0	0	0
SRS017247	0	0	0.01028	0	27.51811	0	0	0	0	0	26.66401	5.95624	0	0	0	0	0	0	0.0011	0	0	0	0	7.96144	6.00E-05	0	0.36649	0	0	7.16947	0	8.06112	0	0	0	0	0	0	0.00039	0	0	10.35554	0.62341	0	0	0.90297	0	0	0.53185	0
SRS017304	1.38186	0.00111	4.26385	0	0.01374	22.88822	0	14.47925	0.00739	0	0	0	0.01203	0.00108	0.00292	0	0	8.97078	0	0	0.00062	0.42902	3.79841	0	0.11649	0.01953	0	0.01933	0.07282	0	0.33663	0	0.21081	2.60453	0	7.23734	0.14122	0.00065	0	0.00286	0	0	0	3.63927	2.69794	0.084	0.00068	0.15328	0	0
SRS017307	0	0	0.03801	0	2.50532	0	0	0	0	0	3.5455	2.53877	0	0.00405	0	0	0	0	0.00744	74.52382	0.00051	0.0156	0	0.30112	0.00767	0	0.6949	0	0	0.00246	0	0.21994	0	0	0	0	0	0.00569	0.00058	0	0	0.97788	1.42991	0	0	0	0	0	4.10731	0.42325
SRS017433	0.00425	0	0.01133	0	1.0508	0	0	0	0	0	4.84784	22.70165	0	0	0	0	0	0	9.00E-05	0	0	0.00107	0	1.10884	0	0	1.96519	0	0	9.26809	0	1.86999	0	0	0	0	0	0	2.36729	0	0	1.0032	0.51659	0	0	0	0	0	2.15551	0
