Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS049995	0	0.00436	0	0	0	0	0	0	0	0	30.71305	12.57622	0	0	0	0	0	0.00124	0.00019	12.9194	0	0	0	0.99154	0	0	0.32114	0	0	1.45147	0	15.66651	0	0	0	0	0	0	2.12979	0	0	0.57557	3.01318	0	0	0	0	0	4.92092	0
SRS050007	34.86223	4.59372	14.43141	0	0	1.99306	0	1.46512	1.28227	0	0	0	1.85669	2.02175	8.41909	0	0	2.20808	1.65859	0	0.56219	3.42821	0.12597	0	0.32818	1.90811	0	1.31978	1.83251	0	1.17895	0	0.45586	2.18111	0	0.63474	0.29571	0.72836	0	0.66043	0	0	0	0.06744	1.62198	0	0	0	0	0
SRS050025	1.89301	58.30772	0.4609	0	0	0	0	0.33573	0.06314	15.65919	0	0	0	0	0.28206	0	0	0.24846	0	0	0	0.36441	0.26716	0	0	0	0	0.24398	0	0	0	0	0	0.17093	0	0.42009	0.02274	0	0	0.20901	8.6574	0	0	0	0.42988	0	0	0	0	0
SRS050029	10.56591	0.00448	62.85668	0	0.00419	0	0	0.02747	0.15424	0	0	0	0.37476	2.60882	5.38316	0	0	0.07608	0.67693	0	0.00567	2.82129	0.77698	0	8.00E-05	3.88413	0	0.67615	0.00427	0	0.05107	0	0.00209	0.05004	0	0.20744	0.04146	0.05829	0	4.5722	0	0	0	0.1468	0.05757	0.00028	0.00252	0.04208	0	0
SRS050184	0	0.05098	0	0	0	0.37507	0	0	0	0	0	0	0	0	0	70.4257	28.41152	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0.03361	0	0	0.01306	0	0.01561	0	0	0	0	0	0	0	0	0	0	0.02277	0	0	0
SRS050244	0.40575	0	14.17892	0	0.12923	0.00425	0	0.01139	7.0662	0	0	0	8.43699	2.94525	1.80143	0	0	0.01005	5.85644	0	2.87356	0.55419	0.13803	0	6.41804	6.22265	0	0.02745	4.43474	0	4.80073	0	0.1506	0.00129	0	0.0027	0.00566	4.02742	0	1.88439	0	0	0	0.00155	0.00329	0.02068	0	0.00019	0	0
SRS050299	0	0.01411	0	0	4.90068	0	0	0	0	0	4.88446	20.04212	0	0.00307	0	0	0	0.00188	0.01101	0	0.00084	0	0	38.04469	0.00181	0	0.91751	0	0	0	0	1.88604	0	0	0	0	0	0	3.30158	0	0	9.57521	0.05837	0	0	1.45363	0	0	1.79076	0
SRS050422	0.00474	0.00027	0.04631	0	2.68316	0	0	0	0	0	8.11726	2.3961	0	0.04341	0	0	0	0	0.03051	0	0.00215	0.03917	0	0.78751	0.01893	0	42.20325	0	0	0.001	0	3.18041	0	0	0	0	0	0.01396	3.11042	0	0	0.22021	6.88295	0	0	0	0.00095	0	0.82154	4.38181
SRS050484	1.71082	40.68945	0	0	0	0	20.94561	0	0	11.30656	0.57657	0.02422	0	0	0	0	0	0	0	2.22356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45585	0	0	0	0	0	6.05129	0	0	0
SRS050628	42.91193	0.01144	8.10964	0	0.03331	0.73659	0	1.30822	0.02242	0	0	0	0.15932	0.02063	0.0366	0	0	2.33902	1.96779	0	0.00384	6.76453	1.67368	0	0.00048	0.85482	0	3.27648	0.01359	0	4.78243	0	2.26325	0.62604	0	2.38904	3.96125	0.01357	0	0.16	0	0	0	0.01037	1.34045	0.0838	0	0.00458	0	0
SRS050669	0.5627	0	47.29763	0	0.02524	0.00738	0	0.00633	1.1723	0	0.00766	0.00225	11.02623	0.64217	6.57632	0	0	0.01794	4.84733	0	1.76981	0.4311	0.10957	0	0.12901	4.22302	0	0.09822	1.05128	0	2.54623	0	0.85185	0.00413	0	0.08533	0.02829	0.11819	0.00039	4.4827	0	0	0	0.05862	0.00923	0.00286	0.00062	0.03077	0	0
SRS050752	0.01011	0.00072	0.00027	0	2.17656	0	0	0	0	0	10.36004	0.07513	0	0.01271	0	0	0	0.00129	0.00251	39.26927	0.00088	0	0	0.6165	0	0	1.4464	0	0	3.18187	0	5.56973	0	0	0	0	0	0	3.67902	0	0	1.3751	5.80606	0	0	0	0.00146	0	0.00143	0
SRS050925	0.00968	0	0.01219	0	11.24042	0	0	0	0	0	3.66178	15.23489	0	0.00209	0	0	0.00165	0.00025	0	0	0	0.02619	0	3.45418	0.00014	0	11.47625	0	0	11.40229	0	9.7655	0	0	0	0	0	0.00019	2.84158	0.0083	0	1.72919	2.16843	0	0	1.19366	0	0	5.87063	2.13832
SRS051031	0.00587	0	0.01336	0	0	0	0	0	0	0	8.44375	9.53897	0	0.03075	0	0	0	0	0.00455	0	0.00134	0.00657	0	0.51006	0	0.00068	0.76132	0	0	1.47144	0	1.66636	0	0	0	0	0	0	0.65419	0.00288	0	0.02164	0.63357	0	0	2.20177	0	0	1.37352	9.42672
SRS051116	53.78215	0	1.42549	0	0.02191	0.03267	0	0.06338	0.28276	0	0	0	0.3436	0.11096	0.0049	0	0	0.85388	0.12642	0	0.33098	0.27284	0.22511	0	0.03494	0.31371	0	7.36949	0.07018	0	0.08423	0	0.11992	0.00893	0	0.63189	28.32674	0.01093	0	0.10284	0	0	0	0.0398	0.00123	0.01695	0	0.0836	0	0
SRS051244	0.65121	0	1.59531	0	0.05661	31.74388	0	3.46494	0.25495	0	0	0	0.47769	0.00368	0.00053	0	0	5.53158	0.11263	0	0	1.76153	2.61731	0	0.01498	0.00761	0	0.03584	0.34087	0	4.5208	0	4.11827	7.78136	0	0.05187	0.04167	0.02131	0	0.00101	0	0	0	0.93457	5.32318	0.03	0	0.87461	0	0
SRS051378	7.50383	0.00112	17.79598	0	0.04114	5.29546	0	17.59354	0.06537	0	0	0	0.31368	0.11285	0.3185	0	0	3.94961	2.1242	0	0.00371	2.52984	2.31282	0	0.03123	0.49468	0	0.90096	0.16872	0	4.54282	0	8.06048	1.43106	0	0.35581	0.35777	0.01079	0	0.11674	0	0	0	1.50714	2.59431	0.00584	0	3.4946	0	0
SRS051505	0	0.04013	0	25.99843	0	0	0	0	0	0	0	0	0	0	0	51.98822	2.23026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02189	0	0	0
SRS051600	0	11.85581	0	0	0	0	16.21885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93647	0	0	0
SRS051613	0	23.67918	0	0	0	0.23297	70.28903	0	0	0.77906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05374	0	0	0
SRS051791	0.16835	0.00047	2.14795	0	0.04145	0.00116	0	0.00593	19.76333	0	0	0	7.81499	5.03682	1.30622	0	0	0.00603	3.98248	0	5.38516	1.74611	0.10342	0	4.75258	1.07674	0	0.04932	17.33878	0	0.11735	0	0.01647	0.00144	0	0.01479	0.03525	4.61745	0	0.01277	0	0	0	8.00E-05	0.00092	0.00091	0.0002	0.00392	0	0
SRS051882	0	0	0	0	14.9403	0	0	0	0	0	21.66601	7.96845	0	0.00258	0	0	0	0	0	0	0	0	0	3.0015	0	0	13.34343	0	0	0	0	7.26369	0	0	0	0	0	0	5.31432	0	0	4.35633	1.53256	0	0	0	0	0	3.83151	5.25034
SRS051930	1.69068	0.019	6.68747	0	0.0344	23.01642	0	2.64603	0.21681	0	0	0	0.02974	0.02056	0.0282	0	0	1.93234	0	0	0.00161	7.83135	1.09306	0	0.02494	0.04529	0	0.08944	0.68995	0	4.95672	0	5.61241	5.86754	0	2.06156	0.01899	0.00248	0	0.00163	0	0	0	1.61395	2.22946	0.02716	0	0.00918	0	0
SRS051941	1.26626	0	4.10334	0	0.02165	43.95717	0	3.50441	0.12343	0	0.00077	0	0.26224	0.00669	0.00657	0	0	3.05252	0	0	0.00895	1.52309	2.04816	0	0.02792	0.03267	0	0.09904	0.32881	0	2.70759	0	3.47591	2.14106	0	3.11747	0.05475	0.00284	0	0.00175	0	0	0	0.98639	1.41887	0.05689	0	1.01402	0	0
SRS052027	0.00388	0	0.3666	0	52.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0.00073	0.00155	0	7.39752	0	0.00267	0.37119	0	0	0	0	0	0	0	0	0	0	0	0.5199	0.00233	0	12.28952	0.99005	0	0	0	0	0	1.03633	0
SRS052227	1.73202	0.0383	23.26104	0	0.06477	0.01868	0	0.01544	19.11118	0	0	0	6.87612	1.57569	8.60372	0	0	0.05994	9.70324	0	0.40871	0.80449	0.09636	0	0.19364	3.47981	0	0.13034	0.42126	0	0.15033	0	0.02223	0.06619	0	0.08263	0.24987	0.6279	0	3.39106	0	0	0	0.01949	0.08943	0.03123	0.00752	0.09338	0	0
SRS052330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.62158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS052590	0	23.86622	0	0	0	0	51.9402	0	0	16.78179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS052604	1.2542	0.04101	7.2956	0	0.01967	32.00427	0	0.36829	0.81366	0	0	0	0.08292	0.09868	0.35457	0	0	2.40931	1.29	0	0	4.21723	1.38889	0	0	0.68197	0	0.02526	0.11468	0	2.61622	0	2.44395	2.80519	0	2.22437	0.06583	0.03329	0	0.22955	0	0	0	0.14438	3.59387	0.01941	0.01394	8.63195	0	0
SRS052620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.98245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS052668	53.64669	0.02021	5.99281	0	0.00604	0.30654	0	0.13487	0.33112	0	0.05932	0	11.03164	0.02441	0.47943	0	0	0.56027	0.33562	0	0	0.44124	1.94828	0.00762	0.00903	0.43966	0	7.92693	0.05275	0.07296	0.07917	0	0.27162	0.07502	0	2.6568	1.45949	0.02281	0	0.43345	0	0.01013	0	1.33451	0.09048	0.03207	0.00915	0.2555	0	0
SRS052697	0.06127	0	0.01973	0	13.6407	0	0	0	0	0	3.36915	6.27215	0	0.04705	0.0027	0	0	0	0.00443	0	0.11961	0.00562	0	2.36207	0.00686	0	13.18319	0	0	9.01576	0	5.25711	0	0	0	0	0	0	1.26557	0.00712	0	1.2909	2.79448	0	0	3.74929	0	0	6.51582	0
SRS052756	0	0.10153	0	0	0	0	0	0	0	0	0.01607	0	0	0	0	97.82933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00637	0	0	0
SRS052874	59.60403	0.01844	10.28933	0	0.02714	0.04071	0	0.86919	0.37703	0	0	0	1.03459	0.30801	2.97239	0	0	0.12466	0.12868	0	0.10618	0.9808	2.55646	0	0.14873	1.11141	0	9.68055	0.07857	0	0.09531	0	0.06318	0.23801	0	0.03636	3.4649	0.03585	0	0.10681	0	0	0	0.09715	0.37355	0.02706	0.00268	0.01776	0	0
SRS052876	0.94482	0.00249	1.96479	0	0.02088	33.76532	0	3.03957	0.33669	0	0	0	8.89149	0.02308	0.00605	0	0	0.83721	0.2558	0	0.01591	2.16635	2.85994	0	0.01075	0.0746	0	0.18045	1.09571	0	5.33929	0	0.67174	3.98219	0	6.08686	0.09011	0.01582	0	0.10177	0	0	0	0.13411	1.27294	0.00101	0.00213	0.06941	0	0
SRS052988	0.01294	99.57543	0	0	0	0.00688	0.03596	0.00431	0.00179	0.20966	0	0	0	0	0.00201	0	0	0.00632	0.00378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471	0	0	0	0	0	0	0	0	0	0	0.00557	0	0	0	0	0
SRS053335	0.00267	0	0.00536	0	34.54671	0	0	0	0.00097	0	8.26635	17.5752	0	0.01448	0	0	0	0	0.00627	0.00445	0.0004	0.00082	0	0.09849	0	0	16.02554	0	0	0.00021	0	0.00772	0	0	0	0	0	0.0004	0.00675	0	0	9.74528	0.51877	0	0	0	0	0	1.00471	3.10321
SRS053398	0.09502	0	0.00821	0	7.14651	0	0	0	0	0	4.43913	10.92947	0	0.01618	0	0	0	0.00256	0.00276	35.34529	0.00059	0	0	1.54709	0.00111	0.01248	6.12853	0	0	4.41028	0	13.01163	0	0	0	0	0	0	2.80092	0.00946	0	0.40251	4.32404	0	0	0	0	0	2.37282	0
SRS053437	0.37315	67.08287	0.0942	0	0	0	0	0	0	3.99819	0	0	0	0	0.47158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.86653	0	0	0	0	0	0	0	0	0
SRS053584	0.71425	0.00037	2.36968	0	0.01518	2.96139	0	1.41977	0.00659	0	0	0	0.92094	0.00241	0.00452	0	0	8.13283	0.0257	0	0.00133	0.10912	13.71026	0.00343	0.00011	0.04742	0	0.04378	0.01482	0	8.38457	0	2.12708	1.45958	0	24.73157	0.0568	0.00138	0	0.01379	0	0	0	13.35875	0.87671	0	0.00206	8.24146	0	0
SRS053603	0.78639	0	1.62971	0	0.08003	0.00959	0	0.01173	9.85467	0	0	0	1.97766	16.16176	5.64512	0	0	0.01599	0.73149	0	9.36465	0.78257	0.42949	0	12.6782	4.34142	0	0.18084	8.63709	0	0.0335	0	0.02671	0.00781	0	0.01821	0.03087	4.2012	0	0.17575	0	0	0	0.00922	0.01511	0.00164	0	0.00257	0	0
SRS053854	0.07667	0	3.00194	0	0.01899	0.02213	0	0.01493	13.89422	0	0	0	1.74583	27.75694	8.01903	0	0	0.03103	6.1912	0	10.02345	0.36416	0.00146	0	3.41529	1.00789	0	0.00191	3.72611	0	0.01579	0	0.00297	0.00447	0	0.00096	0	4.44789	0	0.05851	0	0	0	0	0.00313	0	0	0	0	0
SRS054061	0	78.20103	0.0562	0	0	0	4.42295	0	0	8.36419	0	0	0	0	0	0.09471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS054430	4.76976	0	22.70369	0	0.02087	5.43109	0	1.04591	0.02105	0	0	0	0.27474	0	0.08293	0	0	9.11861	0.41088	0	0	0.99295	6.14408	0	0	0.15095	0	0.33226	0.0618	0	5.57509	0	1.9443	1.56322	0	5.92924	0.42163	0	0	0.05156	0	0	0	2.06738	0.70758	0.05768	0	3.05062	0	0
SRS054569	67.36782	0.00283	9.61972	0	0.04119	0.05128	0	0.10869	0.053	0	0	0.0265	2.58765	0.00503	0.15726	0	0	0.71125	0.91434	0	0.10522	0.20836	0.11618	0	0.00114	1.12161	0	8.53357	0.03675	0.00647	0.04832	0	0.20446	0.02933	0	0.11701	2.97892	0.01399	0	0.66748	0	0.00333	0	0.25784	0.02751	0.00314	0.00237	0.10721	0	0
SRS054590	0.0376	0.00524	1.08127	0	34.33702	0	0	0	0	0	0	0.00117	0	0.02197	0	0	0	0	0.02345	0	0.00027	0.02157	0	0	0.00256	0.00333	8.61383	0	0.00018	0	0	0	0	0	0	0	0	0.00475	0	0.01606	0	0	0	0	0	2.55391	0.00157	0	1.54801	0
SRS054653	1.5182	0.00035	1.89359	0	0.00832	24.90394	0	18.69368	0.20958	0	0	0	0.06733	0.00953	0.0335	0	0	7.67818	0.68717	0	0.00379	4.93832	0.13203	0	0.0002	0.00705	0	0.07592	0.43192	0	0.85681	0	1.48593	8.82773	0	0.23935	0.00225	0.00395	0	0	0	0	0	4.38081	3.66491	0.01923	0	0.33285	0	0
SRS054687	0.46689	0.00055	9.86667	0	0.0199	0.04933	0	0.02993	4.23551	0	0	0	19.45076	10.12072	14.8938	0	0	0.11934	3.66935	0	10.11891	0.28795	0.13679	0	2.07264	5.0518	0	0.05052	4.29807	0	0.36622	0	0.04734	0.00636	0	0.16964	0.01352	1.24426	0	1.17996	0	0	0	0.03904	0.01279	0	0.00021	0.01465	0	0
SRS054776	30.23914	0.01678	8.60669	0	0.03605	2.93751	0	10.30973	0.59739	0.01668	0	0	1.27125	0.41831	0.38834	0	0	6.75115	0.56305	0	0.53862	2.48904	3.02734	0	0.03278	0.75602	0	4.88052	0.1581	0	0.49199	0	0.44214	2.11242	0	1.61853	5.09066	0.04824	0	0.9444	0	0	0	0.36577	1.48484	0.00137	0.00651	0.24653	0	0
SRS054956	0.02331	0	0.99994	0	6.82982	0	0	0	0	0	0	0.00282	0	0.64773	0.00044	0	0	0	0	0	0.05288	0.33217	0	54.29067	0.0101	0.00795	3.42924	0.00128	0.00349	0	0	0	0	0	0	0	0.00037	0.01379	0	0.02073	0	3.63522	4.51079	0	0	0	0	0	0.12398	3.69744
SRS054962	0.01724	1.18364	0	0.12135	0	0	0	0	0	0.20633	0	0	0	0	0	96.21708	0.4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1175	0	0	0
SRS055118	43.8419	0	3.7991	0	0	9.43651	0	2.16918	0	0	0	0	4.15154	0.11845	1.87338	0	0	0.00426	0.24346	0	0.04713	0.4153	0.49264	0	0	0.08273	0	15.22372	0.04078	0	0.54398	0	0	3.27799	0	0.75691	2.02813	0	0	0.18362	0	0	0	0.03802	0.95111	0	0.02466	0	0	0
SRS055298	0.01434	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0.00221	93.75727	1.20394	0	0	0	0.00988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS055378	0.72009	0	1.44488	0	0.19392	18.28766	0	1.03329	2.05472	0	0	0	2.80548	0.00034	0.01234	0	0	0.79859	0.01355	0	0.0002	2.67771	1.56332	0	0.02948	0.04454	0	0.08342	0.56251	0	2.72957	0	7.61335	1.71893	0	1.16756	0.2554	0.03291	0	0.02548	0	0	0	0.88177	2.30179	0.04244	0	1.20711	0	0
SRS055401	1.46392	0	0.98261	0	0.09249	3.21667	0	27.90416	0.03278	0	0	0	0.02317	0.00549	0.01081	0	0	10.57241	0	0	0.00218	0.89625	4.4903	0	0.00374	0.04576	0	0.10793	0.04456	0	6.0916	0	2.39493	7.30323	0	1.65898	0.03098	0	0	0.02451	0	0	0	5.49987	8.68813	0.01564	0	1.49615	0	0
SRS055426	1.31893	0.02278	14.95996	0	0.05669	0.13141	0	0.51329	7.65426	0	0.00076	0.00249	2.50075	6.5713	13.33688	0	0	0.2506	8.17873	0	13.00381	1.04281	0.04198	0	0.59963	3.53441	0	0.10209	3.03948	0.00014	0.08924	0	0.02778	0.04906	0	0.00326	0.06458	1.38726	0	5.8918	0	0	0	0.1171	0.03733	0.04479	0.00379	0.01669	0	0
SRS055450	1.56333	0	2.45383	0	0.06543	32.2994	0	6.8074	0.00496	0	0.01238	0.00443	0	0.03481	0	0	0	4.36343	0	0	0.00217	4.56695	0.22096	0	0.00802	0.02715	0	0.02047	0.11345	0.00055	5.16102	0	9.81361	1.04702	0	0.33834	0.0212	0.00701	0	0.00211	0	0	0	0.05622	0.76195	0	0	1.49851	0.00056	0
SRS055982	0.00135	0	0.01144	0	23.58603	0	0	0	0	0	9.67103	15.0373	0	0.01293	0	0	0	0	0.00899	0	0.00235	0.00168	0	0.42978	0.00022	0	5.87511	0	0	25.94691	0	3.18165	0	0	0	0	0	0.00136	0.47881	0.00164	0	0.1157	0.62412	0	0	0.49846	0	0	2.26786	0
SRS056210	0	43.87516	0	0	0	0	0	0	0	38.01482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.55304	0	0	0	0	0	3.55698	0	0	0
SRS056259	0	0	0.01906	0	3.2456	0	0	0	0	0	21.89872	3.60889	0	0.00716	0	0	0	0	0	0	0.0018	0.00164	0	14.13629	0.00943	0	0.39471	0	0	13.68842	0	0.00311	0	0	0	0	0	0.00115	7.24123	0	0	2.49369	0.7602	0	0	0	0	0	0.72427	12.41899
SRS056323	0.37641	0.00216	1.54664	0	0.01401	0.00319	0	0.01288	10.43935	0	0	0	0.00997	22.73962	11.13459	0	0	0.00328	6.00456	0	13.29928	1.45176	0	0	4.14502	5.13742	0	0.03094	2.58375	0	0.00044	0	0.00075	0.01049	0	0	0	4.44701	0	0.36814	0	0	0	0	0.00308	0	0.00121	0	0	0
SRS056519	0.02474	0.00014	0.00464	0	28.16044	0	0	0	0	0	0.01201	0.01809	0	0.01273	0	0	0	0.00048	0.00325	0	0	0.00539	0	37.58566	0	0	2.29378	0	0	0.09632	0	6.82516	0	0	0	0	0	0	0.00049	0	0	4.32041	0.72868	0	0	0	0.00114	0	0.34455	0
SRS056622	0.45378	0	9.47438	0	0.07956	0.00238	0	0.00157	1.62578	0	0	0	0.04783	22.65955	11.94672	0	0	0.0121	0	0	0.78445	0.65611	0.02984	0	11.86715	2.01204	0	0.05642	12.1676	0	0.13485	0	0.18197	0.01517	0	0.04542	0.0156	2.66632	0	0.03221	0	0	0	0.03925	0.00893	0.00311	0	0	0	0
SRS056695	0	0	0	98.91601	0	0	0	0	0	0	0	0	0	0	0	0	1.03512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0
SRS056892	33.70494	0	29.66551	0	0.01745	0.02323	0	0.29085	0.16699	0	0	0	0.13518	0.52163	6.07404	0	0	0.1329	0	0	0.01945	9.16881	0.345	0	0.20904	0.93363	0	1.48611	0.15512	0	0.42273	0	0.4783	3.00285	0	0.62892	0.86311	0.04523	0	0.10966	0	0	0	0.14113	2.01315	0.02182	0	0.00016	0	0
SRS057022	33.68597	0.02646	6.80794	0	0.17563	0.14138	0	2.01273	3.74947	0	0.00076	0	0.16191	1.53705	0.90622	0	0	0.50637	0	0	1.32241	5.14341	1.92556	0.00418	1.67215	0.7163	0	6.58297	0.44537	0	0.5792	0	0.7892	0.1714	0	3.70348	0.67513	1.03641	0	0.02681	0	0	0	0.28083	0.19014	0.55893	0.01477	0.34342	0	0
SRS057083	0	99.24475	0	0	0	0	0	0	0	0.69206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS057205	0.74559	0.00406	23.65461	0	0.19186	0.00352	0	0.00941	7.88235	0	0	0	4.2508	1.84637	1.02227	0	0	0.09207	15.50326	0	2.37477	2.68269	0.04761	0	0.9474	5.83712	0	0.13445	3.85548	0	0.99173	0	0.03448	0.00472	0	0.06438	0.08063	0.61935	0	5.24053	0	0	0	0.01658	0.00202	0.08637	0.00047	0.04568	0	0
SRS057355	0.31238	0	29.98274	0	0.05855	0.01119	0	0.01522	7.36822	0	0	0	21.48535	0.22643	3.71056	0	0	0.01701	8.53536	0	0.20144	1.2743	0.42257	0	0.87211	2.33276	0	0.02563	1.30041	0	3.9682	0	1.48828	0	0	0.09309	0.01674	1.45227	0	1.17255	0	0	0	0.03813	0.00353	0	0	0.16758	0	0
SRS057539	0.47398	0	11.52815	0	0.04115	0.01163	0	0.01593	11.12095	0	0	0	0.34891	7.02086	2.36357	0	0	0.04338	6.69302	0	3.79839	1.08487	0.32304	0	7.98508	4.77183	0	0.21223	7.91907	0	0.03528	0	0.00899	0.01501	0	0.03224	0.01172	11.27448	0	0.57326	0	0	0	0.0114	0.01575	0.00255	0	0.00443	0	0
SRS057692	1.10405	0	54.63932	0	0.04254	0.08985	0	0.00627	0.18486	0	0	0	13.48785	0.01694	1.31531	0	0	0.14022	5.90223	0	0.73372	0.73573	0.22957	0	0.00646	5.59861	0	0.07842	0.28365	0	0.05443	0	1.48617	0.00374	0	0.03439	0.15806	0.07549	0	4.48103	0	0	0	0.07647	0.0013	0.00041	0	0.06238	0	0
SRS057717	0.01407	0	0	0	59.57353	7.00E-05	0	0	0	0	0.00058	0	0	0.00049	0	0	0	0.00113	0	0	0	0.00564	0	7.33351	0.01297	0	0.6372	0	0	0	0	0	0	0	0	0	0	0	0.00115	0	0	0	0.03536	0	0	0.00148	0	0	0	0
SRS057791	0.39907	0.00021	9.89186	0	0.0903	0.00336	0	0.05665	6.68612	0	0	0	0.1185	14.31187	4.12107	0	0	0.03467	4.02133	0.00202	4.56307	0.75676	0.0087	0	8.38944	3.96872	0	0.03965	10.47473	0	0.09155	0	0.01019	0.00313	0	0.01256	0.00843	12.23046	0	0.12828	0	0	0	0.00205	0.00137	0	0.00041	0.00951	0	0
SRS057807	0	0.00241	0	99.43209	0	0	0	0	0	0	0	0	0	0	0	0	0.54493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00773	0	0	0
SRS058053	0.82989	0.04352	17.03354	0	0.06884	18.77732	0	11.79801	0.20188	0	0	0	0.6988	0.01878	0.04472	0	0	4.06579	1.11255	0	0.01934	2.62486	0.09425	0	0.01576	0.06853	0	0.03698	0.37547	0	2.63289	0	2.22174	4.11027	0	0.00563	0.08272	0.03447	0	0.06141	0	0	0	1.17134	1.71518	0.25374	0.00316	2.9754	0	0
SRS058105	53.56303	0.01052	14.70894	0	0.00097	0.00113	0	0.65777	0.06951	0	0	0	0.19546	0.07655	0.20199	0	0	0.01496	0.09597	0	0.01533	0.03165	0.58431	0	0.01761	0.11591	0	12.2325	0.10326	0	0.03139	0	0.00705	0.01092	0	0.12038	14.05502	0.0031	0	0.07442	0	0	0	0.01428	0.00716	0	0	0.01563	0	0
SRS058182	0.08943	85.10519	0.01693	0	0.0027	0.00238	0.03223	0.00108	0.00114	9.27122	0	0	0.00574	0.00288	0.02804	0	0	0.00818	0.0034	0	0.00293	0	0.0141	0	0	0.0119	0	0.01022	0	0	0.00025	0	0	0.0023	0	0.00645	0.00204	0	0	0.0102	0.0007	0	0	0.00065	0.00076	0	2.04974	0.00073	0	0
SRS058213	0.51067	49.33741	0.00435	0	0	0	27.03239	0	0	17.92299	0	0	0	0	0.0082	0	0	0.03448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS058221	0.00942	98.91449	0	0	0	0	0	0	0.00968	0.83574	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0.00148	0	0	0	0	0
