contig_id	type
IF_048::210488	Novel
IF_104::18267	Novel
IF_082::19056	ref
KeioHC_13::45354	ref
IF_073-2wa::7481	Novel
IF_048::18163	Novel
IF_064::2265	ref
KWS_10896::11163	ref
IF_070::199472	Novel
KWS_10984::111578	ref
IF_182::11672	ref
KWS_11001::23200	Novel
IF_008::8488	Novel
KeioHC_3::13171	Novel
IF_012::37320	Novel
KWS_10903::16649	Novel
KeioHC_124::6905	ref
KeioHC_123::171544	ref
KWS_10906::2015	Novel
KWS_10661::21242	ref
IF_169::60386	ref
IF_125::98753	Novel
S_7G50::175424	Novel
KWS_10540::27072	ref
S_6G6::10302	Novel
KWS_10466::61225	Novel
S_6G8::234474	Novel
KeioHC_107::133136	Novel
S_7G10::33246	ref
S_7G8::17058	ref
KeioHC_113::20227	ref
KWS_10997::65105	ref
IF_162::42518	Novel
S_6G8::121048	ref
IF_027::107331	Novel
KWS_10984::178411	Novel
KeioHC_10::27789	ref
IF_154rewa::128324	Novel
KWS_10547::43706	ref
KWS_10661::6703	ref
KeioHC_124::201572	Novel
IF_149::106617	ref
S_7G47::62329	ref
IF_175re::34143	ref
KeioHC_118::19859	ref
KWS_10461::92416	Novel
S_7G15::205757	ref
KWS_10477::81805	Novel
IF_028::26292	ref
IF_032::52848	ref
KWS_10539::76489	ref
IF_091::6421	Novel
S_7G10::36957	Novel
IF_076::143490	ref
IF_110::64520	Novel
KWS_10895::101502	ref
KWS_10655::146500	Novel
S_7G3::26659	ref
S_7G19::149394	ref
IF_093::75887	Novel
IF_082::18661	ref
IF_132::109190	Novel
S_7G45::37420	ref
IF_169::3910	Novel
KWS_10452::22000	Novel
IF_076::142698	Novel
IF_030-2::148157	ref
IF_055::84945	ref
IF_079::109857	Novel
IF_184::171655	Novel
KWS_10466::36970	ref
IF_099::49201	Novel
IF_111::97872	ref
IF_103::13575	ref
KWS_10985::1093	ref
IF_140::24484	ref
IF_087-2::49506	ref
IF_017::223363	Novel
IF_137::83433	ref
IF_050::55627	ref
IF_032-2::19056	ref
KWS_10991::8322	Novel
KWS_10987::82306	ref
IF_068::19406	ref
KWS_10631::42322	ref
IF_103::43500	ref
S_6G15::109401	ref
KWS_10550::23114	Novel
IF_003::86267	Novel
IF_087-2::56341	Novel
S_7G8::208644	Novel
S_6G4::36452	ref
S_7G4::92400	Novel
KWS_10477::12366	ref
IF_103::184677	ref
S_7G22::174561	Novel
KWS_10987::58451	Novel
IF_046::1254	Novel
KWS_10547::61722	ref
KWS_10539::2157	Novel
KWS_10639::78162	ref
IF_177::237633	ref
KWS_10648::246651	ref
IF_151::6518	Novel
IF_137::9409	ref
IF_128::20896	ref
IF_004::32207	ref
KWS_10909::42366	Novel
IF_171::52680	Novel
IF_127::217685	ref
KWS_10911::19225	ref
IF_003::187897	Novel
KWS_10638::51406	Novel
IF_187::43500	ref
IF_007::11272	ref
KWS_10560::286018	ref
IF_009::91927	ref
S_7G10::16727	ref
KWS_10548::19056	ref
IF_114::265927	ref
KWS_10996::26150	ref
KWS_10659::94769	Novel
KeioHC_114::34532	ref
S_7G27::1667	Novel
KeioHC_13::14311	ref
KWS_10992re::76754	ref
KWS_10642::12076	ref
S_6G10::61382	Novel
IF_100::29643	Novel
IF_071::102395	ref
KWS_10997::47543	ref
S_6G10::182250	Novel
IF_060::139	Novel
KeioHC_K2::109669	Novel
IF_084::16230	ref
KWS_10560::119580	Novel
S_7G34::44106	ref
IF_008::7965	ref
IF_050::87080	Novel
IF_118::214886	Novel
IF_026::69974	ref
KWS_10984::98523	Novel
KWS_10546::157475	ref
KWS_10648::185402	Novel
KeioHC_4::6326	ref
IF_008::1254	Novel
KWS_10549::11395	ref
S_6G5::38730	ref
IF_171::47543	ref
S_6G1::10617	ref
S_7G28::16280	ref
KeioHC_3::39662	ref
IF_092::5624	ref
IF_041::213587	ref
KeioHC_103::96465	Novel
IF_086::42326	ref
KWS_10459::19984	Novel
KWS_10551::7571	ref
IF_179::74152	ref
KeioHC_15::2149	Novel
S_7G50::59826	Novel
S_6G5::29643	Novel
IF_033::180513	ref
KeioHC_114::43500	ref
KWS_10549::62329	ref
IF_101::31573	Novel
IF_087::14685	ref
KWS_10631::22788	Novel
KeioHC_110::241098	Novel
IF_085::53210	ref
KWS_10895::49312	Novel
IF_096::26684	ref
IF_003-2::1798	Novel
IF_130::40713	Novel
KeioHC_14::49019	ref
IF_019::68470	ref
KWS_10639::58724	Novel
KWS_10997::6952	Novel
KWS_10547::43914	Novel
IF_047::132127	ref
KWS_10900::135854	ref
S_7G46::179222	Novel
KWS_10989::123507	ref
KWS_11000::66663	Novel
IF_002-2re::141637	ref
IF_053::51943	ref
S_7G14::212491	ref
IF_032::21420	Novel
IF_022::85445	Novel
S_7G6::82075	ref
KWS_10477::5620	Novel
IF_025::25148	ref
S_7G30::220697	ref
IF_129::43103	ref
IF_013::28521	ref
S_7G32::28738	ref
S_7G14::217837	Novel
KeioHC_124::166682	ref
IF_108::18243	Novel
KeioHC_4::185943	ref
KeioHC_114::197	Novel
IF_047-2::17970	ref
KeioHC_3::48245	ref
IF_150::192900	Novel
IF_173::7488	Novel
IF_095::148567	ref
KeioHC_10::45848	ref
IF_073wa::183037	Novel
IF_063::156462	ref
IF_022::43103	ref
IF_091::172678	ref
IF_024::5418	Novel
IF_173::5418	Novel
IF_030-2::97030	ref
IF_019::80461	Novel
IF_163::20645	ref
IF_065-2::82617	Novel
KWS_10996::274641	ref
KWS_10461::127557	ref
IF_131::77598	ref
KeioHC_2::238453	ref
KWS_11008::98753	ref
KWS_11003::9520	Novel
IF_148::44529	ref
IF_022::283759	Novel
S_6G6::104964	ref
S_7G16::52200	Novel
S_7G27::89355	Novel
IF_151::38746	Novel
KWS_10549::38395	ref
IF_118::141921	Novel
S_7G3::37605	ref
KeioHC_119::106857	ref
S_7G27::295186	Novel
KeioHC_117::9870	ref
KWS_10984::7840	Novel
IF_008::38006	Novel
IF_148::76379	Novel
IF_093::19804	Novel
IF_064::228209	Novel
KeioHC_10::12927	Novel
KWS_10656::72538	ref
IF_087-2::54066	Novel
IF_151::24671	ref
IF_173::53502	Novel
IF_012::142294	ref
KWS_10636::187844	ref
KWS_10993::90763	Novel
KWS_10465::79083	ref
IF_013::32006	Novel
S_7G19::72059	ref
IF_072::76385	ref
IF_62-2::21098	ref
S_7G27::155489	ref
IF_097::224867	ref
KWS_10987::102976	ref
IF_163::8258	ref
KWS_10994::183661	ref
IF_068::5085	ref
IF_187::22689	Novel
IF_151::61680	Novel
S_7G26::94511	Novel
IF_128::36597	Novel
KWS_10656::39741	Novel
IF_084::176064	ref
KWS_11008::3879	ref
KWS_10550::228932	Novel
IF_101::117023	ref
S_7G26::9214	Novel
IF_101::45674	Novel
IF_150::11332	ref
KWS_10636::48807	ref
KWS_10477::85794	Novel
IF_173::156215	Novel
KWS_11000::53210	Novel
IF_013::11929	ref
KWS_10655::85615	ref
KeioHC_I2::46130	ref
S_7G45::86087	ref
IF_007::14311	ref
IF_126::217286	Novel
KWS_10539::212959	ref
KWS_11007::17578	Novel
S_7G8::35944	ref
KWS_10661::199414	Novel
KWS_10481::192633	Novel
IF_100::38885	ref
IF_128::28035	Novel
IF_019::136617	ref
IF_099::108802	Novel
IF_032-2::229848	ref
IF_032-2::283778	ref
IF_126::58789	Novel
KWS_10486::34524	Novel
IF_012::196093	Novel
IF_139::56746	Novel
IF_128::99328	Novel
KWS_10917::126789	ref
S_7G50::81132	Novel
KWS_10996::170045	ref
KWS_10452::125912	Novel
IF_008::60088	ref
IF_117::78602	ref
IF_029::37083	ref
S_6G4::34094	ref
KWS_10466::19578	ref
IF_154rewa::37814	ref
IF_042::1798	Novel
S_6G15::209578	ref
KWS_11002::138243	ref
IF_030-2::80041	Novel
KeioHC_10::226873	ref
KWS_10549::3116	Novel
IF_184::111337	ref
KeioHC_109::34512	ref
S_7G31::6057	ref
KWS_10996::113362	Novel
S_6G14::209674	Novel
IF_011::4541	ref
S_7G25::213828	Novel
KWS_10546::81925	ref
S_7G24::104957	Novel
KWS_10661::196760	ref
KWS_10991::88315	Novel
IF_087-2::144270	ref
IF_184::3133	Novel
KWS_10648::21704	ref
IF_048::1667	Novel
S_7G15::139519	ref
S_7G28::80864	ref
IF_032-2::5283	ref
S_7G46::3221	ref
IF_132::22784	Novel
KWS_10653::145903	Novel
KWS_10468::15309	Novel
KWS_10912::55627	ref
KWS_10897::8385	Novel
IF_068::15103	ref
IF_124::43153	ref
S_7G28::52858	Novel
KWS_10631::66326	ref
S_7G22::99835	ref
KWS_10636::6455	Novel
IF_179::38449	ref
IF_071::239905	Novel
S_7G34::224115	ref
IF_177::145740	Novel
IF_173::91048	Novel
IF_029-2::200979	Novel
IF_057re::714	Novel
KeioHC_9::148305	Novel
S_7G12::55362	ref
KeioHC_I2::28924	ref
IF_063::9721	Novel
IF_077::26858	ref
S_7G3::181006	Novel
KWS_10558::127274	Novel
IF_171::177698	Novel
IF_101::34718	Novel
IF_029::102480	ref
IF_071::82151	ref
KeioHC_13::65135	ref
S_7G39::12951	ref
IF_175re::19640	Novel
IF_101-2::66568	ref
S_7G31::32792	ref
S_7G33::201375	Novel
IF_155::16105	ref
KWS_10984::274635	Novel
KWS_10984::206305	Novel
IF_014-2::4327	ref
IF_160::23624	Novel
IF_156::12182	ref
S_7G12::112749	Novel
KWS_10477::31430	Novel
IF_030-2::35497	Novel
KWS_10547::166759	ref
S_7G44::210388	ref
KWS_10895::17945	Novel
KeioHC_4::222863	ref
IF_095::34942	ref
S_7G24::19357	ref
IF_063::37320	Novel
IF_087::221574	ref
IF_025::51406	Novel
KWS_10911::8191	ref
KWS_10560::20136	ref
KWS_10984::80267	ref
IF_106::13586	ref
IF_029::229226	Novel
IF_027::23671	Novel
IF_014-2::17551	ref
S_6G14::19700	ref
IF_011::240519	ref
S_7G33::4228	Novel
KWS_10636::136174	Novel
KWS_10911::27908	ref
IF_038::23881	ref
S_6G11::21937	ref
KWS_10989::155078	Novel
S_6G4::38781	Novel
S_7G5::280	ref
KeioHC_4::49220	ref
KWS_10563::102495	ref
KWS_10548::260785	Novel
S_7G20::17058	ref
KWS_10560::33078	ref
IF_083::172099	Novel
IF_102-2::61829	ref
KWS_10992re::18404	Novel
S_7G7::208761	ref
KWS_10477::159621	ref
IF_029::5712	ref
KWS_10549::17118	ref
KWS_11008::235058	ref
KWS_10476::56768	ref
KWS_11008::11181	ref
S_7G16::1679	ref
S_7G14::13173	ref
KWS_10994::196337	ref
S_7G32::40463	ref
IF_166::147471	ref
KWS_10481::125167	Novel
IF_028::42067	ref
IF_073wa::19651	Novel
KWS_10992re::50572	Novel
S_7G8::105715	ref
KeioHC_K2::3596	ref
S_7G29::38116	ref
KWS_10638::78626	ref
KWS_10480::37844	ref
S_7G46::23588	Novel
IF_171::36970	Novel
S_7G45::156495	ref
IF_151::36646	Novel
IF_187::116316	ref
IF_164re::31484	ref
KeioHC_112::60640	Novel
S_6G15::16769	Novel
KWS_10558::203804	ref
IF_091::62620	ref
IF_003::49579	Novel
KWS_10473::13886	ref
IF_029-2::93621	ref
IF_163::3941	ref
IF_175re::99274	Novel
IF_071-2::2410	ref
S_7G8::65592	ref
KWS_10486::73244	ref
KWS_10904::82699	ref
S_6G12::29730	Novel
KWS_10661::74420	Novel
IF_076::37930	Novel
KWS_10466::119175	ref
IF_185::109755	Novel
KWS_11001::209128	ref
KeioHC_121::129158	Novel
KWS_10998::12435	ref
IF_096::18815	ref
KWS_10654::29195	Novel
IF_068::8028	Novel
KWS_10997::14986	ref
KeioHC_110::17309	ref
IF_110::29251	ref
IF_151::144272	ref
IF_185::15766	Novel
KWS_10894::18267	Novel
S_6G5::52548	ref
KeioHC_120::142391	Novel
IF_036::34813	ref
S_7G15::156891	ref
IF_002-2re::7488	Novel
KWS_10639::123108	Novel
S_7G33::29007	ref
KeioHC_124::45258	Novel
S_7G33::38746	ref
S_7G50::124942	Novel
KWS_10543::38690	Novel
IF_183::46012	Novel
IF_087-2::77508	ref
KWS_10896::62075	Novel
IF_068::1069	ref
S_6G8::34691	ref
S_7G43::263566	Novel
S_7G40::210801	Novel
IF_008::65543	ref
S_7G5::168670	Novel
IF_087-3::91927	ref
IF_076::267708	Novel
KWS_10637::167355	ref
IF_160::17108	ref
KeioHC_7::226103	Novel
KWS_10646::252923	Novel
S_7G6::159981	Novel
KWS_11007::52697	ref
KeioHC_121::180817	ref
IF_179::27908	ref
S_7G6::99660	Novel
IF_101::12674	Novel
KWS_10548::108944	ref
KeioHC_13::286664	ref
S_7G29::69023	ref
KWS_10655::69187	ref
KWS_11000::166234	ref
IF_019::82715	Novel
IF_158::175024	ref
IF_029::113798	ref
IF_086::11609	Novel
IF_128::8917	Novel
KWS_10893::8093	ref
IF_032-2::78171	ref
KWS_10659::3596	Novel
IF_086-2::1093	ref
IF_087-2::72336	Novel
IF_129::39245	Novel
IF_163::6346	Novel
IF_092::292815	ref
S_6G3::208986	ref
KWS_10895::6547	Novel
S_6G2::31524	ref
S_7G7::225732	ref
KeioHC_3::178401	ref
KWS_10655::178866	Novel
IF_068-2::52395	ref
IF_032-2::31228	Novel
IF_101-2::4919	ref
KWS_10900::246467	ref
KWS_10661::97619	Novel
S_7G30::51839	ref
S_7G28::6905	ref
KWS_10911::181849	Novel
S_7G25::114465	ref
IF_053::161222	Novel
KWS_10463::19055	ref
S_6G11::216448	ref
IF_179::67933	Novel
IF_177::23580	ref
KeioHC_116::224036	ref
IF_151::35452	Novel
IF_011::12314	ref
IF_182::94924	Novel
KWS_10650::216	ref
IF_160::126654	Novel
KeioHC_101::156210	Novel
IF_061::263994	ref
IF_091::53749	ref
IF_086-2::2410	ref
IF_046-2::5426	ref
KeioHC_113::116678	ref
S_7G27::9847	ref
KWS_10910::246890	ref
IF_087-2::46011	ref
IF_121wa::69340	Novel
KWS_10558::254344	ref
KWS_10896::11309	ref
S_7G25::18341	ref
IF_106::4516	Novel
IF_163::106342	ref
IF_071-2::35745	ref
IF_030-2::161639	Novel
IF_101-2::9870	ref
IF_022::33838	ref
IF_008::117	Novel
IF_029::115809	ref
KWS_10661::65979	Novel
IF_175re::27724	Novel
IF_150::27072	Novel
IF_073-2wa::147424	Novel
IF_014-2::165141	ref
KWS_10551::15890	ref
IF_022::9721	Novel
KeioHC_14::34928	ref
IF_096::14920	ref
KWS_10649::71909	ref
IF_101::185459	Novel
IF_121wa::47529	ref
KeioHC_13::473	ref
KWS_10559::1667	Novel
KeioHC_10::12491	Novel
IF_065-2::99522	Novel
IF_032::650	Novel
KWS_10641::280569	Novel
IF_081::206789	Novel
KWS_10648::24329	ref
S_7G1::14185	Novel
S_7G15::23160	ref
KWS_10996::230919	ref
IF_086::15878	ref
KWS_10993::118418	Novel
IF_032::8827	Novel
S_7G12::158789	Novel
S_7G3::241367	Novel
S_7G8::90914	ref
KWS_10477::72537	ref
IF_157::137514	Novel
IF_068-2::212395	ref
IF_082::214992	Novel
IF_175re::37275	Novel
KWS_10903::69216	ref
IF_072::22201	ref
IF_118::5418	Novel
S_6G8::209321	ref
KWS_10648::6708	Novel
IF_032-2::1254	Novel
IF_017::71038	ref
IF_159::6481	ref
S_6G14::89101	ref
IF_099::122944	ref
IF_107::8912	ref
KeioHC_14::16870	Novel
KeioHC_107::108568	ref
S_6G2::30145	ref
S_7G43::19802	ref
KWS_10657::1206	ref
IF_117::54494	Novel
IF_158::23705	ref
KWS_11000::264897	Novel
IF_130::141039	ref
IF_175re::18608	Novel
IF_067::42067	ref
KWS_10987::186258	ref
IF_122::52290	Novel
IF_050::2661	ref
S_6G3::192672	ref
S_7G22::26019	ref
KeioHC_115::21108	Novel
IF_126::138425	Novel
KWS_10555::85109	ref
KWS_10539::25148	ref
IF_087-3::131785	Novel
S_7G21::85706	Novel
IF_177::220561	Novel
IF_127::4008	ref
S_7G28::75560	ref
KWS_10477::68374	ref
IF_179::52681	ref
KWS_10991::195549	Novel
KWS_10992re::150769	Novel
KWS_10996::38337	ref
IF_076::210399	Novel
KWS_10473::58287	ref
KeioHC_114::19357	ref
S_7G34::34396	ref
IF_128::240520	ref
IF_011::121251	Novel
KeioHC_10::235227	ref
IF_118::15217	Novel
S_7G6::89114	ref
IF_101::23542	Novel
KeioHC_15::61286	Novel
IF_087-2::86569	Novel
KWS_10650::35962	Novel
IF_148::224619	Novel
IF_177::136325	Novel
IF_184::157371	Novel
S_6G2::99533	ref
KWS_11003::257266	ref
KWS_11008::166800	Novel
IF_022::20787	ref
IF_108::181502	Novel
IF_009::281317	Novel
IF_012::91505	ref
S_7G51::61198	Novel
IF_100-2::35998	ref
IF_093::2410	Novel
IF_042-2::23580	ref
KWS_10452::113832	ref
S_6G15::8052	ref
S_7G25::5565	ref
KWS_10655::16727	ref
S_7G28::236496	Novel
IF_042-2::20296	Novel
S_6G15::1718	Novel
KeioHC_13::197623	Novel
KWS_11008::36452	ref
IF_042-2::27724	Novel
S_7G45::129596	ref
IF_100-2::7922	ref
KWS_10546::217558	Novel
IF_087-3::113453	ref
KeioHC_15::98753	ref
IF_002-2re::15217	Novel
IF_101-2::119644	Novel
KWS_10454::98902	ref
S_7G28::40944	ref
IF_155::7527	ref
KeioHC_K2::21073	Novel
S_7G45::80623	Novel
S_7G51::106650	Novel
IF_088::9520	Novel
IF_175re::19001	ref
KWS_10631::178360	ref
KWS_10893::56671	Novel
IF_005::92158	Novel
KeioHC_2::134024	Novel
S_7G21::70316	Novel
KeioHC_5::74138	Novel
IF_073wa::56178	Novel
KWS_10644::146908	ref
IF_151::33606	ref
IF_108::27289	ref
IF_048::1111	Novel
KWS_10650::12892	Novel
KeioHC_K2::14311	ref
S_7G44::12650	ref
IF_024-2::141994	Novel
S_7G29::226322	ref
S_7G50::1696	ref
KWS_10996::144189	ref
KeioHC_10::21993	ref
IF_003::92365	ref
KeioHC_5::22198	Novel
IF_148::71063	Novel
KeioHC_120::170566	Novel
S_6G5::83885	ref
IF_072::161331	Novel
IF_002::71063	Novel
KeioHC_111::38116	ref
KWS_10648::107729	Novel
IF_122::48807	Novel
IF_167::44852	ref
S_6G4::32340	Novel
IF_086::61510	Novel
KeioHC_115::23705	Novel
IF_083::92135	ref
IF_176::112990	Novel
KWS_10549::91657	ref
IF_051::8328	Novel
KWS_10549::65846	Novel
IF_167::87416	ref
IF_130::23554	Novel
IF_050::12985	ref
KeioHC_9::3391	ref
IF_068-2::24226	ref
KeioHC_14::14472	ref
S_7G47::190759	ref
IF_179::23354	Novel
IF_063::23911	Novel
IF_024-2::39505	Novel
S_6G2::75239	Novel
KWS_10656::106243	Novel
KWS_10639::12643	Novel
KWS_10998::65278	ref
KWS_11007::27939	Novel
IF_160::1088	Novel
IF_050::11507	ref
S_7G22::75435	ref
KWS_10648::202555	Novel
IF_129::25690	ref
KWS_10563::124571	Novel
S_7G43::6215	ref
S_7G33::63989	ref
S_6G5::87966	ref
KeioHC_114::62425	Novel
KWS_10896::63548	ref
KWS_10895::269711	ref
KWS_10994::53708	Novel
IF_087-3::36764	ref
KWS_10567::138576	ref
KWS_10897::252610	ref
KWS_10632::56223	ref
IF_022::49910	Novel
S_7G3::236220	Novel
IF_003::175336	ref
KeioHC_12::98714	ref
S_7G47::51382	ref
IF_121wa::17850	ref
KWS_10653::55812	ref
IF_024::7488	Novel
KWS_11000::161982	Novel
S_7G40::111808	Novel
IF_073-2wa::96118	Novel
IF_148::2149	ref
IF_008::37320	Novel
S_6G2::8052	ref
IF_016::121205	ref
IF_011::64797	Novel
IF_087-2::40317	ref
IF_076::189749	ref
S_7G40::168817	ref
KeioHC_I2::99792	ref
KWS_10993::73317	ref
S_7G10::31527	ref
S_7G40::23140	ref
IF_063::12306	ref
IF_121wa::13398	ref
IF_065::107915	Novel
IF_128::180950	ref
KeioHC_107::159919	ref
KWS_10549::78670	Novel
IF_128::162351	Novel
S_6G2::81713	ref
KWS_10997::89134	Novel
IF_012::59503	Novel
IF_087-2::243478	ref
S_7G15::234509	ref
IF_109::52963	Novel
KeioHC_110::145191	ref
S_7G46::93948	Novel
IF_022::11237	Novel
IF_038::122929	Novel
KWS_10477::289270	ref
IF_061-2::20136	ref
IF_164re::23547	ref
S_7G29::74700	Novel
S_7G40::115247	ref
IF_057re::81001	Novel
KWS_10894::25409	ref
IF_116::44811	ref
KWS_10911::278580	Novel
KWS_10543::61391	ref
KWS_10641::54567	ref
IF_070::19411	Novel
S_6G16::21964	Novel
KWS_10661::118436	ref
IF_179::158320	Novel
IF_003::36890	ref
KeioHC_I2::52697	ref
S_7G34::23846	ref
IF_127::64452	Novel
KWS_10476::183851	ref
IF_004::29299	ref
KWS_10454::74691	ref
S_7G40::219496	ref
IF_161::158717	Novel
IF_049::279686	ref
IF_065::241832	Novel
KWS_10546::168756	Novel
KWS_10476::267596	ref
KeioHC_121::183748	ref
IF_130::185565	Novel
KWS_10478::39385	ref
IF_048::52	ref
KeioHC_10::150740	ref
S_7G12::172469	ref
IF_012::23612	ref
KWS_10903::27536	ref
IF_132::10689	ref
IF_086::1912	ref
IF_089::60	Novel
IF_100-2::16230	ref
IF_123::170	ref
IF_082::25458	Novel
IF_047-2::11524	ref
KWS_11000::210659	Novel
IF_133::21996	Novel
KWS_10911::17208	Novel
S_6G6::29375	ref
S_6G2::251517	Novel
KeioHC_119::200752	Novel
IF_072::103964	ref
S_7G39::231896	ref
S_6G13::45688	Novel
S_7G46::38081	ref
IF_003::49777	ref
IF_053::217131	ref
IF_030::6518	Novel
IF_130::19762	Novel
IF_167::72223	Novel
KWS_10452::73328	Novel
IF_101::213139	Novel
KWS_10477::293200	Novel
KWS_10997::260803	Novel
IF_041::34942	ref
KeioHC_123::56341	Novel
KeioHC_7::99530	Novel
IF_112::65567	ref
S_7G33::165736	Novel
KWS_10648::95637	ref
IF_178::26078	ref
S_6G2::72799	ref
KWS_10549::63831	ref
KWS_10997::179138	ref
S_7G20::52904	ref
IF_093::236179	Novel
KWS_10655::31573	Novel
KWS_10910::11711	Novel
KeioHC_15::167902	ref
IF_123::5557	ref
IF_150::91683	Novel
IF_004::13138	ref
KWS_10547::64030	Novel
S_7G51::147209	Novel
IF_076::80307	Novel
IF_073-2wa::12190	Novel
IF_177::51070	Novel
IF_118::30547	ref
S_6G10::3552	ref
IF_007::1710	ref
KWS_10567::90993	ref
IF_112::78298	ref
IF_151::15766	Novel
IF_065-2::15085	Novel
IF_012::25848	Novel
IF_122::180251	ref
IF_017::16673	ref
KWS_10915::129370	ref
IF_033::79189	Novel
IF_167::120940	Novel
KWS_10986::295410	ref
S_7G34::39769	ref
IF_178::37810	Novel
IF_128::61382	Novel
KWS_10561::17551	Novel
KeioHC_110::25848	Novel
KWS_10477::69192	Novel
IF_101::77591	ref
IF_151::7729	Novel
KeioHC_14::109886	ref
S_6G15::107762	Novel
IF_110::26383	ref
KeioHC_13::202656	Novel
IF_104::41181	ref
IF_101::121988	ref
IF_167::100944	ref
KWS_10991::291599	ref
IF_005::51406	Novel
IF_007::34273	Novel
KeioHC_117::261723	Novel
KWS_10992re::262258	Novel
IF_042::47711	Novel
IF_052::26937	ref
IF_104::2410	ref
IF_067::156842	Novel
KWS_10463::187782	Novel
S_6G14::25092	ref
IF_027::70477	Novel
IF_108::1667	Novel
KWS_10637::14991	ref
IF_079::45631	ref
IF_127::8052	Novel
S_7G20::11272	ref
S_7G47::6825	ref
S_7G3::66485	Novel
IF_068::177866	Novel
IF_114::3745	Novel
IF_101::147889	Novel
KWS_10550::35998	ref
IF_027::65716	Novel
KeioHC_111::348	ref
KeioHC_112::1596	ref
IF_012::100408	Novel
S_7G39::213572	Novel
IF_029::72785	ref
IF_171::246329	Novel
KWS_10637::41419	ref
KWS_10904::30790	ref
IF_087-3::38559	Novel
IF_069::200486	Novel
IF_068::271902	Novel
IF_092-2::8046	ref
IF_046-2::23896	ref
IF_137::96223	ref
IF_022::102157	Novel
IF_184::154595	Novel
S_6G10::152216	ref
S_6G1::51217	ref
S_7G50::84795	Novel
IF_082::17906	ref
KWS_10486::27536	ref
KeioHC_13::194187	ref
IF_032::9851	ref
S_7G31::49008	ref
S_6G3::30616	ref
KWS_10636::13674	Novel
IF_060::165703	Novel
IF_157::155277	ref
KWS_10550::77414	Novel
IF_166::2410	ref
IF_064::41814	Novel
KWS_10903::37849	Novel
KWS_10563::85757	Novel
S_6G11::183632	Novel
IF_042-2::36736	ref
KWS_10476::136617	ref
IF_177::57156	ref
IF_068-2::8917	Novel
IF_062::1667	Novel
KWS_11009::51470	ref
IF_166::19056	ref
IF_106::12749	ref
IF_126::12871	ref
IF_130::34403	ref
KeioHC_17::157523	Novel
S_6G2::134962	ref
S_6G5::86083	Novel
S_6G16::1974	ref
IF_068::37094	ref
IF_042::7657	ref
KeioHC_7::3294	ref
S_7G38::252090	ref
IF_011::227144	Novel
IF_022::46404	ref
S_6G13::164481	Novel
IF_016::18608	ref
KWS_10477::106243	Novel
S_6G6::99902	ref
IF_028::35235	Novel
IF_137::21704	ref
IF_125::64452	Novel
KWS_10996::5951	Novel
KWS_10452::122260	Novel
KWS_10893::158315	Novel
IF_111::5565	ref
IF_069::38746	Novel
S_7G1::83355	Novel
S_7G3::289270	Novel
IF_073-2wa::23542	Novel
S_7G34::43198	Novel
IF_073-2wa::19650	Novel
KWS_10997::166968	ref
S_7G30::51391	ref
S_6G7::201732	ref
KWS_10917::18050	ref
IF_046::18191	ref
IF_126::1684	Novel
S_7G20::18889	ref
IF_086-2::23612	ref
S_7G38::1908	Novel
IF_009::72059	ref
IF_050::6609	Novel
IF_162::151965	ref
S_7G3::52757	ref
S_7G33::25634	ref
S_7G20::77226	Novel
KWS_11008::164985	ref
KWS_10486::41439	ref
S_6G13::52934	Novel
IF_081::64847	ref
KeioHC_108::1237	ref
KWS_10633::134497	ref
S_7G20::115247	ref
KWS_10997::71803	Novel
IF_171::6635	ref
S_6G7::249670	ref
S_7G46::9214	Novel
S_6G4::141674	ref
KWS_10632::228856	Novel
KeioHC_122::9851	ref
IF_118::86808	Novel
KeioHC_5::60286	ref
IF_030-2::99739	Novel
KeioHC_2::168345	Novel
IF_121wa::18267	Novel
S_7G24::148713	ref
IF_167::239758	Novel
IF_014-2::2265	ref
KWS_10784::97659	ref
IF_148::8838	ref
IF_030-2::48176	Novel
IF_101::2410	Novel
KWS_10894::13573	Novel
IF_177::18191	ref
S_6G1::190784	ref
IF_153::245170	Novel
IF_101::189246	Novel
IF_104::72336	ref
KWS_10631::6842	Novel
IF_124::172635	Novel
IF_126::51406	Novel
KWS_10543::9323	ref
IF_161::45463	ref
S_6G6::14233	ref
KWS_10655::274667	Novel
IF_004::86349	ref
S_6G1::8768	Novel
IF_033::7488	Novel
KWS_10476::34263	ref
S_7G34::829	ref
KWS_10631::10619	Novel
S_7G7::8052	ref
IF_044::103849	Novel
S_7G29::65947	Novel
IF_171::11672	ref
IF_072::41119	Novel
KWS_10562::29251	ref
KWS_10480::168932	Novel
IF_081::215509	ref
IF_163::279857	Novel
IF_091::89554	ref
S_7G40::159588	ref
KWS_10452::205480	ref
IF_122::6498	ref
S_7G38::194335	Novel
IF_055-2::11672	ref
KeioHC_18::76151	Novel
KWS_10481::21429	ref
KWS_10985::266830	ref
IF_132::37849	ref
S_7G7::187835	ref
IF_076::54179	Novel
KWS_10653::21936	ref
S_7G50::12366	Novel
IF_047::137695	ref
IF_022::214989	Novel
IF_188::136780	ref
S_6G10::10174	ref
IF_166::23170	ref
KWS_10641::5565	ref
IF_122::17446	Novel
IF_025::40525	ref
KWS_10661::83205	ref
IF_151::12879	Novel
KWS_10558::57356	ref
KWS_10641::139871	Novel
IF_030::202980	Novel
KeioHC_102::135588	Novel
S_7G40::76121	Novel
IF_173::59783	ref
KWS_10633::15766	Novel
